Date Comptable;Code Societe Achat;Compte Comptable Achat;ID founisseur externe;Code tâche;Code folio;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux de Tva;TypeEvenementAchat;Numero2;Type de Tva;Date d'échéance;Id scan facture;  Origine scan facture;
26/08/2026;0001;602210;0688;GL0397066L;GAZ;VENTE DE GAZ;0,00001;STANDARD;108,79;EUR;25/08/2026;0688K2608BVJU;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0397066L;GAZ;VENTE DE GAZ;12,45800;STANDARD;159,34;EUR;25/08/2026;0688K2608BVJU;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;25/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0397066L;GAZ;VENTE DE GAZ;12,45800;STANDARD;204,19;EUR;25/08/2026;0688K2608BVJU;20,00;TICGN GAZ;;;25/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0397066L;GAZ;VENTE DE GAZ;12,45800;STANDARD;512,02;EUR;25/08/2026;0688K2608BVJU;20,00;DEBOURS P1 GAZ;;;25/08/2026;;;B00000007H
26/08/2026;0001;445660;0688;GL0397066L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;212,11;EUR;25/08/2026;0688K2608BVJU;20,00;;;;25/08/2026;;;B00000007H
26/08/2026;0001;401050;0688;GL0307014E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;72,64;EUR;25/08/2026;0688K2608BVVF;;;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0307014E;GAZ;VENTE DE GAZ;0,00001;STANDARD;18,38;EUR;25/08/2026;0688K2608BVVF;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0307014E;GAZ;VENTE DE GAZ;0,00001;STANDARD;42,15;EUR;25/08/2026;0688K2608BVVF;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0307014E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;12,11;EUR;25/08/2026;0688K2608BVVF;20,00;;;;25/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0040542W;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;177,27;EUR;25/08/2026;0688K2608BVTV;;;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0040542W;GAZ;VENTE DE GAZ;1,26200;STANDARD;0,52;EUR;25/08/2026;0688K2608BVTV;20,00;GAZ - MECANISME CPB;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0040542W;GAZ;VENTE DE GAZ;0,00001;STANDARD;15,39;EUR;25/08/2026;0688K2608BVTV;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0040542W;GAZ;VENTE DE GAZ;1,26200;STANDARD;16,14;EUR;25/08/2026;0688K2608BVTV;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0040542W;GAZ;VENTE DE GAZ;1,26200;STANDARD;20,68;EUR;25/08/2026;0688K2608BVTV;20,00;TICGN GAZ;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0040542W;GAZ;VENTE DE GAZ;0,00001;STANDARD;45,78;EUR;25/08/2026;0688K2608BVTV;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0040542W;GAZ;VENTE DE GAZ;1,26200;STANDARD;49,22;EUR;25/08/2026;0688K2608BVTV;20,00;DEBOURS P1 GAZ;;;25/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0040542W;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;29,54;EUR;25/08/2026;0688K2608BVTV;20,00;;;;25/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0040573F;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;350,27;EUR;25/08/2026;0688K2608BVXF;;;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0040573F;GAZ;VENTE DE GAZ;0,00001;STANDARD;73,12;EUR;25/08/2026;0688K2608BVXF;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0040573F;GAZ;VENTE DE GAZ;0,00001;STANDARD;218,77;EUR;25/08/2026;0688K2608BVXF;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0040573F;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;58,38;EUR;25/08/2026;0688K2608BVXF;20,00;;;;25/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL1424642L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;99,02;EUR;25/08/2026;0688K2608BVQM;;;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL1424642L;GAZ;VENTE DE GAZ;0,00001;STANDARD;33,23;EUR;25/08/2026;0688K2608BVQM;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL1424642L;GAZ;VENTE DE GAZ;0,00001;STANDARD;49,29;EUR;25/08/2026;0688K2608BVQM;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL1424642L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;16,5;EUR;25/08/2026;0688K2608BVQM;20,00;;;;25/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL1424575K;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;83,12;EUR;25/08/2026;0688K2608BVQD;;;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL1424575K;GAZ;VENTE DE GAZ;0,00001;STANDARD;26,14;EUR;25/08/2026;0688K2608BVQD;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL1424575K;GAZ;VENTE DE GAZ;0,00001;STANDARD;43,13;EUR;25/08/2026;0688K2608BVQD;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL1424575K;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;13,85;EUR;25/08/2026;0688K2608BVQD;20,00;;;;25/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL0028058J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;52,56;EUR;25/08/2026;0688K2608BVMC;;;;;25/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0028058J;GAZ;VENTE DE GAZ;0,00001;STANDARD;5,11;EUR;25/08/2026;0688K2608BVMC;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0028058J;GAZ;VENTE DE GAZ;0,00001;STANDARD;38,69;EUR;25/08/2026;0688K2608BVMC;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000004E
26/08/2026;0001;445660;0688;GL0028058J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;8,76;EUR;25/08/2026;0688K2608BVMC;20,00;;;;25/08/2026;;;B00000004E
26/08/2026;0001;401050;0688;GL0963074C;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;534,25;EUR;25/08/2026;0688K2608BVRA;;;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0963074C;GAZ;VENTE DE GAZ;3,45200;STANDARD;1,41;EUR;25/08/2026;0688K2608BVRA;20,00;GAZ - MECANISME CPB;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0963074C;GAZ;VENTE DE GAZ;0,00001;STANDARD;28,42;EUR;25/08/2026;0688K2608BVRA;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0963074C;GAZ;VENTE DE GAZ;3,45200;STANDARD;44,16;EUR;25/08/2026;0688K2608BVRA;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0963074C;GAZ;VENTE DE GAZ;3,45200;STANDARD;56,58;EUR;25/08/2026;0688K2608BVRA;20,00;TICGN GAZ;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0963074C;GAZ;VENTE DE GAZ;0,00001;STANDARD;146,15;EUR;25/08/2026;0688K2608BVRA;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0963074C;GAZ;VENTE DE GAZ;3,45200;STANDARD;168,49;EUR;25/08/2026;0688K2608BVRA;20,00;DEBOURS P1 GAZ;;;25/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL0963074C;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;89,04;EUR;25/08/2026;0688K2608BVRA;20,00;;;;25/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL0025284G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;118,43;EUR;25/08/2026;0688K2608BVJQ;;;;;25/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0025284G;GAZ;VENTE DE GAZ;0,00001;STANDARD;41,94;EUR;25/08/2026;0688K2608BVJQ;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0025284G;GAZ;VENTE DE GAZ;0,00001;STANDARD;56,75;EUR;25/08/2026;0688K2608BVJQ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000004E
26/08/2026;0001;445660;0688;GL0025284G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;19,74;EUR;25/08/2026;0688K2608BVJQ;20,00;;;;25/08/2026;;;B00000004E
26/08/2026;0001;401050;0688;GL0020676W;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;281,23;EUR;25/08/2026;0688K2608BVNN;;;;;25/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0020676W;GAZ;VENTE DE GAZ;0,00001;STANDARD;71,94;EUR;25/08/2026;0688K2608BVNN;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000006G
26/08/2026;0001;602210;0688;GL0020676W;GAZ;VENTE DE GAZ;0,00001;STANDARD;162,42;EUR;25/08/2026;0688K2608BVNN;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000006G
26/08/2026;0001;445660;0688;GL0020676W;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;46,87;EUR;25/08/2026;0688K2608BVNN;20,00;;;;25/08/2026;;;B00000006G
26/08/2026;0001;401050;0688;GL0006675K;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;289,25;EUR;25/08/2026;0688K2608BVQR;;;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0006675K;GAZ;VENTE DE GAZ;0,00001;STANDARD;55,87;EUR;25/08/2026;0688K2608BVQR;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0006675K;GAZ;VENTE DE GAZ;0,00001;STANDARD;185,17;EUR;25/08/2026;0688K2608BVQR;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL0006675K;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;48,21;EUR;25/08/2026;0688K2608BVQR;20,00;;;;25/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL0889252N;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;500,75;EUR;25/08/2026;0688K2608BVSP;;;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0889252N;GAZ;VENTE DE GAZ;2,22000;STANDARD;0,91;EUR;25/08/2026;0688K2608BVSP;20,00;GAZ - MECANISME CPB;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0889252N;GAZ;VENTE DE GAZ;2,22000;STANDARD;28,39;EUR;25/08/2026;0688K2608BVSP;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0889252N;GAZ;VENTE DE GAZ;2,22000;STANDARD;36,38;EUR;25/08/2026;0688K2608BVSP;20,00;TICGN GAZ;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0889252N;GAZ;VENTE DE GAZ;0,00001;STANDARD;46,16;EUR;25/08/2026;0688K2608BVSP;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0889252N;GAZ;VENTE DE GAZ;2,22000;STANDARD;110,83;EUR;25/08/2026;0688K2608BVSP;20,00;DEBOURS P1 GAZ;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0889252N;GAZ;VENTE DE GAZ;0,00001;STANDARD;194,62;EUR;25/08/2026;0688K2608BVSP;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL0889252N;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;83,46;EUR;25/08/2026;0688K2608BVSP;20,00;;;;25/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL0212482G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;70,50;EUR;25/08/2026;0688K2608BVUM;;;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0212482G;GAZ;VENTE DE GAZ;0,00001;STANDARD;13,81;EUR;25/08/2026;0688K2608BVUM;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0212482G;GAZ;VENTE DE GAZ;0,00001;STANDARD;44,94;EUR;25/08/2026;0688K2608BVUM;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000002C
26/08/2026;0001;445660;0688;GL0212482G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;11,75;EUR;25/08/2026;0688K2608BVUM;20,00;;;;25/08/2026;;;B00000002C
26/08/2026;0001;401050;0688;GL1424137M;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;72,40;EUR;25/08/2026;0688K2608BVPY;;;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL1424137M;GAZ;VENTE DE GAZ;0,00001;STANDARD;21,35;EUR;25/08/2026;0688K2608BVPY;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL1424137M;GAZ;VENTE DE GAZ;0,00001;STANDARD;38,98;EUR;25/08/2026;0688K2608BVPY;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL1424137M;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;12,07;EUR;25/08/2026;0688K2608BVPY;20,00;;;;25/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL0047641M;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;26,97;EUR;25/08/2026;0688K2608BVRZ;;;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0047641M;GAZ;VENTE DE GAZ;0,13700;STANDARD;0,06;EUR;25/08/2026;0688K2608BVRZ;20,00;GAZ - MECANISME CPB;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0047641M;GAZ;VENTE DE GAZ;0,00001;STANDARD;0,30;EUR;25/08/2026;0688K2608BVRZ;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0047641M;GAZ;VENTE DE GAZ;0,13700;STANDARD;2,25;EUR;25/08/2026;0688K2608BVRZ;20,00;TICGN GAZ;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0047641M;GAZ;VENTE DE GAZ;0,00001;STANDARD;6,42;EUR;25/08/2026;0688K2608BVRZ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0047641M;GAZ;VENTE DE GAZ;0,13700;STANDARD;6,52;EUR;25/08/2026;0688K2608BVRZ;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0047641M;GAZ;VENTE DE GAZ;0,13700;STANDARD;6,93;EUR;25/08/2026;0688K2608BVRZ;20,00;DEBOURS P1 GAZ;;;25/08/2026;;;B00000002C
26/08/2026;0001;445660;0688;GL0047641M;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;4,49;EUR;25/08/2026;0688K2608BVRZ;20,00;;;;25/08/2026;;;B00000002C
26/08/2026;0001;401050;0688;GL0673283V;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;24,53;EUR;25/08/2026;0688K2608BVSY;;;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0673283V;GAZ;VENTE DE GAZ;0,00001;STANDARD;20,44;EUR;25/08/2026;0688K2608BVSY;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000002C
26/08/2026;0001;445660;0688;GL0673283V;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;4,09;EUR;25/08/2026;0688K2608BVSY;20,00;;;;25/08/2026;;;B00000002C
26/08/2026;0001;401050;0688;GL0853218R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;388,12;EUR;25/08/2026;0688K2608BVPD;;;;;25/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0853218R;GAZ;VENTE DE GAZ;0,00001;STANDARD;99,62;EUR;25/08/2026;0688K2608BVPD;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000007H
26/08/2026;0001;602210;0688;GL0853218R;GAZ;VENTE DE GAZ;0,00001;STANDARD;223,81;EUR;25/08/2026;0688K2608BVPD;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000007H
26/08/2026;0001;445660;0688;GL0853218R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;64,69;EUR;25/08/2026;0688K2608BVPD;20,00;;;;25/08/2026;;;B00000007H
26/08/2026;0001;401050;0688;GL0046019V;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;400,64;EUR;25/08/2026;0688K2608BVWM;;;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0046019V;GAZ;VENTE DE GAZ;3,08900;STANDARD;1,27;EUR;25/08/2026;0688K2608BVWM;20,00;GAZ - MECANISME CPB;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0046019V;GAZ;VENTE DE GAZ;3,08900;STANDARD;39,51;EUR;25/08/2026;0688K2608BVWM;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0046019V;GAZ;VENTE DE GAZ;0,00001;STANDARD;42,77;EUR;25/08/2026;0688K2608BVWM;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0046019V;GAZ;VENTE DE GAZ;3,08900;STANDARD;50,63;EUR;25/08/2026;0688K2608BVWM;20,00;TICGN GAZ;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0046019V;GAZ;VENTE DE GAZ;0,00001;STANDARD;58,15;EUR;25/08/2026;0688K2608BVWM;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0046019V;GAZ;VENTE DE GAZ;3,08900;STANDARD;141,54;EUR;25/08/2026;0688K2608BVWM;20,00;DEBOURS P1 GAZ;;;25/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0046019V;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;66,77;EUR;25/08/2026;0688K2608BVWM;20,00;;;;25/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0028058J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;93,23;EUR;25/08/2026;0688K2608BVQZ;;;;;25/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0028058J;GAZ;VENTE DE GAZ;0,00001;STANDARD;12,51;EUR;25/08/2026;0688K2608BVQZ;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0028058J;GAZ;VENTE DE GAZ;0,00001;STANDARD;65,18;EUR;25/08/2026;0688K2608BVQZ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000004E
26/08/2026;0001;445660;0688;GL0028058J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;15,54;EUR;25/08/2026;0688K2608BVQZ;20,00;;;;25/08/2026;;;B00000004E
26/08/2026;0001;401050;0688;GL0028058J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;35,38;EUR;25/08/2026;0688K2608BVMH;;;;;25/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0028058J;GAZ;VENTE DE GAZ;0,00001;STANDARD;1,98;EUR;25/08/2026;0688K2608BVMH;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0028058J;GAZ;VENTE DE GAZ;0,00001;STANDARD;27,50;EUR;25/08/2026;0688K2608BVMH;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000004E
26/08/2026;0001;445660;0688;GL0028058J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;5,9;EUR;25/08/2026;0688K2608BVMH;20,00;;;;25/08/2026;;;B00000004E
26/08/2026;0001;401050;0688;GL0983105P;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;57,17;EUR;25/08/2026;0688K2608BVRV;;;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0983105P;GAZ;VENTE DE GAZ;0,00001;STANDARD;47,64;EUR;25/08/2026;0688K2608BVRV;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL0983105P;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;9,53;EUR;25/08/2026;0688K2608BVRV;20,00;;;;25/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL0045726L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;117,48;EUR;25/08/2026;0688K2608BVUZ;;;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0045726L;GAZ;VENTE DE GAZ;0,60600;STANDARD;0,25;EUR;25/08/2026;0688K2608BVUZ;20,00;GAZ - MECANISME CPB;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0045726L;GAZ;VENTE DE GAZ;0,60600;STANDARD;7,75;EUR;25/08/2026;0688K2608BVUZ;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0045726L;GAZ;VENTE DE GAZ;0,60600;STANDARD;9,93;EUR;25/08/2026;0688K2608BVUZ;20,00;TICGN GAZ;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0045726L;GAZ;VENTE DE GAZ;0,00001;STANDARD;13,53;EUR;25/08/2026;0688K2608BVUZ;20,00;DEBOURS P1 GAZ STOCKAGE;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0045726L;GAZ;VENTE DE GAZ;0,60600;STANDARD;29,86;EUR;25/08/2026;0688K2608BVUZ;20,00;DEBOURS P1 GAZ;;;25/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0045726L;GAZ;VENTE DE GAZ;0,00001;STANDARD;36,58;EUR;25/08/2026;0688K2608BVUZ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;25/08/2026;;;B00000002C
26/08/2026;0001;445660;0688;GL0045726L;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;19,58;EUR;25/08/2026;0688K2608BVUZ;20,00;;;;25/08/2026;;;B00000002C
26/08/2026;0001;401050;0688;GL0016583V;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;159,62;EUR;25/08/2026;0688K2608BVQF;;;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0016583V;GAZ;VENTE DE GAZ;0,21900;STANDARD;0,09;EUR;25/08/2026;0688K2608BVQF;20,00;GAZ - MECANISME CPB;;;25/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0016583V;GAZ;VENTE DE GAZ;0,21900;STANDARD;2,80;EUR;25/08/2026;0688K2608BVQF;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;25/08/2026;;;B00000008J
