411100;0581314J;D;142156.00;+
706601;;C;25385.00;+
706601;;C;101540.00;+
445715;;C;5077.00;+
445715;;C;10154.00;+
411100;0581314J;D;844816.00;+
706001;;C;57729.00;+
706001;;C;646284.00;+
445710;;C;140803.00;+
411100;0499725G;D;7290806.00;+
706001;;C;6573384.00;-
708820;;C;382485.00;-
706001;;C;3033604.00;+
706001;;C;4044447.00;+
706001;;C;6430266.00;+
445710;;C;657338.00;-
445710;;C;76497.00;-
445715;;C;222445.00;+
445710;;C;606721.00;+
445715;;C;643027.00;+
411100;0490171J;D;283619.00;+
706001;;C;236349.00;+
445715;;C;47270.00;+
411100;0241641Z;D;1052206.00;+
706601;;C;876838.00;+
445715;;C;175368.00;+
411100;0586056B;D;109342.00;+
706001;;C;91118.00;+
445715;;C;18224.00;+
411100;0586056B;D;1326290.00;+
706001;;C;98809.00;+
706001;;C;1006433.00;+
445710;;C;221048.00;+
411100;0586056B;D;1010073.00;+
706001;;C;60154.00;+
706001;;C;781573.00;+
445710;;C;12031.00;+
445710;;C;156315.00;+
411100;0581740R;D;2901436.00;+
706601;;C;2417863.00;+
445715;;C;483573.00;+
411100;0118375F;D;78655.00;+
706001;;C;3883.00;+
706001;;C;10163.00;+
706001;;C;15532.00;+
706001;;C;40650.00;+
445715;;C;2809.00;+
445715;;C;5618.00;+
411100;0118375F;D;482850.00;+
706001;;C;402375.00;+
445710;;C;80475.00;+
411100;0066230W;D;32799240.00;+
762800;;C;27332700.00;+
445715;;C;5466540.00;+
411100;0066230W;D;18821160.00;+
762800;;C;15684300.00;+
445715;;C;3136860.00;+
411100;0243417K;D;65351.00;+
706601;;C;59410.00;+
445715;;C;5941.00;+
411100;0586054S;D;620467.00;+
706601;;C;517056.00;+
445715;;C;103411.00;+
411100;0262870F;D;78730.00;+
706601;;C;71573.00;+
445715;;C;7157.00;+
411100;0290195K;D;34992.00;+
706001;;C;29160.00;+
445710;;C;5832.00;+
411100;0047539B;C;631659.00;+
706001;;D;598729.00;+
445710;;D;32930.00;+
411100;0285421D;D;249792.00;+
706001;;C;31642.00;+
708820;;C;37743.00;+
706001;;C;167385.00;+
445710;;C;2076.00;+
445715;;C;10946.00;+
411100;0285421D;D;50347.00;+
706001;;C;47722.00;+
445710;;C;2625.00;+
411100;0285421D;D;38465.00;+
762800;;C;36460.00;+
445715;;C;2005.00;+
411100;0286120Z;D;605266.00;+
706001;;C;76671.00;+
708820;;C;91455.00;+
706001;;C;405586.00;+
445710;;C;5030.00;+
445715;;C;26524.00;+
411100;0286120Z;D;250757.00;+
706001;;C;5980.00;+
706001;;C;231704.00;+
445710;;C;329.00;+
445710;;C;12744.00;+
411100;0286120Z;D;93205.00;+
762800;;C;88346.00;+
445715;;C;4859.00;+
411100;0467843G;D;619677.00;+
706001;;C;78496.00;+
708820;;C;93633.00;+
706001;;C;415242.00;+
445710;;C;5150.00;+
445715;;C;27156.00;+
411100;0467843G;D;222586.00;+
706001;;C;210982.00;+
445710;;C;11604.00;+
411100;0467843G;D;95426.00;+
762800;;C;90451.00;+
445715;;C;4975.00;+
411100;0286119Y;D;1469932.00;+
706001;;C;186201.00;+
708820;;C;222105.00;+
706001;;C;984994.00;+
445710;;C;12216.00;+
445715;;C;64416.00;+
411100;0286119Y;D;638327.00;+
706001;;C;17940.00;+
706001;;C;587109.00;+
445710;;C;987.00;+
445710;;C;32291.00;+
411100;0286119Y;D;226357.00;+
762800;;C;214556.00;+
445715;;C;11801.00;+
411100;0486205O;D;326653.00;+
706001;;C;41378.00;+
708820;;C;49357.00;+
706001;;C;218888.00;+
445710;;C;2715.00;+
445715;;C;14315.00;+
411100;0486205O;D;168265.00;+
706001;;C;159493.00;+
445710;;C;8772.00;+
411100;0486205O;D;50302.00;+
762800;;C;47680.00;+
445715;;C;2622.00;+
411100;0486185N;D;648499.00;+
706001;;C;82147.00;+
708820;;C;97988.00;+
706001;;C;434556.00;+
445710;;C;5389.00;+
445715;;C;28419.00;+
411100;0486185N;D;426624.00;+
706001;;C;404383.00;+
445710;;C;22241.00;+
411100;0486185N;D;99864.00;+
762800;;C;94658.00;+
445715;;C;5206.00;+
411100;0320172D;D;512873.00;+
706001;;C;48680.00;+
762800;;C;56093.00;+
708820;;C;58067.00;+
706001;;C;65780.00;+
706001;;C;257515.00;+
445715;;C;3085.00;+
445710;;C;3194.00;+
445710;;C;3618.00;+
445715;;C;16841.00;+
411100;0009621J;D;42119.00;+
706001;;C;3140.00;+
706001;;C;4260.00;+
762800;;C;4909.00;+
708820;;C;5081.00;+
706001;;C;22533.00;+
445710;;C;173.00;+
445715;;C;270.00;+
445710;;C;279.00;+
445715;;C;1474.00;+
411100;0514088F;D;110486.00;+
706001;;C;13996.00;+
708820;;C;16694.00;+
706001;;C;74036.00;+
445710;;C;918.00;+
445715;;C;4842.00;+
411100;0514088F;D;17013.00;+
762800;;C;16126.00;+
445715;;C;887.00;+
411100;0009621J;D;23498.00;+
706001;;C;1256.00;+
706001;;C;2434.00;+
762800;;C;2804.00;+
708820;;C;2903.00;+
706001;;C;12876.00;+
445710;;C;69.00;+
445715;;C;154.00;+
445710;;C;160.00;+
445715;;C;842.00;+
411100;0009621J;D;55433.00;+
706001;;C;6085.00;+
762800;;C;7011.00;+
708820;;C;7258.00;+
706001;;C;32189.00;+
445715;;C;386.00;+
445710;;C;399.00;+
445715;;C;2105.00;+
411100;0321215B;D;225773.00;+
706001;;C;28599.00;+
708820;;C;34114.00;+
706001;;C;151290.00;+
445710;;C;1876.00;+
445715;;C;9894.00;+
411100;0321215B;D;15899.00;+
706001;;C;15070.00;+
445710;;C;829.00;+
411100;0321215B;D;34768.00;+
762800;;C;32955.00;+
445715;;C;1813.00;+
411100;0285934D;D;148916.00;+
706001;;C;18864.00;+
708820;;C;22501.00;+
706001;;C;99787.00;+
445710;;C;1238.00;+
445715;;C;6526.00;+
411100;0285934D;D;22931.00;+
