Folio;Ecart;Début de période;Fin de période
Tous;Oui;01/06/2026;12/08/2026
Folio;Date;App Amont Nb piéce;App Amont Débit;App Amont Crédit;SI Finance Nb piece;SI Finance Débit;SI Finance Crédit;Ecarts Nb Piece;Ecarts Débit;Ecarts Crédit;Commentaire;Nom fichier transmis;Présence d'une piéce jointe;Lettrage
KCP;07/08/2026;662;98624288,66;98624288,66;0;0;0;662;98624288,66;98624288,66;;CDPG.NC4.EXPORT.2026080714531726260.COMP.E_COMP_DALKIA.E_COMPTA_1;non;
KVI;07/08/2026;6;95290,89;95290,89;0;0;0;6;95290,89;95290,89;;CDPG.NC4.EXPORT.2026080714531726260.COMP.E_COMP_DALKIA.E_COMPTA_1;non;
KVI;04/08/2026;14;672424,38;672424,38;13;486814,87;486814,87;1;185609,51;185609,51;;CDPG.NC4.EXPORT.2026080414530255520.COMP.E_COMP_DALKIA.E_COMPTA_1;non;
NOT;12/08/2026;0;0;0;1;34,7;34,7;-1;-34,7;-34,7;;NOT01_SRC_FACTURESFOURNISSEURS_20260810232157;non;
NOT;11/08/2026;51;1312,02;1312,02;50;1277,32;1277,32;1;34,7;34,7;;NOT01_SRC_FACTURESFOURNISSEURS_20260810232157;non;
THO;28/07/2026;24352;57254376,97;57254376,97;24351;57243199,9;57243199,9;1;11177,07;11177,07;1 pièce dans la GDR : n° 0000007836;VCH01_SRC_ECRITURESGL_270726-160000;non;
VFF;10/08/2026;1;672,72;672,72;0;0;0;1;672,72;672,72;;VHC03_SRC_FACTURESFOURNISSEURS_100826_114541;non;
VFF;10/08/2026;35;1234169,75;1234169,75;1;77248,04;77248,03;34;1156921,71;1156921,72;;VHC03_SRC_FACTURESFOURNISSEURS_070826_144348;non;
VFF;10/08/2026;1;672,72;672,72;0;0;0;1;672,72;672,72;;VHC03_SRC_FACTURESFOURNISSEURS_100826_114541;non;
VFF;07/08/2026;9;16662,53;16662,53;0;0;0;9;16662,53;16662,53;;VHC03_SRC_FACTURESFOURNISSEURS_070826_085535;non;
VFF;07/08/2026;12;90052,46;90052,46;0;0;0;12;90052,46;90052,46;;VHC03_SRC_FACTURESFOURNISSEURS_070826_114606;non;
VFF;07/08/2026;7;18235,12;18235,12;0;0;0;7;18235,12;18235,12;;VHC03_SRC_FACTURESFOURNISSEURS_070826_152413;non;
VFF;07/08/2026;1;1785,84;1785,84;0;0;0;1;1785,84;1785,84;;VHC03_SRC_FACTURESFOURNISSEURS_070826_155537;non;
VFF;06/08/2026;1;18521,67;18521,67;1;18520,73;18521,67;0;0,94;0;;VHC03_SRC_FACTURESFOURNISSEURS_060826_150206;non;
