GAZ;18/08/2026;1177;283654,87;283654,87;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;0
BIO;18/08/2026;5;196693,05;196693,05;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;0
ING;18/08/2026;2;764209,22;764209,22;FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001;0
