Date d'arrêté comptable;Code société;Compte local;Identifiant founisseur externe;Code tâche;Code folio amont;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux TVA;Nature1;Nature2;Type de TVA;Date d'échéance;Id scan facture;Origine scan facture;UO Dalkia
25/08/2026;0001;401100;S00100727-FRA38460;GK0028795X;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;0;STANDARD;5820,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00100727-FRA38460;GK0001240J;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;2;STANDARD;700,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00100727-FRA38460;GK0001193F;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;1;STANDARD;375,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00100727-FRA38460;GK1641478R;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;3;STANDARD;1330,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00100727-FRA38460;GK0001253Z;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;1;STANDARD;300,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00100727-FRA38460;GK0001139V;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;1;STANDARD;340,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00100727-FRA38460;GK0216823P;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;1;STANDARD;360,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00100727-FRA38460;GK0001228W;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;2;STANDARD;710,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00100727-FRA38460;GK1359742L;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;1;STANDARD;360,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00100727-FRA38460;GK0001191D;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;1;STANDARD;375,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;445661;S00100727-FRA38460;GK0028795X;VFF;Facture DLZ Convoyeur de Véhicule F-2026-35 072026;0;STANDARD;970,00;EUR;31/07/2026;F-2026-35;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
