guid;fichier_edf;nb_sources_regroupees;nb_ack_footer;nb_ack_detail;nb_oracle_edf;nb_somme_sources;montant_ack_footer;montant_ack_detail;montant_oracle_edf;montant_somme_sources;statut_lignes;statut_montant
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201747509214.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;1401234;1401234;1401234;1401234;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201747519215.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;1197416;1197416;1197416;1197416;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201747529216.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;12950;12950;12950;12950;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201747539217.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;2812200;2812200;2812200;2812200;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201747559218.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;113550;113550;113550;113550;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201747569219.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;10231133;10231133;10231133;10231133;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748379220.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;37769;37769;37769;37769;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748399221.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;16424;16424;16424;16424;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748409222.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;293354;293354;293354;293354;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748419223.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;664800;664800;664800;664800;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748429224.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;24;24;24;24;7095394;7095394;7095394;7095394;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748519225.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;1222968;1222968;1222968;1222968;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748529226.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;323813;323813;323813;323813;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748539227.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;81600;81600;81600;81600;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748559228.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;1746057;1746057;1746057;1746057;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748569229.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;405600;405600;405600;405600;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748579230.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;12691512;12691512;12691512;12691512;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748589231.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;25988;25988;25988;25988;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748609232.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;7349765;7349765;7349765;7349765;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748619233.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;34800;34800;34800;34800;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748629234.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;3;5;5;5;5;3318254;3318254;3318254;3318254;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748639235.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;53085;53085;53085;53085;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201748649236.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;479026;479026;479026;479026;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749389237.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;8346662;8346662;8346662;8346662;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749399238.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;7561200;7561200;7561200;7561200;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749409239.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;283;283;283;283;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749429240.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;19492093;19492093;19492093;19492093;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749439241.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;284688;284688;284688;284688;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749449242.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;6;6;6;6;34123836;34123836;34123836;34123836;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749459243.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;141600;141600;141600;141600;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749469244.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;1314318;1314318;1314318;1314318;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749479245.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;880000;880000;880000;880000;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749489246.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;1369122;1369122;1369122;1369122;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749499247.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;381710;381710;381710;381710;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749509248.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;187005;187005;187005;187005;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749529249.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;87120;87120;87120;87120;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749539250.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;4140595;4140595;4140595;4140595;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749549251.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;389369;389369;389369;389369;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749559252.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;1621073;1621073;1621073;1621073;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201749569253.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;187200;187200;187200;187200;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750419494.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;8;8;8;8;7233085;7233085;7233085;7233085;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750439495.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;241781;241781;241781;241781;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750449496.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;8302;8302;8302;8302;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750469497.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;32;32;32;32;32415669;32415669;32415669;32415669;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750479498.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;48600;48600;48600;48600;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750489499.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;600000;600000;600000;600000;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750499500.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;2657179;2657179;2657179;2657179;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750509501.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;2376960;2376960;2376960;2376960;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750529502.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;10502;10502;10502;10502;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750539503.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;81600;81600;81600;81600;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750549504.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;39720;39720;39720;39720;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750559505.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;528759;528759;528759;528759;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750569506.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;165600;165600;165600;165600;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750589507.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;427034;427034;427034;427034;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201750599508.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;6;6;6;6;19574764;19574764;19574764;19574764;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751399509.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;11;11;11;11;36026634;36026634;36026634;36026634;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751409510.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;207960;207960;207960;207960;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751429511.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;89040;89040;89040;89040;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751439512.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;990288;990288;990288;990288;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751449513.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;110558;110558;110558;110558;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751479514.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;107933;107933;107933;107933;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751489515.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;71020;71020;71020;71020;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751499516.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;468000;468000;468000;468000;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751509517.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;239400;239400;239400;239400;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751529518.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;6;6;6;6;7068260;7068260;7068260;7068260;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751539519.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;642846;642846;642846;642846;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751549520.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;984400;984400;984400;984400;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751559521.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;17;17;17;17;39618778;39618778;39618778;39618778;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751569522.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;146160;146160;146160;146160;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751579523.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;2709051;2709051;2709051;2709051;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901201751599524.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;406681;406681;406681;406681;OK;OK
938f85e42bac47f98b74345eb6996034;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901314140799316.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;16321825;16321825;16321825;16321825;OK;OK
938f85e42bac47f98b74345eb6996034;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901314140809317.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;5;11;11;11;11;7456588;7456588;7456588;7456588;OK;OK
938f85e42bac47f98b74345eb6996034;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901314140819318.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;936217;936217;936217;936217;OK;OK
938f85e42bac47f98b74345eb6996034;CDPG.NC4.IMPORT_ACK.DLK_VIR_17901314140829319.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;6216;6216;6216;6216;OK;OK
