guid;fichier_source;nb_dk;nb_dk_fin01;nb_oracle_source;montant_dk_entete;montant_dk;montant_dk_fin01_entete;montant_dk_fin01;montant_oracle_source;euro_lines;statut_lignes;statut_montant
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0001DCWEXP-20260923-49108276_20260923-013050.txt;;107;107;;;123229763;123229763;123229763;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0001DEWEXP-20260923-49108276_20260923-013050.txt;;77;77;;;51667529;51667529;51667529;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0001DLSEXP-20260923-49108276_20260923-013050.txt;;62;62;;;42091400;42091400;42091400;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0001DMSEXP-20260923-49108276_20260923-013050.txt;;105;105;;;249297563;249297563;249297563;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0001DNAEXP-20260923-49108276_20260923-013050.txt;;83;83;;;51260146;51260146;51260146;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0001DOSEXP-20260923-49108276_20260923-013050.txt;;22;22;;;45682484;45682484;45682484;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0001DRWEXP-20260923-49108276_20260923-013050.txt;;110;110;;;72293661;72293661;72293661;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0001DSWEXP-20260923-49108276_20260923-013050.txt;;113;113;;;65890874;65890874;65890874;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0034DLSEXP-20260923-49108276_20260923-013050.txt;;1;1;;;3499901;3499901;3499901;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0069DRWEXP-20260923-49108276_20260923-013050.txt;;2;2;;;313343;313343;313343;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0130DSWEXP-20260923-49108276_20260923-013050.txt;;1;1;;;24000;24000;24000;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0156DSWEXP-20260923-49108276_20260923-013050.txt;;1;1;;;15884;15884;15884;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0169DRWEXP-20260923-49108276_20260923-013050.txt;;1;1;;;267428;267428;267428;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0222DLSEXP-20260923-49108276_20260923-013050.txt;;1;1;;;18948;18948;18948;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0241DMSEXP-20260923-49108276_20260923-013050.txt;;1;1;;;4244;4244;4244;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0245DLSEXP-20260923-49108276_20260923-013050.txt;;11;11;;;59544186;59544186;59544186;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0261DLSEXP-20260923-49108276_20260923-013050.txt;;1;1;;;232085;232085;232085;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0306DCWEXP-20260923-49108276_20260923-013050.txt;;4;4;;;859904;859904;859904;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0322DCWEXP-20260923-49108276_20260923-013050.txt;;2;2;;;178026;178026;178026;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0341DLSEXP-20260923-49108276_20260923-013050.txt;;2;2;;;1241454;1241454;1241454;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0348DCWEXP-20260923-49108276_20260923-013050.txt;;23;23;;;10925383;10925383;10925383;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0357DMSEXP-20260923-49108276_20260923-013050.txt;;1;1;;;145200;145200;145200;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0364DSWEXP-20260923-49108276_20260923-013050.txt;;1;1;;;764160;764160;764160;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0367DLSEXP-20260923-49108276_20260923-013050.txt;;1;1;;;731838;731838;731838;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0367DOSEXP-20260923-49108276_20260923-013050.txt;;7;7;;;8335911;8335911;8335911;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0380DNAEXP-20260923-49108276_20260923-013050.txt;;5;5;;;1401234;1401234;1401234;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0392DNAEXP-20260923-49108276_20260923-013050.txt;;1;1;;;1197416;1197416;1197416;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0394DRWEXP-20260923-49108276_20260923-013050.txt;;2;2;;;12950;12950;12950;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0399DNAEXP-20260923-49108276_20260923-013050.txt;;3;3;;;2812200;2812200;2812200;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0400DMSEXP-20260923-49108276_20260923-013050.txt;;1;1;;;113550;113550;113550;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0401DRWEXP-20260923-49108276_20260923-013050.txt;;3;3;;;10231133;10231133;10231133;1;OK;OK
29e3a1f1f9114102a4583ed0eaac2512;DK_FIN01_30003-0402DCWEXP-20260923-49108276_20260923-013050.txt;;1;1;;;37769;37769;37769;1;OK;OK
