Folio;Ecart;Début de période;Fin de période
Tous;Oui;21/04/2026;21/07/2026
Folio;Date;App Amont Nb piéce;App Amont Débit;App Amont Crédit;SI Finance Nb piece;SI Finance Débit;SI Finance Crédit;Ecarts Nb Piece;Ecarts Débit;Ecarts Crédit;Commentaire;Nom fichier transmis;Présence d'une piéce jointe;Lettrage
BIO;21/07/2026;1;-21774,47;-21774,47;0;0;0;1;-21774,47;-21774,47;;FAC02_SRC_FACTURESFOURNISSEURS_210726-011006_ST_FAC02_639201930060338021_001;non;
CEC;20/07/2026;7;660345,55;660345,55;0;0;0;7;660345,55;660345,55;;CEL01_SRC_FACTURESFOURNISSEURS_200726-190717_ST_CEL01_639201712372149857_001;non;
CEE;21/07/2026;44;-10106,33;-10106,33;0;0;0;44;-10106,33;-10106,33;;CEL01_SRC_FACTURESFOURNISSEURS_210726-190515_ST_CEL01_639202575153023077_001;non;
CEE;20/07/2026;162;214740,35;214740,35;0;0;0;162;214740,35;214740,35;;CEL01_SRC_FACTURESFOURNISSEURS_200726-190717_ST_CEL01_639201712372149857_001;non;
CEG;21/07/2026;12;12717,35;12717,35;0;0;0;12;12717,35;12717,35;;CEL01_SRC_FACTURESFOURNISSEURS_210726-190515_ST_CEL01_639202575153023077_001;non;
CEG;20/07/2026;33;48020,45;48020,45;0;0;0;33;48020,45;48020,45;;CEL01_SRC_FACTURESFOURNISSEURS_200726-190717_ST_CEL01_639201712372149857_001;non;
CYC;21/07/2026;368;2348360,04;2348360,04;0;0;0;368;2348360,04;2348360,04;;HEF01_SRC_FACTURESCLIENTS_210726-010942_ST_HEF01_639201929824930549_001;non;
CYC;15/07/2026;422;1723074,26;1723074,26;418;1620451,61;1620451,61;4;102622,65;102622,65;;HEF01_SRC_FACTURESCLIENTS_140726-010945_ST_HEF01_639195881859709103_001;non;
CYC;14/07/2026;422;1723074,26;1723074,26;4;102622,65;102622,65;418;1620451,61;1620451,61;;HEF01_SRC_FACTURESCLIENTS_140726-010945_ST_HEF01_639195881859709103_001;non;
CYF;21/07/2026;16;176396,93;176396,93;0;0;0;16;176396,93;176396,93;;HEF01_SRC_FACTURESFOURNISSEURS_210726-010958_ST_HEF01_639201929984119462_001;non;
CYF;20/07/2026;25;1123145,19;1123145,19;22;425851,59;425851,59;3;697293,6;697293,6;;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;non;
FAS;21/07/2026;3;120006,51;120006,51;0;0;0;3;120006,51;120006,51;;FAC02_SRC_FACTURESCLIENTS_210726-005444_ST_FAC02_639201920843637486_001;non;
FAS;17/07/2026;5071;1061202,9;1061202,9;5070;1019202,9;1019202,9;1;42000;42000;;FAC02_SRC_FACTURESCLIENTS_170726-015646_ST_FAC02_639198502069887139_001;non;
FAS;13/07/2026;23;-9837,66;-9837,66;20;-7602,89;-7602,89;3;-2234,77;-2234,77;;FAC02_SRC_FACTURESCLIENTS_100726-011026_ST_FAC02_639192426267212556_001;non;
