Date d'arrêté comptable;Code société;Compte local;Identifiant founisseur externe;Code tâche;Code folio amont;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux TVA;Nature1;Nature2;Type de TVA;Date d'échéance;Id scan facture;Origine scan facture;UO Dalkia
25/08/2026;0001;401100;62300-FRA94742;GK0028795X;VFF;Facture AD - AUTODISTRIBUTION 2645-15866 032026;0;STANDARD;1939,22;EUR;26/03/2026;2645-15866;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;615510;62300-FRA94742;GK0565280N;VFF;Facture AD - AUTODISTRIBUTION 2645-15866 032026;1;STANDARD;1939,22;EUR;26/03/2026;2645-15866;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;401100;62300-FRA94742;GK0028795X;VFF;Facture AD - AUTODISTRIBUTION 2605-4802 052026;0;STANDARD;3169,49;EUR;28/05/2026;2605-4802;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;615510;62300-FRA94742;GK0001598R;VFF;Facture AD - AUTODISTRIBUTION 2605-4802 052026;1;STANDARD;2641,24;EUR;28/05/2026;2605-4802;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;445661;62300-FRA94742;GK0028795X;VFF;Facture AD - AUTODISTRIBUTION 2605-4802 052026;0;STANDARD;528,25;EUR;28/05/2026;2605-4802;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;401100;62300-FRA94742;GK0028795X;VFF;Facture AD - AUTODISTRIBUTION 6875-11156 062026;0;STANDARD;1511,66;EUR;01/06/2026;6875-11156;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;615510;62300-FRA94742;GK0009764W;VFF;Facture AD - AUTODISTRIBUTION 6875-11156 062026;1;STANDARD;1259,72;EUR;01/06/2026;6875-11156;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;445661;62300-FRA94742;GK0028795X;VFF;Facture AD - AUTODISTRIBUTION 6875-11156 062026;0;STANDARD;251,94;EUR;01/06/2026;6875-11156;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;401100;62300-FRA94742;GK0028795X;VFF;Facture AD - AUTODISTRIBUTION 12767-6202 062026;0;STANDARD;3611,02;EUR;01/06/2026;12767-6202;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;615510;62300-FRA94742;GK1534897B;VFF;Facture AD - AUTODISTRIBUTION 12767-6202 062026;1;STANDARD;3611,02;EUR;01/06/2026;12767-6202;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
25/08/2026;0001;401100;62300-FRA94742;GK0028795X;VFF;Facture AD - AUTODISTRIBUTION 634-15062 062026;0;STANDARD;5068,09;EUR;02/06/2026;634-15062;20,00;REPARATIONS ACCIDENTS;;;;;;B00000001B
