DateArretComptable;CodeSociete;CompteLocal;IDFournisseurExterne;CodeTache;CodeFolio;Libelle;Quantite;Type;Montant;Devise;DatePiece;NumeroPiece;TauxTVA;Nature1;Nature2;TypeTVA;DateEcheance;IdScanFacture;OrigineScanFacture;CodeRegion;SourceFileId;ApplicationSource
26/08/2026;0523;401050;0001;GX1690969F;CYF;Facture intragroupe City 00001;0,00001;STANDARD;21222,88;EUR;06/08/2026;0001S2608TJ92;;;;;06/08/2026;;;B00000003D;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0523;611000;0001;GX1690969F;CYF;SNF P55064 03 02 2026;0,00001;STANDARD;17685,73;EUR;06/08/2026;0001S2608TJ92;20,00;SOUS TRAITANTS;;;06/08/2026;;;B00000003D;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0523;445661;0001;GX1690969F;CYF;Facture intragroupe City 00001;0,00001;STANDARD;3537,15;EUR;06/08/2026;0001S2608TJ92;20,00;;;;06/08/2026;;;B00000003D;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;401050;0551;GX1744354W;CYF;Facture intragroupe City 00551;0,00001;STANDARD;1356,00;EUR;06/08/2026;0551R2608T902;;;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;611000;0551;GX1744354W;CYF;BC2305914 01 07 2026;3,00000;STANDARD;1130,00;EUR;06/08/2026;0551R2608T902;20,00;SOUS TRAITANTS;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;445661;0551;GX1744354W;CYF;Facture intragroupe City 00551;0,00001;STANDARD;226,00;EUR;06/08/2026;0551R2608T902;20,00;;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;401050;0551;GX1742970Y;CYF;Facture intragroupe City 00551;0,00001;STANDARD;3009,60;EUR;06/08/2026;0551R2608T903;;;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;611000;0551;GL0693378E;CYF;BC2309816 02 07 2026;1,00000;STANDARD;750,00;EUR;06/08/2026;0551R2608T903;20,00;S/T AUTRES  ENTRETIENS;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;611000;0551;GX1742970Y;CYF;BC2309816 02 07 2026;4,00000;STANDARD;1758,00;EUR;06/08/2026;0551R2608T903;20,00;SOUS TRAITANTS;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;445661;0551;GX1742970Y;CYF;Facture intragroupe City 00551;0,00001;STANDARD;501,60;EUR;06/08/2026;0551R2608T903;20,00;;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;401050;0551;GX1742973B;CYF;Facture intragroupe City 00551;0,00001;STANDARD;3009,60;EUR;06/08/2026;0551R2608T904;;;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;611000;0551;GL0693378E;CYF;BC2309831 02 07 2026;1,00000;STANDARD;750,00;EUR;06/08/2026;0551R2608T904;20,00;S/T AUTRES  ENTRETIENS;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;611000;0551;GX1742973B;CYF;BC2309831 02 07 2026;4,00000;STANDARD;1758,00;EUR;06/08/2026;0551R2608T904;20,00;SOUS TRAITANTS;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;445661;0551;GX1742973B;CYF;Facture intragroupe City 00551;0,00001;STANDARD;501,60;EUR;06/08/2026;0551R2608T904;20,00;;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;401050;0551;GL0007958T;CYF;Facture intragroupe City 00551;0,00001;STANDARD;1274,40;EUR;06/08/2026;0551R2608T910;;;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;611000;0551;GL0007958T;CYF;BC2351450 05 08 2026;0,00001;STANDARD;1062,00;EUR;06/08/2026;0551R2608T910;20,00;S/T AUTRES  ENTRETIENS;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;445661;0551;GL0007958T;CYF;Facture intragroupe City 00551;0,00001;STANDARD;212,40;EUR;06/08/2026;0551R2608T910;20,00;;;;06/08/2026;;;B00000002C;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
26/08/2026;0001;401050;0306;GX1756403M;CYF;Facture intragroupe City 00306;0,00001;STANDARD;968,38;EUR;06/08/2026;0306C2608T507;;;;;06/08/2026;;;B00000004E;HEF01_SRC_FACTURESFOURNISSEURS_070826-011125_ST_HEF01_639216618853673666_001;CITY
