SVD;20/08/2026;342;79572,04;79572,04;FAC02_SRC_FACTURESCLIENTS_200826-004640_ST_FAC02_639227836001961326_001;0
GCA;20/08/2026;1014;5613348,32;5613348,32;FAC02_SRC_FACTURESCLIENTS_200826-004640_ST_FAC02_639227836001961326_001;0
VTC;20/08/2026;7;26102,00;26102,00;FAC02_SRC_FACTURESCLIENTS_200826-004640_ST_FAC02_639227836001961326_001;0
IGP;20/08/2026;43;119545,31;119545,31;FAC02_SRC_FACTURESCLIENTS_200826-004640_ST_FAC02_639227836001961326_001;0
FAS;20/08/2026;87;274089,01;274089,01;FAC02_SRC_FACTURESCLIENTS_200826-004640_ST_FAC02_639227836001961326_001;0
RNE;20/08/2026;2;7153,51;7153,51;FAC02_SRC_FACTURESCLIENTS_200826-004640_ST_FAC02_639227836001961326_001;0
SVB;20/08/2026;8;-5461,12;-5461,12;FAC02_SRC_FACTURESCLIENTS_200826-004640_ST_FAC02_639227836001961326_001;0
