Date d'arrÃªtÃ© comptable;Code sociÃ©tÃ©;Compte local;Identifiant founisseur externe;TÃ¢che;Code folio amont;LibellÃ©;QuantitÃ©;Type;Montant;Devise;Date de la piÃšce;NumÃ©ro de piÃšce;Taux TVA;Nature1;Nature2;Type TVA;Date d'Ã©chÃ©ance;Id scan facture;Origine scan facture;Code rÃ©gion;Source file id;Application source
25/11/2025;0001;401050;24775-FRA59777;GL0526140L;CEG;FAC GAZGI148836 10239666791;0,000010;STANDARD;92767,180000;EUR;18/11/2025;10239666791;0,00;;WIRE;;18/11/2025;DS0001_EDF_191125_1.pdf;MAN;B00000003D;CEL01_SRC_FACTURESFOURNISSEURS_191125-200723_ST_CEL01_638991796432151175_001;CELERIS
25/11/2025;0001;602210;24775-FRA59777;GL0526140L;CEG;FAC GAZGI148836 10239666791;1113,607000;STANDARD;17182,960000;EUR;18/11/2025;10239666791;20,00;TICGN GAZ;WIRE;DED_20.00D;18/11/2025;DS0001_EDF_191125_1.pdf;MAN;B00000003D;CEL01_SRC_FACTURESFOURNISSEURS_191125-200723_ST_CEL01_638991796432151175_001;CELERIS
25/11/2025;0001;445660;24775-FRA59777;GL0526140L;CEG;FAC GAZGI148836 10239666791;0,000010;STANDARD;15461,200000;EUR;18/11/2025;10239666791;20,00;;WIRE;DED_20.00D;18/11/2025;DS0001_EDF_191125_1.pdf;MAN;B00000003D;CEL01_SRC_FACTURESFOURNISSEURS_191125-200723_ST_CEL01_638991796432151175_001;CELERIS
25/11/2025;0001;602210;24775-FRA59777;GL0526140L;CEG;FAC GAZGI148836 10239666791;1113,607000;STANDARD;48620,070000;EUR;18/11/2025;10239666791;20,00;DEBOURS P1 GAZ;WIRE;DED_20.00D;18/11/2025;DS0001_EDF_191125_1.pdf;MAN;B00000003D;CEL01_SRC_FACTURESFOURNISSEURS_191125-200723_ST_CEL01_638991796432151175_001;CELERIS
25/11/2025;0001;602210;24775-FRA59777;GL0526140L;CEG;FAC GAZGI148836 10239666791;1113,607000;STANDARD;1314,060000;EUR;18/11/2025;10239666791;20,00;DEBOURS P1 GAZ DISTRIBUTION;WIRE;DED_20.00D;18/11/2025;DS0001_EDF_191125_1.pdf;MAN;B00000003D;CEL01_SRC_FACTURESFOURNISSEURS_191125-200723_ST_CEL01_638991796432151175_001;CELERIS
25/11/2025;0001;602210;24775-FRA59777;GL0526140L;CEG;FAC GAZGI148836 10239666791;2,000000;STANDARD;1307,350000;EUR;18/11/2025;10239666791;20,00;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;18/11/2025;DS0001_EDF_191125_1.pdf;MAN;B00000003D;CEL01_SRC_FACTURESFOURNISSEURS_191125-200723_ST_CEL01_638991796432151175_001;CELERIS
25/11/2025;0001;602210;24775-FRA59777;GL0526140L;CEG;FAC GAZGI148836 10239666791;2,000000;STANDARD;260,870000;EUR;18/11/2025;10239666791;20,00;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;18/11/2025;DS0001_EDF_191125_1.pdf;MAN;B00000003D;CEL01_SRC_FACTURESFOURNISSEURS_191125-200723_ST_CEL01_638991796432151175_001;CELERIS
25/11/2025;0001;602210;24775-FRA59777;GL0526140L;CEG;FAC GAZGI148836 10239666791;2,000000;STANDARD;8620,670000;EUR;18/11/2025;10239666791;20,00;UC ACHAT GAZ;WIRE;DED_20.00D;18/11/2025;DS0001_EDF_191125_1.pdf;MAN;B00000003D;CEL01_SRC_FACTURESFOURNISSEURS_191125-200723_ST_CEL01_638991796432151175_001;CELERIS
