ID de facture Oracle
11550876
11583248
11592962
11652875
11685423
11685423
11685423
11689362
11695847
11695847
11695847
11723055
11723055
11723058
11723058
11732664
11737310
11737310
11740538
11744071
11755990
11756020
11756022
11756034
11756038
11756039
11756046
11756064
11756073
11756083
11756084
11756118
11756120
11756123
11756125
11756134
11756139
11756140
11756141
11756150
11756151
11756152
11756154
11756158
11756210
11756212
11756213
11756217
11756224
11756224
11756224
11756224
11756224
11756224
11756224
11756224
11756224
11756224
11756224
11756224
11756266
11756287
11756303
11756313
11756326
11756350
11756356
11756367
11756368
11756368
11756368
11756368
11756368
11756368
11756368
11756368
11756368
11756368
11756370
11756430
11756442
11756445
11756449
11756451
11756544
11756566
11757106
11757110
11757111
11757113
11757126
11757128
11757139
11757144
11757146
11757149
11757153
11757154
11757155
11757156
11757158
11757163
11757164
11757166
11757168
11757184
11757202
11757213
11757262
11757264
11757265
11757279
11757283
11757296
11757308
11757347
11757352
11757354
11757355
11757360
11757392
11757406
11757408
11757411
11757416
11757431
11757466
11757466
11757485
11757487
11757528
11757565
11757574
11757582
11757585
11757600
11757600
11757600
11757600
11757601
11757601
11757604
11757614
11757615
11757618
11757618
11757621
11757622
11757622
11757622
11757622
11757622
11757622
11757622
11757622
11757622
11757622
11757622
11757624
11757624
11757625
11757625
11757625
11757627
11757628
11757633
11757645
11757646
11757649
11757658
11757802
11757802
11757802
11764491
11764508
11764508
11764509
11774392
11774392
11777122
11777145
11777992
11778026
11778650
11778673
11782798
11783108
11786878
11787601
11790408
11793961
11793966
11793967
11794941
11795064
11797372
11797372
11801349
11808111
11808111
11808111
11812212
11812212
11815842
11815854
11815857
11815865
11815911
11815912
11815917
11815918
11815919
11815920
11815923
11815935
11815940
11815994
11816169
11816214
11816218
11816219
11816222
11816223
11816224
11816262
11816263
11816264
11816301
11816309
11816312
11816326
11816329
11816332
11816338
11816339
11816341
11816343
11816348
11816410
11816454
11816482
11816497
11816522
11816524
11816548
11816550
11816566
11816607
11816645
11817816
11817818
11817820
11817828
11817829
11817830
11817831
11817832
11817833
11817985
11818003
11818035
11818036
11818108
11818192
11818193
11818215
11818225
11818269
11818270
11818272
11818275
11818304
11818342
11818344
11818358
11818380
11818385
11818396
11818433
11818452
11818454
11818492
11818494
11818527
11818532
11818535
11818540
11818544
11818554
11818556
11818565
11818566
11818591
11818600
11818601
11818615
11818673
11818744
11818750
11818752
11818757
11818783
11818803
11818839
11818956
11818968
11818970
11818971
11819091
11819099
11819115
11819159
11819169
11819178
11819235
11819252
11819297
11819298
11819299
11819469
11819811
11819845
11819846
11820755
11820916
11827454
11830452
11838270
11839921
11840919
11842122
11847328
11848625
11852515
11855089
11855090
11855091
11855092
11861142
11861142
11862314
11862314
11862447
11862454
11862976
11872409
11876268
11877067
11877067
11881121
11887275
11887275
11887283
11887285
11887286
11887730
11887730
11887730
11889441
11891098
11894956
11895252
11896449
11897731
11899868
11899873
11899873
11903615
11905974
11906073
11906471
