CEE;07/08/2026;61;214032,420000;214032,420000;CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001;0
CEG;07/08/2026;33;69041,310000;69041,310000;CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001;0
CEC;07/08/2026;3;108529,850000;108529,850000;CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001;0
