Date arrêté comptable;Code société;Compte local;ID fournisseur externe;Code tâche;Code folio;Libellé;Quantité;Type;Montant;Devise;Date de pièce comptable;Numéro de pièce;Taux de TVA;Nature1;Nature2;Type de TVA;Date d'échéance;ID scan facture;Origine scan facture;Code région
26/08/2026;0001;602210;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;0,17100;STANDARD;5,660000;EUR;06/07/2026;10255675642;20,000;DEBOURS P1 GAZ;WIRE;DED_20.00D;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;1,00000;STANDARD;2,020000;EUR;06/07/2026;10255675642;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;0,17100;STANDARD;2,800000;EUR;06/07/2026;10255675642;20,000;TICGN GAZ;WIRE;DED_20.00D;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;1,00000;STANDARD;8,720000;EUR;06/07/2026;10255675642;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;0,17100;STANDARD;2,070000;EUR;06/07/2026;10255675642;20,000;DEBOURS P1 GAZ DISTRIBUTION;WIRE;DED_20.00D;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;0,17100;STANDARD;1,780000;EUR;06/07/2026;10255675642;20,000;DEBOURS P1 CEE TIERS;WIRE;DED_20.00D;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;0,17100;STANDARD;0,070000;EUR;06/07/2026;10255675642;20,000;GAZ - MECANISME CPB;WIRE;DED_20.00D;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
26/08/2026;0001;445660;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;0,00001;STANDARD;22,210000;EUR;06/07/2026;10255675642;20,000;;WIRE;DED_20.00D;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
26/08/2026;0001;401050;24775-FRA69466;GL0862236N;CEG;FAC GAZ19796237274865 10257784735  2093213198;0,00001;STANDARD;50,590000;EUR;06/08/2026;10257784735;;;EFT;;06/08/2026;EDF_10257784735.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862236N;CEG;FAC GAZ19796237274865 10257784735  2093213198;2,00000;STANDARD;38,380000;EUR;06/08/2026;10257784735;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/08/2026;EDF_10257784735.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862236N;CEG;FAC GAZ19796237274865 10257784735  2093213198;1,00000;STANDARD;3,780000;EUR;06/08/2026;10257784735;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/08/2026;EDF_10257784735.pdf;MAN;B00000008J
26/08/2026;0001;445660;24775-FRA69466;GL0862236N;CEG;FAC GAZ19796237274865 10257784735  2093213198;0,00001;STANDARD;8,430000;EUR;06/08/2026;10257784735;20,000;;EFT;DED_20.00D;06/08/2026;EDF_10257784735.pdf;MAN;B00000008J
26/08/2026;0001;401100;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410100324 215602FA  135129;0,00001;STANDARD;14761,320000;EUR;20/07/2026;215602FA;;;EFT;;20/07/2026;DE0001_ALSEN_040826_1.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410100324 215602FA  135129;112,37900;STANDARD;6468,730000;EUR;20/07/2026;215602FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_1.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410100324 215602FA  135129;1,00000;STANDARD;143,080000;EUR;20/07/2026;215602FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_1.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410100324 215602FA  135129;112,37900;STANDARD;2987,030000;EUR;20/07/2026;215602FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_1.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410100324 215602FA  135129;3,00000;STANDARD;953,870000;EUR;20/07/2026;215602FA;20,000;DEBOURS P1 ELEC TURPE PF;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_1.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410100324 215602FA  135129;159,37900;STANDARD;965,110000;EUR;20/07/2026;215602FA;20,000;DEBOURS P1 ELEC TURPE PV;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_1.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410100324 215602FA  135129;112,37900;STANDARD;783,280000;EUR;20/07/2026;215602FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_1.pdf;MAN;B00000007H
26/08/2026;0001;445660;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410100324 215602FA  135129;0,00001;STANDARD;2460,220000;EUR;20/07/2026;215602FA;20,000;;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_1.pdf;MAN;B00000007H
26/08/2026;0001;401050;24775-FRA69466;GL0862236N;CEG;FAC GAZ19796237274865 10255675656  2093213198;0,00001;STANDARD;48,640000;EUR;06/07/2026;10255675656;;;EFT;;06/07/2026;EDF_10255675656.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862236N;CEG;FAC GAZ19796237274865 10255675656  2093213198;2,00000;STANDARD;36,620000;EUR;06/07/2026;10255675656;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/07/2026;EDF_10255675656.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862236N;CEG;FAC GAZ19796237274865 10255675656  2093213198;1,00000;STANDARD;3,910000;EUR;06/07/2026;10255675656;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/07/2026;EDF_10255675656.pdf;MAN;B00000008J
26/08/2026;0001;445660;24775-FRA69466;GL0862236N;CEG;FAC GAZ19796237274865 10255675656  2093213198;0,00001;STANDARD;8,110000;EUR;06/07/2026;10255675656;20,000;;EFT;DED_20.00D;06/07/2026;EDF_10255675656.pdf;MAN;B00000008J
26/08/2026;0001;401050;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10257784916  2842495506;0,00001;STANDARD;206,470000;EUR;06/08/2026;10257784916;;;EFT;;06/08/2026;EDF_10257784916.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10257784916  2842495506;2,00000;STANDARD;114,240000;EUR;06/08/2026;10257784916;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/08/2026;EDF_10257784916.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10257784916  2842495506;1,00000;STANDARD;3,780000;EUR;06/08/2026;10257784916;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/08/2026;EDF_10257784916.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10257784916  2842495506;1,00000;STANDARD;54,040000;EUR;06/08/2026;10257784916;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/08/2026;EDF_10257784916.pdf;MAN;B00000008J
26/08/2026;0001;445660;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10257784916  2842495506;0,00001;STANDARD;34,410000;EUR;06/08/2026;10257784916;20,000;;EFT;DED_20.00D;06/08/2026;EDF_10257784916.pdf;MAN;B00000008J
26/08/2026;0001;401050;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10255675781  2842495506;0,00001;STANDARD;204,520000;EUR;06/07/2026;10255675781;;;EFT;;06/07/2026;EDF_10255675781.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10255675781  2842495506;2,00000;STANDARD;112,480000;EUR;06/07/2026;10255675781;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/07/2026;EDF_10255675781.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10255675781  2842495506;1,00000;STANDARD;3,910000;EUR;06/07/2026;10255675781;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/07/2026;EDF_10255675781.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10255675781  2842495506;1,00000;STANDARD;54,040000;EUR;06/07/2026;10255675781;20,000;DEBOURS P1 GAZ PARTIES FIXES;EFT;DED_20.00D;06/07/2026;EDF_10255675781.pdf;MAN;B00000008J
26/08/2026;0001;445660;24775-FRA69466;GL0862361F;CEG;FAC GAZ19759478959807 10255675781  2842495506;0,00001;STANDARD;34,090000;EUR;06/07/2026;10255675781;20,000;;EFT;DED_20.00D;06/07/2026;EDF_10255675781.pdf;MAN;B00000008J
26/08/2026;0001;401100;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410401259 215399FA  135149;0,00001;STANDARD;874,570000;EUR;20/07/2026;215399FA;;;EFT;;20/07/2026;DE0001_ALSEN_040826_2.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410401259 215399FA  135149;5,12600;STANDARD;305,940000;EUR;20/07/2026;215399FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_2.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410401259 215399FA  135149;1,00000;STANDARD;20,210000;EUR;20/07/2026;215399FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_2.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410401259 215399FA  135149;5,12600;STANDARD;136,250000;EUR;20/07/2026;215399FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_2.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410401259 215399FA  135149;3,00000;STANDARD;134,750000;EUR;20/07/2026;215399FA;20,000;DEBOURS P1 ELEC TURPE PF;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_2.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410401259 215399FA  135149;5,12600;STANDARD;95,930000;EUR;20/07/2026;215399FA;20,000;DEBOURS P1 ELEC TURPE PV;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_2.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410401259 215399FA  135149;5,12600;STANDARD;35,730000;EUR;20/07/2026;215399FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_2.pdf;MAN;B00000007H
26/08/2026;0001;445660;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410401259 215399FA  135149;0,00001;STANDARD;145,760000;EUR;20/07/2026;215399FA;20,000;;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_2.pdf;MAN;B00000007H
26/08/2026;0001;401100;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410407866 215388FA  135264;0,00001;STANDARD;138,610000;EUR;20/07/2026;215388FA;;;EFT;;20/07/2026;DE0001_ALSEN_040826_3.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410407866 215388FA  135264;0,04500;STANDARD;2,660000;EUR;20/07/2026;215388FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_3.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410407866 215388FA  135264;1,00000;STANDARD;14,410000;EUR;20/07/2026;215388FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_3.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410407866 215388FA  135264;0,04500;STANDARD;1,200000;EUR;20/07/2026;215388FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_3.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410407866 215388FA  135264;3,00000;STANDARD;96,060000;EUR;20/07/2026;215388FA;20,000;DEBOURS P1 ELEC TURPE PF;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_3.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410407866 215388FA  135264;0,04500;STANDARD;0,870000;EUR;20/07/2026;215388FA;20,000;DEBOURS P1 ELEC TURPE PV;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_3.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410407866 215388FA  135264;0,04500;STANDARD;0,310000;EUR;20/07/2026;215388FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_3.pdf;MAN;B00000007H
26/08/2026;0001;445660;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410407866 215388FA  135264;0,00001;STANDARD;23,100000;EUR;20/07/2026;215388FA;20,000;;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_3.pdf;MAN;B00000007H
26/08/2026;0001;401100;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410659401 215401FA  135153;0,00001;STANDARD;858,170000;EUR;20/07/2026;215401FA;;;EFT;;20/07/2026;DE0001_ALSEN_040826_4.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410659401 215401FA  135153;4,99100;STANDARD;298,800000;EUR;20/07/2026;215401FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_4.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410659401 215401FA  135153;1,00000;STANDARD;20,210000;EUR;20/07/2026;215401FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_4.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410659401 215401FA  135153;4,99100;STANDARD;132,660000;EUR;20/07/2026;215401FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_4.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410659401 215401FA  135153;3,00000;STANDARD;134,750000;EUR;20/07/2026;215401FA;20,000;DEBOURS P1 ELEC TURPE PF;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_4.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410659401 215401FA  135153;4,99100;STANDARD;93,930000;EUR;20/07/2026;215401FA;20,000;DEBOURS P1 ELEC TURPE PV;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_4.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410659401 215401FA  135153;4,99100;STANDARD;34,790000;EUR;20/07/2026;215401FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_4.pdf;MAN;B00000007H
26/08/2026;0001;445660;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410659401 215401FA  135153;0,00001;STANDARD;143,030000;EUR;20/07/2026;215401FA;20,000;;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_4.pdf;MAN;B00000007H
26/08/2026;0001;401100;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410733991 215403FA  135155;0,00001;STANDARD;2560,640000;EUR;20/07/2026;215403FA;;;EFT;;20/07/2026;DE0001_ALSEN_040826_5.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410733991 215403FA  135155;15,53200;STANDARD;921,640000;EUR;20/07/2026;215403FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_5.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410733991 215403FA  135155;1,00000;STANDARD;52,640000;EUR;20/07/2026;215403FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_5.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410733991 215403FA  135155;15,53200;STANDARD;412,840000;EUR;20/07/2026;215403FA;20,000;DEBOURS P1 ELEC TAXES;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_5.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410733991 215403FA  135155;3,00000;STANDARD;350,900000;EUR;20/07/2026;215403FA;20,000;DEBOURS P1 ELEC TURPE PF;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_5.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410733991 215403FA  135155;15,53200;STANDARD;287,590000;EUR;20/07/2026;215403FA;20,000;DEBOURS P1 ELEC TURPE PV;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_5.pdf;MAN;B00000007H
26/08/2026;0001;606103;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410733991 215403FA  135155;15,53200;STANDARD;108,260000;EUR;20/07/2026;215403FA;20,000;DEBOURS P1 ELECTRICITE;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_5.pdf;MAN;B00000007H
26/08/2026;0001;445660;S00078801-FRA67140;GL0018812C;CEE;FAC 30002410733991 215403FA  135155;0,00001;STANDARD;426,770000;EUR;20/07/2026;215403FA;20,000;;EFT;DED_20.00D;20/07/2026;DE0001_ALSEN_040826_5.pdf;MAN;B00000007H
26/08/2026;0001;401100;18288-FRA14000;GL0036425S;CEC;FAC CHA 1069940452 C16JG000585 ;0,00001;STANDARD;38503,830000;EUR;31/07/2026;1069940452;;;WIRE;;31/07/2026;DSW0001-1069940452.pdf;MAN;B00000003D
26/08/2026;0001;606100;18288-FRA14000;GL0036425S;CEC;FAC CHA 1069940452 C16JG000585 ;63327,00000;STANDARD;19038,150000;EUR;31/07/2026;1069940452;5,500;ACHAT D'EAU;WIRE;DED_05.50D;31/07/2026;DSW0001-1069940452.pdf;MAN;B00000003D
26/08/2026;0001;606100;18288-FRA14000;GL0036425S;CEC;FAC CHA 1069940452 C16JG000585 ;31238,00000;STANDARD;16744,160000;EUR;31/07/2026;1069940452;10,000;ACHAT D'EAU;WIRE;DED_10.00D;31/07/2026;DSW0001-1069940452.pdf;MAN;B00000003D
26/08/2026;0001;445660;18288-FRA14000;GL0036425S;CEC;FAC CHA 1069940452 C16JG000585 ;0,00001;STANDARD;1047,100000;EUR;31/07/2026;1069940452;5,500;;WIRE;DED_05.50D;31/07/2026;DSW0001-1069940452.pdf;MAN;B00000003D
26/08/2026;0001;445660;18288-FRA14000;GL0036425S;CEC;FAC CHA 1069940452 C16JG000585 ;0,00001;STANDARD;1674,420000;EUR;31/07/2026;1069940452;10,000;;WIRE;DED_10.00D;31/07/2026;DSW0001-1069940452.pdf;MAN;B00000003D
