Date arrêté comptable;Code société;Compte local;ID fournisseur externe;Code tâche;Code folio;Libellé;Quantité;Type;Montant;Devise;Date de pièce comptable;Numéro de pièce;Taux de TVA;Nature1;Nature2;Type de TVA;Date d'échéance;ID scan facture;Origine scan facture;Code région
26/08/2026;0205;401050;65796-FRA13592-A;GL0030487V;CEE;FAC 51327 100005430012  ;0,00001;STANDARD;192,960000;EUR;04/08/2026;100005430012;;;WIRE;;04/08/2026;DE0205_ENEDIS_070826_1.pdf;MAN;B00000007H
26/08/2026;0205;606103;65796-FRA13592-A;GL0030487V;CEE;FAC 51327 100005430012  ;2,00000;STANDARD;76,180000;EUR;04/08/2026;100005430012;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;04/08/2026;DE0205_ENEDIS_070826_1.pdf;MAN;B00000007H
26/08/2026;0205;606103;65796-FRA13592-A;GL0030487V;CEE;FAC 51327 100005430012  ;1,00000;STANDARD;84,620000;EUR;04/08/2026;100005430012;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;04/08/2026;DE0205_ENEDIS_070826_1.pdf;MAN;B00000007H
26/08/2026;0205;445660;65796-FRA13592-A;GL0030487V;CEE;FAC 51327 100005430012  ;0,00001;STANDARD;32,160000;EUR;04/08/2026;100005430012;20,000;;WIRE;DED_20.00D;04/08/2026;DE0205_ENEDIS_070826_1.pdf;MAN;B00000007H
26/08/2026;0378;401050;65796-FRA13592-A;GL0220323S;CEE;FAC 595365 100005502470 595365 ;0,00001;STANDARD;93,520000;EUR;06/08/2026;100005502470;;;WIRE;;06/08/2026;DE0378_ENEDIS_070826_1.pdf;MAN;B00000007H
26/08/2026;0378;606103;65796-FRA13592-A;GL0220323S;CEE;FAC 595365 100005502470 595365 ;2,00000;STANDARD;76,180000;EUR;06/08/2026;100005502470;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;06/08/2026;DE0378_ENEDIS_070826_1.pdf;MAN;B00000007H
26/08/2026;0378;606103;65796-FRA13592-A;GL0220323S;CEE;FAC 595365 100005502470 595365 ;1,00000;STANDARD;1,750000;EUR;06/08/2026;100005502470;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;06/08/2026;DE0378_ENEDIS_070826_1.pdf;MAN;B00000007H
26/08/2026;0378;445660;65796-FRA13592-A;GL0220323S;CEE;FAC 595365 100005502470 595365 ;0,00001;STANDARD;15,590000;EUR;06/08/2026;100005502470;20,000;;WIRE;DED_20.00D;06/08/2026;DE0378_ENEDIS_070826_1.pdf;MAN;B00000007H
26/08/2026;0001;401050;65796-FRA13592-A;GL0032223S;CEE;FAC 30002585231617 100005354669  ;0,00001;STANDARD;187,970000;EUR;02/07/2026;100005354669;;;WIRE;;02/07/2026;DE0001_ENEDIS2_070826_1.pdf;MAN;B00000007H
26/08/2026;0001;606103;65796-FRA13592-A;GL0032223S;CEE;FAC 30002585231617 100005354669  ;2,00000;STANDARD;72,020000;EUR;02/07/2026;100005354669;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;02/07/2026;DE0001_ENEDIS2_070826_1.pdf;MAN;B00000007H
26/08/2026;0001;606103;65796-FRA13592-A;GL0032223S;CEE;FAC 30002585231617 100005354669  ;1,00000;STANDARD;84,620000;EUR;02/07/2026;100005354669;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;02/07/2026;DE0001_ENEDIS2_070826_1.pdf;MAN;B00000007H
26/08/2026;0001;445660;65796-FRA13592-A;GL0032223S;CEE;FAC 30002585231617 100005354669  ;0,00001;STANDARD;31,330000;EUR;02/07/2026;100005354669;20,000;;WIRE;DED_20.00D;02/07/2026;DE0001_ENEDIS2_070826_1.pdf;MAN;B00000007H
26/08/2026;0001;401050;24775-FRA69466;GL0066141K;CEE;FAC RTE0000516564 10257762644  6744083201;0,00001;STANDARD;151,240000;EUR;06/08/2026;10257762644;;;WIRE;;06/08/2026;EDF_10257762644.pdf;MAN;B00000008J
26/08/2026;0001;606103;24775-FRA69466;GL0066141K;CEE;FAC RTE0000516564 10257762644  6744083201;2,37900;STANDARD;122,600000;EUR;06/08/2026;10257762644;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;06/08/2026;EDF_10257762644.pdf;MAN;B00000008J
26/08/2026;0001;606103;24775-FRA69466;GL0066141K;CEE;FAC RTE0000516564 10257762644  6744083201;1,14200;STANDARD;3,430000;EUR;06/08/2026;10257762644;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;06/08/2026;EDF_10257762644.pdf;MAN;B00000008J
26/08/2026;0001;445660;24775-FRA69466;GL0066141K;CEE;FAC RTE0000516564 10257762644  6744083201;0,00001;STANDARD;25,210000;EUR;06/08/2026;10257762644;20,000;;WIRE;DED_20.00D;06/08/2026;EDF_10257762644.pdf;MAN;B00000008J
26/08/2026;0378;401050;24775-FRA69461-B;GL0220326W;CEE;FAC RTE0000517376 10257762660 1950586563 7795153399;0,00001;STANDARD;829,600000;EUR;06/08/2026;10257762660;;;WIRE;;06/08/2026;EDF_10257762660.pdf;MAN;B00000007H
26/08/2026;0378;606103;24775-FRA69461-B;GL0220326W;CEE;FAC RTE0000517376 10257762660 1950586563 7795153399;10,71500;STANDARD;551,780000;EUR;06/08/2026;10257762660;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;06/08/2026;EDF_10257762660.pdf;MAN;B00000007H
26/08/2026;0378;606103;24775-FRA69461-B;GL0220326W;CEE;FAC RTE0000517376 10257762660 1950586563 7795153399;5,25000;STANDARD;139,550000;EUR;06/08/2026;10257762660;20,000;ACHAT ELECTRICITE P2;WIRE;DED_20.00D;06/08/2026;EDF_10257762660.pdf;MAN;B00000007H
26/08/2026;0378;445660;24775-FRA69461-B;GL0220326W;CEE;FAC RTE0000517376 10257762660 1950586563 7795153399;0,00001;STANDARD;138,270000;EUR;06/08/2026;10257762660;20,000;;WIRE;DED_20.00D;06/08/2026;EDF_10257762660.pdf;MAN;B00000007H
26/08/2026;0001;401050;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;0,00001;STANDARD;133,240000;EUR;06/07/2026;10255675642;;;WIRE;;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
26/08/2026;0001;602210;24775-FRA69466;GL0746820J;CEG;FAC GAZ19434298047061 10255675642  2085301723;2,00000;STANDARD;87,910000;EUR;06/07/2026;10255675642;20,000;DEBOURS P1 GAZ PARTIES FIXES;WIRE;DED_20.00D;06/07/2026;EDF_10255675642.pdf;MAN;B00000008J
