GAZ;04/08/2026;334;104872,19;104872,19;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;0
HAC;04/08/2026;9;29698,37;29698,37;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;0
ING;04/08/2026;195;1759636,60;1759636,60;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;0
