"Folio";"Numero Piece";"Date Piece";"Montant Fichier";"Montant Oracle";"Montant Interface";"Statut"
"ING";"0551R26071432";"01/07/2026";"1601,62";"1601,62";"1601,62";"INTEGREE"
"ING";"0551R26071512";"01/07/2026";"611,21";"611,21";"611,21";"INTEGREE"
"ING";"0551R26071508";"01/07/2026";"733,57";"733,57";"733,57";"INTEGREE"
"ING";"0551R26071525";"01/07/2026";"1184,87";"1184,87";"1184,87";"INTEGREE"
"ING";"0551R26071515";"01/07/2026";"7450,48";"7450,48";"7450,48";"INTEGREE"
"ING";"0551R26071513";"01/07/2026";"3729,42";"3729,42";"3729,42";"INTEGREE"
"ING";"0551R26071367";"01/07/2026";"1059,66";"1059,66";"1059,66";"INTEGREE"
"ING";"0551R26071368";"01/07/2026";"4326";"4326";"4326";"INTEGREE"
"ING";"0551R26071503";"01/07/2026";"1163,7";"1163,7";"1163,7";"INTEGREE"
"ING";"0551R26071472";"01/07/2026";"662,5";"662,5";"662,5";"INTEGREE"
"ING";"0551R26071473";"01/07/2026";"1041,43";"1041,43";"1041,43";"INTEGREE"
"ING";"0551R26071474";"01/07/2026";"2700,14";"2700,14";"2700,14";"INTEGREE"
"GAZ";"0688K2607WXR2";"01/07/2026";"196,91";"196,91";"196,91";"INTEGREE"
"ING";"0551R26071443";"01/07/2026";"448,06";"448,06";"448,06";"INTEGREE"
"ING";"0551R26071527";"01/07/2026";"951,72";"951,72";"951,72";"INTEGREE"
"ING";"0551R26071381";"01/07/2026";"197,76";"197,76";"197,76";"INTEGREE"
"ING";"0551R26071554";"01/07/2026";"1595,36";"1595,36";"1595,36";"INTEGREE"
"GAZ";"0688K2607WXX4";"01/07/2026";"280,89";"280,89";"280,89";"INTEGREE"
"ING";"0551R26071548";"01/07/2026";"1762,33";"1762,33";"1762,33";"INTEGREE"
"ING";"0551R26071356";"01/07/2026";"4481,4";"4481,4";"4481,4";"INTEGREE"
"GAZ";"0688K2607WXP7";"01/07/2026";"679,08";"679,08";"679,08";"INTEGREE"
"GAZ";"0688K2607WXX9";"01/07/2026";"213,6";"213,6";"213,6";"INTEGREE"
"GAZ";"0688K2607WXQ0";"01/07/2026";"407,33";"407,33";"407,33";"INTEGREE"
"GAZ";"0688K2607WXY9";"01/07/2026";"90,16";"90,16";"90,16";"INTEGREE"
"ING";"0551R26071387";"01/07/2026";"222,02";"222,02";"222,02";"INTEGREE"
"ING";"0551R26071427";"01/07/2026";"310,5";"310,5";"310,5";"INTEGREE"
"ING";"0551R26071428";"01/07/2026";"264,5";"264,5";"264,5";"INTEGREE"
"ING";"0551R26071429";"01/07/2026";"195,29";"195,29";"195,29";"INTEGREE"
"ING";"0551R26071430";"01/07/2026";"290,46";"290,46";"290,46";"INTEGREE"
"ING";"0551R26071431";"01/07/2026";"409,74";"409,74";"409,74";"INTEGREE"
"ING";"0551R26071341";"01/07/2026";"2351,39";"2351,39";"2351,39";"INTEGREE"
"GAZ";"0688K2607WXK1";"01/07/2026";"54,83";"54,83";"54,83";"INTEGREE"
"GAZ";"0688K2607WXK0";"01/07/2026";"222,92";"222,92";"222,92";"INTEGREE"
"ING";"0551R26071551";"01/07/2026";"3083,1";"3083,1";"3083,1";"INTEGREE"
"ING";"0001S2607VMM2";"01/07/2026";"15,8";"15,8";"15,8";"INTEGREE"
"ING";"0346S26072656";"01/07/2026";"48779,74";"48779,74";"48779,74";"INTEGREE"
"GAZ";"0688K2607WXH2";"01/07/2026";"120,24";"120,24";"120,24";"INTEGREE"
"ING";"0551R26071385";"01/07/2026";"3870,01";"3870,01";"3870,01";"INTEGREE"
"GAZ";"0688K2607WWR2";"01/07/2026";"302,49";"302,49";"302,49";"INTEGREE"
"GAZ";"0688K2607WXT4";"01/07/2026";"79,48";"79,48";"79,48";"INTEGREE"
"GAZ";"0688K2607WXE7";"01/07/2026";"494,99";"494,99";"494,99";"INTEGREE"
"GAZ";"0688K2607WXE6";"01/07/2026";"1989,97";"1989,97";"1989,97";"INTEGREE"
"ING";"0551R26071436";"01/07/2026";"1333,96";"1333,96";"1333,96";"INTEGREE"
"ING";"0551R26071451";"01/07/2026";"1092,83";"1092,83";"1092,83";"INTEGREE"
"ING";"0105S26073510";"01/07/2026";"1,99";"1,99";"1,99";"INTEGREE"
"ING";"0551R26071549";"01/07/2026";"97,2";"97,2";"97,2";"INTEGREE"
"ING";"0001M2607WLW6";"01/07/2026";"220,38";"220,38";"220,38";"INTEGREE"
"ING";"0001M2607WLW7";"01/07/2026";"1675,92";"1675,92";"1675,92";"INTEGREE"
"ING";"0001M2607WLW5";"01/07/2026";"18006,9";"18006,9";"18006,9";"INTEGREE"
"GAZ";"0688K2607WXB6";"01/07/2026";"235,98";"235,98";"235,98";"INTEGREE"
"ING";"0001M2607UUN9";"01/07/2026";"350";"350";"350";"INTEGREE"
"GAZ";"0688K2607WXX1";"01/07/2026";"35,08";"35,08";"35,08";"INTEGREE"
"ING";"0001L2607XEM1";"01/07/2026";"12300,5";"12300,5";"12300,5";"INTEGREE"
"ING";"0551R26071424";"01/07/2026";"1483,2";"1483,2";"1483,2";"INTEGREE"
"ING";"0551R26071550";"01/07/2026";"6318,54";"6318,54";"6318,54";"INTEGREE"
"ING";"0450C26070437";"01/07/2026";"49,57";"49,57";"49,57";"INTEGREE"
"ING";"0450C26070438";"01/07/2026";"1503,19";"1503,19";"1503,19";"INTEGREE"
"ING";"0450C26070439";"01/07/2026";"1488,67";"1488,67";"1488,67";"INTEGREE"
"ING";"0450C26070440";"01/07/2026";"1427,6";"1427,6";"1427,6";"INTEGREE"
"ING";"0450C26070441";"01/07/2026";"487,54";"487,54";"487,54";"INTEGREE"
"ING";"0450C26070442";"01/07/2026";"1732,51";"1732,51";"1732,51";"INTEGREE"
"ING";"0450C26070443";"01/07/2026";"733,07";"733,07";"733,07";"INTEGREE"
"ING";"0450C26070444";"01/07/2026";"1126,3";"1126,3";"1126,3";"INTEGREE"
"ING";"0450C26070389";"01/07/2026";"448,59";"448,59";"448,59";"INTEGREE"
"ING";"0450C26070390";"01/07/2026";"370,76";"370,76";"370,76";"INTEGREE"
"ING";"0450C26070391";"01/07/2026";"870,68";"870,68";"870,68";"INTEGREE"
"ING";"0450C26070392";"01/07/2026";"991,09";"991,09";"991,09";"INTEGREE"
"ING";"0450C26070393";"01/07/2026";"650,28";"650,28";"650,28";"INTEGREE"
"ING";"0450C26070394";"01/07/2026";"276,4";"276,4";"276,4";"INTEGREE"
"ING";"0450C26070395";"01/07/2026";"324,62";"324,62";"324,62";"INTEGREE"
"ING";"0450C26070396";"01/07/2026";"811,04";"811,04";"811,04";"INTEGREE"
"ING";"0450C26070405";"01/07/2026";"175,28";"175,28";"175,28";"INTEGREE"
"ING";"0450C26070406";"01/07/2026";"283,14";"283,14";"283,14";"INTEGREE"
"ING";"0450C26070407";"01/07/2026";"1083,88";"1083,88";"1083,88";"INTEGREE"
"ING";"0450C26070408";"01/07/2026";"752,78";"752,78";"752,78";"INTEGREE"
"ING";"0450C26070409";"01/07/2026";"774,77";"774,77";"774,77";"INTEGREE"
"ING";"0450C26070410";"01/07/2026";"283,14";"283,14";"283,14";"INTEGREE"
"ING";"0450C26070412";"01/07/2026";"269,66";"269,66";"269,66";"INTEGREE"
"ING";"0693C26073183";"01/07/2026";"34897,21";"34897,21";"34897,21";"INTEGREE"
"GAZ";"0688K2607WWN9";"01/07/2026";"736,21";"736,21";"736,21";"INTEGREE"
"GAZ";"0688K2607WWP0";"01/07/2026";"152,47";"152,47";"152,47";"INTEGREE"
"ING";"0551R26071475";"01/07/2026";"2972,17";"2972,17";"2972,17";"INTEGREE"
"GAZ";"0688K2607WXY6";"01/07/2026";"306,3";"306,3";"306,3";"INTEGREE"
"ING";"0551R26071478";"01/07/2026";"618";"618";"618";"INTEGREE"
"GAZ";"0688K2607WWU8";"01/07/2026";"128,53";"128,53";"128,53";"INTEGREE"
"GAZ";"0688K2607WWU6";"01/07/2026";"722,17";"722,17";"722,17";"INTEGREE"
"GAZ";"0688K2607WWU7";"01/07/2026";"44,06";"44,06";"44,06";"INTEGREE"
"GAZ";"0688K2607WWU0";"01/07/2026";"60,84";"60,84";"60,84";"INTEGREE"
"GAZ";"0688K2607WWU5";"01/07/2026";"15,1";"15,1";"15,1";"INTEGREE"
"GAZ";"0688K2607WWU4";"01/07/2026";"38,29";"38,29";"38,29";"INTEGREE"
"GAZ";"0688K2607WWU1";"01/07/2026";"81,19";"81,19";"81,19";"INTEGREE"
"GAZ";"0688K2607WWU3";"01/07/2026";"426,91";"426,91";"426,91";"INTEGREE"
"GAZ";"0688K2607WXW0";"01/07/2026";"242,72";"242,72";"242,72";"INTEGREE"
"ING";"0034L26070679";"01/07/2026";"1533,52";"1533,52";"1533,52";"INTEGREE"
"GAZ";"0688K2607WXE0";"01/07/2026";"331,69";"331,69";"331,69";"INTEGREE"
"GAZ";"0688K2607WXD7";"01/07/2026";"1315,47";"1315,47";"1315,47";"INTEGREE"
"GAZ";"0688K2607WXD6";"01/07/2026";"1367,31";"1367,31";"1367,31";"INTEGREE"
"GAZ";"0688K2607WXM9";"01/07/2026";"214,37";"214,37";"214,37";"INTEGREE"
"GAZ";"0688K2607WXJ2";"01/07/2026";"54,71";"54,71";"54,71";"INTEGREE"
"GAZ";"0688K2607WWV2";"01/07/2026";"1373,13";"1373,13";"1373,13";"INTEGREE"
"GAZ";"0688K2607WWP3";"01/07/2026";"135,13";"135,13";"135,13";"INTEGREE"
"GAZ";"0688K2607WWV8";"01/07/2026";"128,9";"128,9";"128,9";"INTEGREE"
"GAZ";"0688K2607WXJ1";"01/07/2026";"91,71";"91,71";"91,71";"INTEGREE"
"GAZ";"0688K2607WXY7";"01/07/2026";"1012,23";"1012,23";"1012,23";"INTEGREE"
"GAZ";"0688K2607WXR3";"01/07/2026";"103,6";"103,6";"103,6";"INTEGREE"
"GAZ";"0688K2607WXU1";"01/07/2026";"528,24";"528,24";"528,24";"INTEGREE"
"GAZ";"0688K2607WXK9";"01/07/2026";"18,69";"18,69";"18,69";"INTEGREE"
"ING";"0551R26071437";"01/07/2026";"2895,64";"2895,64";"2895,64";"INTEGREE"
"ING";"0551R26071435";"01/07/2026";"2317,5";"2317,5";"2317,5";"INTEGREE"
"ING";"0551R26071458";"01/07/2026";"1960,2";"1960,2";"1960,2";"INTEGREE"
"ING";"0551R26071425";"01/07/2026";"648,9";"648,9";"648,9";"INTEGREE"
"ING";"0551R26071426";"01/07/2026";"139,06";"139,06";"139,06";"INTEGREE"
"ING";"0511N26070388";"01/07/2026";"5587,7";"5587,7";"5587,7";"INTEGREE"
"ING";"0501M26070008";"01/07/2026";"258850,5";"258850,5";"258850,5";"INTEGREE"
"ING";"0551R26071384";"01/07/2026";"22153,2";"22153,2";"22153,2";"INTEGREE"
"ING";"0551R26071461";"01/07/2026";"1286,23";"1286,23";"1286,23";"INTEGREE"
"GAZ";"0688K2607WXV9";"01/07/2026";"851,9";"851,9";"851,9";"INTEGREE"
"ING";"0551R26071529";"01/07/2026";"1120,2";"1120,2";"1120,2";"INTEGREE"
"GAZ";"0688K2607WXP6";"01/07/2026";"15,95";"15,95";"15,95";"INTEGREE"
"GAZ";"0688K2607WXX6";"01/07/2026";"532,03";"532,03";"532,03";"INTEGREE"
"GAZ";"0688K2607WXT6";"01/07/2026";"1636,21";"1636,21";"1636,21";"INTEGREE"
"GAZ";"0688K2607WXX8";"01/07/2026";"912,91";"912,91";"912,91";"INTEGREE"
"GAZ";"0688K2607WXR0";"01/07/2026";"891,9";"891,9";"891,9";"INTEGREE"
"GAZ";"0688K2607WWW6";"01/07/2026";"1026,82";"1026,82";"1026,82";"INTEGREE"
"GAZ";"0688K2607WWW4";"01/07/2026";"917,63";"917,63";"917,63";"INTEGREE"
"GAZ";"0688K2607WXJ3";"01/07/2026";"552,16";"552,16";"552,16";"INTEGREE"
"GAZ";"0688K2607WWQ1";"01/07/2026";"23,8";"23,8";"23,8";"INTEGREE"
"GAZ";"0688K2607WWQ3";"01/07/2026";"1028,87";"1028,87";"1028,87";"INTEGREE"
"GAZ";"0688K2607WXG6";"01/07/2026";"48,83";"48,83";"48,83";"INTEGREE"
"GAZ";"0688K2607WXD0";"01/07/2026";"2528";"2528";"2528";"INTEGREE"
"GAZ";"0688K2607WXV4";"01/07/2026";"1489,31";"1489,31";"1489,31";"INTEGREE"
"GAZ";"0688K2607WXZ1";"01/07/2026";"120,49";"120,49";"120,49";"INTEGREE"
"GAZ";"0688K2607WWN8";"01/07/2026";"2145,38";"2145,38";"2145,38";"INTEGREE"
"GAZ";"0688K2607WXV7";"01/07/2026";"607,42";"607,42";"607,42";"INTEGREE"
"GAZ";"0688K2607WXZ5";"01/07/2026";"6436,66";"6436,66";"6436,66";"INTEGREE"
"GAZ";"0688K2607WXP8";"01/07/2026";"1580,34";"1580,34";"1580,34";"INTEGREE"
"GAZ";"0688K2607WWR8";"01/07/2026";"113,64";"113,64";"113,64";"INTEGREE"
"GAZ";"0688K2607WWR4";"01/07/2026";"145,66";"145,66";"145,66";"INTEGREE"
"GAZ";"0688K2607WXF9";"01/07/2026";"1407,19";"1407,19";"1407,19";"INTEGREE"
"GAZ";"0688K2607WXJ4";"01/07/2026";"120,98";"120,98";"120,98";"INTEGREE"
"GAZ";"0688K2607WWT8";"01/07/2026";"347,82";"347,82";"347,82";"INTEGREE"
"GAZ";"0688K2607WXX7";"01/07/2026";"1336,4";"1336,4";"1336,4";"INTEGREE"
"GAZ";"0688K2607WXR1";"01/07/2026";"47,47";"47,47";"47,47";"INTEGREE"
"GAZ";"0688K2607WWY2";"01/07/2026";"23,21";"23,21";"23,21";"INTEGREE"
"GAZ";"0688K2607WWY1";"01/07/2026";"6,86";"6,86";"6,86";"INTEGREE"
"GAZ";"0688K2607WXC0";"01/07/2026";"204,3";"204,3";"204,3";"INTEGREE"
"GAZ";"0688K2607WXC1";"01/07/2026";"228,93";"228,93";"228,93";"INTEGREE"
"GAZ";"0688K2607WXT8";"01/07/2026";"705,96";"705,96";"705,96";"INTEGREE"
"GAZ";"0688K2607WXB1";"01/07/2026";"259,85";"259,85";"259,85";"INTEGREE"
"GAZ";"0688K2607WXV8";"01/07/2026";"74,62";"74,62";"74,62";"INTEGREE"
"GAZ";"0688K2607WXX2";"01/07/2026";"28,21";"28,21";"28,21";"INTEGREE"
"GAZ";"0688K2607WWW1";"01/07/2026";"54,72";"54,72";"54,72";"INTEGREE"
"GAZ";"0688K2607WXJ6";"01/07/2026";"149,49";"149,49";"149,49";"INTEGREE"
"ING";"0551R26071467";"01/07/2026";"417,16";"417,16";"417,16";"INTEGREE"
"ING";"0551R26071459";"01/07/2026";"810";"810";"810";"INTEGREE"
"ING";"0551R26071460";"01/07/2026";"2317,5";"2317,5";"2317,5";"INTEGREE"
"ING";"0551R26071390";"01/07/2026";"620,4";"620,4";"620,4";"INTEGREE"
"ING";"0511N26070389";"01/07/2026";"11346,77";"11346,77";"11346,77";"INTEGREE"
"ING";"0511N26070390";"01/07/2026";"5989,55";"5989,55";"5989,55";"INTEGREE"
"ING";"0551R26071456";"01/07/2026";"64,9";"64,9";"64,9";"INTEGREE"
"ING";"0551R26071446";"01/07/2026";"723,68";"723,68";"723,68";"INTEGREE"
"ING";"0551R26071502";"01/07/2026";"2064,12";"2064,12";"2064,12";"INTEGREE"
"GAZ";"0688K2607WXD9";"01/07/2026";"1551,17";"1551,17";"1551,17";"INTEGREE"
"GAZ";"0688K2607WXD8";"01/07/2026";"564,13";"564,13";"564,13";"INTEGREE"
"GAZ";"0688K2607WWU2";"01/07/2026";"-239,78";"-239,78";"-239,78";"INTEGREE"
"GAZ";"0688K2607WWN7";"01/07/2026";"486,32";"486,32";"486,32";"INTEGREE"
"GAZ";"0688K2607WXC2";"01/07/2026";"989,82";"989,82";"989,82";"INTEGREE"
"ING";"0441X26079639";"01/07/2026";"1440";"1440";"1440";"INTEGREE"
"ING";"0551R26071342";"01/07/2026";"337,5";"337,5";"337,5";"INTEGREE"
"ING";"0551R26071343";"01/07/2026";"149,4";"149,4";"149,4";"INTEGREE"
"ING";"0551R26071344";"01/07/2026";"92,7";"92,7";"92,7";"INTEGREE"
"ING";"0551R26071345";"01/07/2026";"92,7";"92,7";"92,7";"INTEGREE"
"GAZ";"0688K2607WWX9";"01/07/2026";"1027,45";"1027,45";"1027,45";"INTEGREE"
"GAZ";"0688K2607WWX5";"01/07/2026";"169,74";"169,74";"169,74";"INTEGREE"
"GAZ";"0688K2607WWX3";"01/07/2026";"346,55";"346,55";"346,55";"INTEGREE"
"GAZ";"0688K2607WXM7";"01/07/2026";"443,95";"443,95";"443,95";"INTEGREE"
"ING";"0551R26071346";"01/07/2026";"92,7";"92,7";"92,7";"INTEGREE"
"ING";"0551R26071347";"01/07/2026";"176,4";"176,4";"176,4";"INTEGREE"
"ING";"0551R26071348";"01/07/2026";"122,4";"122,4";"122,4";"INTEGREE"
"ING";"0551R26071349";"01/07/2026";"685,2";"685,2";"685,2";"INTEGREE"
"ING";"0551R26071350";"01/07/2026";"185,4";"185,4";"185,4";"INTEGREE"
"ING";"0551R26071351";"01/07/2026";"489,6";"489,6";"489,6";"INTEGREE"
"ING";"0551R26071391";"01/07/2026";"282";"282";"282";"INTEGREE"
"ING";"0551R26071392";"01/07/2026";"846";"846";"846";"INTEGREE"
"ING";"0551R26071393";"01/07/2026";"619,5";"619,5";"619,5";"INTEGREE"
"ING";"0551R26071394";"01/07/2026";"1757,5";"1757,5";"1757,5";"INTEGREE"
"ING";"0551R26071395";"01/07/2026";"97,2";"97,2";"97,2";"INTEGREE"
"ING";"0551R26071396";"01/07/2026";"967,8";"967,8";"967,8";"INTEGREE"
"ING";"0551R26071397";"01/07/2026";"147,6";"147,6";"147,6";"INTEGREE"
"ING";"0551R26071492";"01/07/2026";"2368,72";"2368,72";"2368,72";"INTEGREE"
"ING";"0551R26071493";"01/07/2026";"1014,6";"1014,6";"1014,6";"INTEGREE"
"ING";"0551R26071494";"01/07/2026";"1016,15";"1016,15";"1016,15";"INTEGREE"
"ING";"0551R26071495";"01/07/2026";"777,76";"777,76";"777,76";"INTEGREE"
"ING";"0551R26071496";"01/07/2026";"1541,03";"1541,03";"1541,03";"INTEGREE"
"ING";"0551R26071462";"01/07/2026";"1223,6";"1223,6";"1223,6";"INTEGREE"
"ING";"0551R26071421";"01/07/2026";"233,7";"233,7";"233,7";"INTEGREE"
"ING";"0551R26071468";"01/07/2026";"122,4";"122,4";"122,4";"INTEGREE"
"ING";"0551R26071389";"01/07/2026";"320,4";"320,4";"320,4";"INTEGREE"
"GAZ";"0688K2607WWN5";"01/07/2026";"634,84";"634,84";"634,84";"INTEGREE"
"ING";"0551R26071423";"01/07/2026";"580,31";"580,31";"580,31";"INTEGREE"
"ING";"0551R26071422";"01/07/2026";"276,55";"276,55";"276,55";"INTEGREE"
"GAZ";"0688K2607WXJ0";"01/07/2026";"498,73";"498,73";"498,73";"INTEGREE"
"GAZ";"0688K2607WXR7";"01/07/2026";"49,03";"49,03";"49,03";"INTEGREE"
"GAZ";"0688K2607WXE3";"01/07/2026";"279,12";"279,12";"279,12";"INTEGREE"
"GAZ";"0688K2607WXA9";"01/07/2026";"64,5";"64,5";"64,5";"INTEGREE"
"ING";"0001E2607VWT9";"01/07/2026";"5174,71";"5174,71";"5174,71";"INTEGREE"
"GAZ";"0688K2607WXL9";"01/07/2026";"644,3";"644,3";"644,3";"INTEGREE"
"GAZ";"0688K2607WXS6";"01/07/2026";"1896,62";"1896,62";"1896,62";"INTEGREE"
"GAZ";"0688K2607WXW4";"01/07/2026";"380,2";"380,2";"380,2";"INTEGREE"
"GAZ";"0688K2607WXK3";"01/07/2026";"1222,58";"1222,58";"1222,58";"INTEGREE"
"GAZ";"0688K2607WXM6";"01/07/2026";"641,99";"641,99";"641,99";"INTEGREE"
"ING";"0551R26071398";"01/07/2026";"97,2";"97,2";"97,2";"INTEGREE"
"ING";"0551R26071439";"01/07/2026";"824,57";"824,57";"824,57";"INTEGREE"
"ING";"0551R26071440";"01/07/2026";"464,4";"464,4";"464,4";"INTEGREE"
"ING";"0551R26071530";"01/07/2026";"571,5";"571,5";"571,5";"INTEGREE"
"ING";"0551R26071457";"01/07/2026";"3514,21";"3514,21";"3514,21";"INTEGREE"
"ING";"0551R26071373";"01/07/2026";"256,8";"256,8";"256,8";"INTEGREE"
"ING";"0551R26071374";"01/07/2026";"256,8";"256,8";"256,8";"INTEGREE"
"ING";"0551R26071375";"01/07/2026";"372,6";"372,6";"372,6";"INTEGREE"
"ING";"0551R26071532";"01/07/2026";"28337,77";"28337,77";"28337,77";"INTEGREE"
"ING";"0551R26071357";"01/07/2026";"191,4";"191,4";"191,4";"INTEGREE"
"ING";"0551R26071358";"01/07/2026";"256,8";"256,8";"256,8";"INTEGREE"
"ING";"0551R26071359";"01/07/2026";"128,4";"128,4";"128,4";"INTEGREE"
"ING";"0551R26071360";"01/07/2026";"186,3";"186,3";"186,3";"INTEGREE"
"ING";"0551R26071361";"01/07/2026";"197,4";"197,4";"197,4";"INTEGREE"
"ING";"0551R26071362";"01/07/2026";"197,4";"197,4";"197,4";"INTEGREE"
"ING";"0551R26071363";"01/07/2026";"332,4";"332,4";"332,4";"INTEGREE"
"ING";"0551R26071364";"01/07/2026";"256,8";"256,8";"256,8";"INTEGREE"
"ING";"0551R26071464";"01/07/2026";"813,29";"813,29";"813,29";"INTEGREE"
"ING";"0551R26071497";"01/07/2026";"1848,3";"1848,3";"1848,3";"INTEGREE"
"ING";"0551R26071369";"01/07/2026";"748,4";"748,4";"748,4";"INTEGREE"
"GAZ";"0688K2607WWW3";"01/07/2026";"232,2";"232,2";"232,2";"INTEGREE"
"ING";"0511N26070391";"01/07/2026";"29825,93";"29825,93";"29825,93";"INTEGREE"
"ING";"0551R26071338";"01/07/2026";"1055,26";"1055,26";"1055,26";"INTEGREE"
"ING";"0551R26071487";"01/07/2026";"1171,42";"1171,42";"1171,42";"INTEGREE"
"ING";"0551R26071488";"01/07/2026";"1286,36";"1286,36";"1286,36";"INTEGREE"
"ING";"0551R26071453";"01/07/2026";"202,09";"202,09";"202,09";"INTEGREE"
"GAZ";"0688K2607WXK8";"01/07/2026";"107,58";"107,58";"107,58";"INTEGREE"
"GAZ";"0688K2607WWS6";"01/07/2026";"402,01";"402,01";"402,01";"INTEGREE"
"ING";"0551R26071552";"01/07/2026";"1432,08";"1432,08";"1432,08";"INTEGREE"
"GAZ";"0688K2607WXS8";"01/07/2026";"1571,08";"1571,08";"1571,08";"INTEGREE"
"GAZ";"0688K2607WXT7";"01/07/2026";"220,05";"220,05";"220,05";"INTEGREE"
"GAZ";"0688K2607WXM1";"01/07/2026";"-630,46";"-630,46";"-630,46";"INTEGREE"
"ING";"0551R26071433";"01/07/2026";"529,01";"529,01";"529,01";"INTEGREE"
"ING";"0551R26071434";"01/07/2026";"423,34";"423,34";"423,34";"INTEGREE"
"GAZ";"0688K2607WWP6";"01/07/2026";"157,84";"157,84";"157,84";"INTEGREE"
"GAZ";"0688K2607WWS0";"01/07/2026";"156,72";"156,72";"156,72";"INTEGREE"
"GAZ";"0688K2607WWS2";"01/07/2026";"88,76";"88,76";"88,76";"INTEGREE"
"GAZ";"0688K2607WXW5";"01/07/2026";"440,74";"440,74";"440,74";"INTEGREE"
"GAZ";"0688K2607WXE2";"01/07/2026";"57,4";"57,4";"57,4";"INTEGREE"
"GAZ";"0688K2607WXR5";"01/07/2026";"250,32";"250,32";"250,32";"INTEGREE"
"GAZ";"0688K2607WXU7";"01/07/2026";"212,18";"212,18";"212,18";"INTEGREE"
"GAZ";"0688K2607WXE5";"01/07/2026";"263,11";"263,11";"263,11";"INTEGREE"
"GAZ";"0688K2607WWV4";"01/07/2026";"1050,59";"1050,59";"1050,59";"INTEGREE"
"ING";"0551R26071411";"01/07/2026";"101,66";"101,66";"101,66";"INTEGREE"
"ING";"0551R26071510";"01/07/2026";"4120,4";"4120,4";"4120,4";"INTEGREE"
"ING";"0551R26071509";"01/07/2026";"2626,8";"2626,8";"2626,8";"INTEGREE"
"ING";"0551R26071399";"01/07/2026";"247,8";"247,8";"247,8";"INTEGREE"
"ING";"0551R26071400";"01/07/2026";"194,4";"194,4";"194,4";"INTEGREE"
"ING";"0551R26071401";"01/07/2026";"987";"987";"987";"INTEGREE"
"ING";"0551R26071402";"01/07/2026";"61,2";"61,2";"61,2";"INTEGREE"
"ING";"0551R26071403";"01/07/2026";"244,2";"244,2";"244,2";"INTEGREE"
"ING";"0551R26071526";"01/07/2026";"2696,95";"2696,95";"2696,95";"INTEGREE"
"ING";"0551R26071366";"01/07/2026";"285";"285";"285";"INTEGREE"
"ING";"0551R26071447";"01/07/2026";"1432,52";"1432,52";"1432,52";"INTEGREE"
"ING";"0551R26071448";"01/07/2026";"831,83";"831,83";"831,83";"INTEGREE"
"ING";"0551R26071449";"01/07/2026";"1032,68";"1032,68";"1032,68";"INTEGREE"
"ING";"0551R26071442";"01/07/2026";"527,46";"527,46";"527,46";"INTEGREE"
"ING";"0551R26071480";"01/07/2026";"1290,38";"1290,38";"1290,38";"INTEGREE"
"ING";"0551R26071352";"01/07/2026";"149,1";"149,1";"149,1";"INTEGREE"
"ING";"0551R26071353";"01/07/2026";"141,53";"141,53";"141,53";"INTEGREE"
"ING";"0551R26071354";"01/07/2026";"247,2";"247,2";"247,2";"INTEGREE"
"ING";"0551R26071355";"01/07/2026";"1539,44";"1539,44";"1539,44";"INTEGREE"
"GAZ";"0688K2607WXP0";"01/07/2026";"151,42";"151,42";"151,42";"INTEGREE"
"GAZ";"0688K2607WXP3";"01/07/2026";"1933,35";"1933,35";"1933,35";"INTEGREE"
"GAZ";"0688K2607WXN9";"01/07/2026";"641,4";"641,4";"641,4";"INTEGREE"
"GAZ";"0688K2607WXP1";"01/07/2026";"216,27";"216,27";"216,27";"INTEGREE"
"GAZ";"0688K2607WXN8";"01/07/2026";"72,38";"72,38";"72,38";"INTEGREE"
"GAZ";"0688K2607WXN7";"01/07/2026";"156,29";"156,29";"156,29";"INTEGREE"
"GAZ";"0688K2607WXN6";"01/07/2026";"74,37";"74,37";"74,37";"INTEGREE"
"GAZ";"0688K2607WXB0";"01/07/2026";"-714,02";"-714,02";"-714,02";"INTEGREE"
"ING";"0551R26071339";"01/07/2026";"1236";"1236";"1236";"INTEGREE"
"ING";"0551R26071340";"01/07/2026";"2027,35";"2027,35";"2027,35";"INTEGREE"
"ING";"0551R26071450";"01/07/2026";"432,6";"432,6";"432,6";"INTEGREE"
"ING";"0551R26071528";"01/07/2026";"935,96";"935,96";"935,96";"INTEGREE"
"ING";"0551R26071490";"01/07/2026";"437,54";"437,54";"437,54";"INTEGREE"
"ING";"0551R26071491";"01/07/2026";"421,48";"421,48";"421,48";"INTEGREE"
"GAZ";"0688K2607WWT7";"01/07/2026";"90,6";"90,6";"90,6";"INTEGREE"
"ING";"0551R26071469";"01/07/2026";"195,6";"195,6";"195,6";"INTEGREE"
"ING";"0551R26071470";"01/07/2026";"116,18";"116,18";"116,18";"INTEGREE"
"ING";"0551R26071471";"01/07/2026";"195,66";"195,66";"195,66";"INTEGREE"
"ING";"0551R26071533";"01/07/2026";"181,2";"181,2";"181,2";"INTEGREE"
"ING";"0551R26071534";"01/07/2026";"1188";"1188";"1188";"INTEGREE"
"ING";"0551R26071535";"01/07/2026";"181,2";"181,2";"181,2";"INTEGREE"
"ING";"0551R26071536";"01/07/2026";"534";"534";"534";"INTEGREE"
"ING";"0551R26071537";"01/07/2026";"372,6";"372,6";"372,6";"INTEGREE"
"ING";"0551R26071538";"01/07/2026";"256,8";"256,8";"256,8";"INTEGREE"
"ING";"0551R26071539";"01/07/2026";"241,8";"241,8";"241,8";"INTEGREE"
