true;0205;100005430012;12518473
true;0378;100005502470;12518474
true;0001;100005354669;12518475
true;0001;10257762644;12518476
true;0378;10257762660;12518477
true;0001;10255675642;12518478
true;0001;10257784735;12518479
true;0001;215602FA;12518480
true;0001;10255675656;12518481
true;0001;10257784916;12518482
true;0001;10255675781;12518483
true;0001;215399FA;12518484
true;0001;215388FA;12518485
true;0001;215401FA;12518486
true;0001;215403FA;12518487
true;0001;1069940452;12518488
true;0001;215601FA;12518489
true;0001;1107506043;12518490
true;0001;215370FA;12518491
true;0001;215400FA;12518492
true;0001;215603FA;12518493
true;0001;215628FA;12518494
true;0001;215371FA;12518495
true;0001;650000606192;12518496
true;0001;215630FA;12518497
true;0001;215375FA;12518498
true;0001;215604FA;12518499
true;0001;215374FA;12518500
true;0001;215617FA;12518501
true;0001;215372FA;12518502
true;0001;215373FA;12518503
true;0001;215402FA;12518504
true;0001;215386FA;12518505
true;0001;215369FA;12518506
true;0001;102006971565;12518507
true;0001;103006828403;12518508
true;0001;103006828404;12518509
true;0001;103006828352;12518510
true;0001;103006828353;12518511
true;0001;109005926779;12518512
true;0001;109005926780;12518513
true;0001;109005926781;12518514
true;0001;109005926782;12518515
true;0001;487520;12518516
true;0001;486651;12518517
true;0001;810002178012;12518518
true;0001;810002189243;12518519
true;0001;810002187439;12518520
true;0001;81000624731;12518521
true;0001;100005354665;12518522
true;0125;100005440586;12518523
true;0378;100005447115;12518524
true;0378;100005447132;12518525
true;0378;100005338114;12518526
true;0378;100005338108;12518527
true;0001;D26001700;12518528
true;0001;214000103421;12518529
true;0001;100005429948;12518530
true;0001;126000022583;12518531
true;0001;115000027788;12518532
true;0539;100005429951;12518533
true;0613;100005424599;12518534
true;0364;100005427201;12518535
true;0001;50946211;12518536
true;0078;100005406047;12518537
true;0001;50948198;12518538
true;0001;50947628;12518539
true;0001;50944764;12518540
true;0001;50944584;12518541
true;0001;50946204;12518542
true;0001;20263051304826;12518543
true;0001;50947122;12518544
true;0001;50949114;12518545
true;0435;100005428020;12518546
true;0420;100005317527;12518547
true;0378;100005447125;12518548
true;0378;100005338105;12518549
true;0854;100005422907;12518550
true;0148;100005408130;12518551
true;0667;100005418616;12518552
true;0001;88284223;12518553
true;0001;88284094;12518554
true;0001;88283933;12518555
true;0001;88284095;12518556
true;0364;10257796051;12518557
true;0001;10257796546;12518558
true;0222;10257804321;12518559
true;0001;10257799460;12518560
true;0001;10257795416;12518561
true;0167;10257794889;12518562
true;0001;10257801400;12518563
true;0691;10257788322;12518564
true;0001;10257788490;12518565
true;0001;10257800934;12518566
true;0001;10257796464;12518567
true;0198;10257804303;12518568
true;0001;10257798567;12518569
