100005430012;0205;20,000;1
100005502470;0378;20,000;1
100005354669;0001;20,000;1
10257762644;0001;20,000;1
10257762660;0378;20,000;1
10255675642;0001;20,000;1
10257784735;0001;20,000;1
215602FA;0001;20,000;1
10255675656;0001;20,000;1
10257784916;0001;20,000;1
10255675781;0001;20,000;1
215399FA;0001;20,000;1
215388FA;0001;20,000;1
215401FA;0001;20,000;1
215403FA;0001;20,000;1
215601FA;0001;20,000;1
1107506043;0001;5,500;1
1107506043;0001;10,000;2
215370FA;0001;20,000;1
215400FA;0001;20,000;1
215603FA;0001;20,000;1
215628FA;0001;20,000;1
215371FA;0001;20,000;1
650000606192;0001;20,000;1
215630FA;0001;20,000;1
215375FA;0001;20,000;1
215604FA;0001;20,000;1
215374FA;0001;20,000;1
215617FA;0001;20,000;1
215372FA;0001;20,000;1
215373FA;0001;20,000;1
215402FA;0001;20,000;1
215386FA;0001;20,000;1
215369FA;0001;20,000;1
102006971565;0001;20,000;1
103006828403;0001;20,000;1
103006828404;0001;20,000;1
103006828352;0001;20,000;1
103006828353;0001;20,000;1
109005926779;0001;20,000;1
109005926780;0001;20,000;1
109005926781;0001;20,000;1
109005926782;0001;20,000;1
487520;0001;20,000;1
486651;0001;20,000;1
810002178012;0001;20,000;1
810002189243;0001;20,000;1
810002187439;0001;20,000;1
81000624731;0001;20,000;1
100005354665;0001;20,000;1
100005440586;0125;20,000;1
100005447115;0378;20,000;1
100005447132;0378;20,000;1
100005338114;0378;20,000;1
100005338108;0378;20,000;1
D26001700;0001;20,000;1
100005429948;0001;20,000;1
126000022583;0001;20,000;1
115000027788;0001;20,000;1
100005429951;0539;20,000;1
100005424599;0613;20,000;1
100005427201;0364;20,000;1
50946211;0001;20,000;1
100005406047;0078;20,000;1
50948198;0001;20,000;1
50947628;0001;20,000;1
50944764;0001;20,000;1
50944584;0001;20,000;1
50946204;0001;20,000;1
20263051304826;0001;5,500;1
50947122;0001;20,000;1
50949114;0001;20,000;1
100005428020;0435;20,000;1
100005317527;0420;20,000;1
100005447125;0378;20,000;1
100005338105;0378;20,000;1
100005422907;0854;20,000;1
100005408130;0148;20,000;1
100005418616;0667;20,000;1
88284223;0001;20,000;1
88284094;0001;20,000;1
88283933;0001;20,000;1
88284095;0001;20,000;1
10257796051;0364;20,000;1
10257796546;0001;20,000;1
10257804321;0222;20,000;1
10257799460;0001;20,000;1
10257795416;0001;20,000;1
10257794889;0167;20,000;1
10257801400;0001;20,000;1
10257788322;0691;20,000;1
10257788490;0001;20,000;1
10257800934;0001;20,000;1
10257796464;0001;20,000;1
10257804303;0198;20,000;1
10257798567;0001;20,000;1
