CEE;GL0030487V;ACHAT ELECTRICITE P2;WIRE;0205;B00000007H;DEW;606103;20,000;04/08/2026;DED_20.00D
CEE;GL0030487V;;WIRE;0205;B00000007H;DEW;445660;20,000;04/08/2026;DED_20.00D
CEE;GL0220323S;ACHAT ELECTRICITE P2;WIRE;0378;B00000007H;DEW;606103;20,000;06/08/2026;DED_20.00D
CEE;GL0220323S;;WIRE;0378;B00000007H;DEW;445660;20,000;06/08/2026;DED_20.00D
CEE;GL0032223S;ACHAT ELECTRICITE P2;WIRE;0001;B00000007H;DEW;606103;20,000;02/07/2026;DED_20.00D
CEE;GL0032223S;;WIRE;0001;B00000007H;DEW;445660;20,000;02/07/2026;DED_20.00D
CEE;GL0066141K;ACHAT ELECTRICITE P2;WIRE;0001;B00000008J;DMS;606103;20,000;06/08/2026;DED_20.00D
CEE;GL0066141K;;WIRE;0001;B00000008J;DMS;445660;20,000;06/08/2026;DED_20.00D
CEE;GL0220326W;ACHAT ELECTRICITE P2;WIRE;0378;B00000007H;DEW;606103;20,000;06/08/2026;DED_20.00D
CEE;GL0220326W;;WIRE;0378;B00000007H;DEW;445660;20,000;06/08/2026;DED_20.00D
CEG;GL0746820J;DEBOURS P1 GAZ PARTIES FIXES;WIRE;0001;B00000008J;DMS;602210;20,000;06/07/2026;DED_20.00D
CEG;GL0746820J;DEBOURS P1 GAZ;WIRE;0001;B00000008J;DMS;602210;20,000;06/07/2026;DED_20.00D
CEG;GL0746820J;TICGN GAZ;WIRE;0001;B00000008J;DMS;602210;20,000;06/07/2026;DED_20.00D
CEG;GL0746820J;DEBOURS P1 GAZ DISTRIBUTION;WIRE;0001;B00000008J;DMS;602210;20,000;06/07/2026;DED_20.00D
CEG;GL0746820J;DEBOURS P1 CEE TIERS;WIRE;0001;B00000008J;DMS;602210;20,000;06/07/2026;DED_20.00D
CEG;GL0746820J;GAZ - MECANISME CPB;WIRE;0001;B00000008J;DMS;602210;20,000;06/07/2026;DED_20.00D
CEG;GL0746820J;;WIRE;0001;B00000008J;DMS;445660;20,000;06/07/2026;DED_20.00D
CEG;GL0862236N;DEBOURS P1 GAZ PARTIES FIXES;EFT;0001;B00000008J;DMS;602210;20,000;06/08/2026;DED_20.00D
CEG;GL0862236N;;EFT;0001;B00000008J;DMS;445660;20,000;06/08/2026;DED_20.00D
CEE;GL0018812C;DEBOURS P1 ELECTRICITE;EFT;0001;B00000007H;DEW;606103;20,000;20/07/2026;DED_20.00D
CEE;GL0018812C;DEBOURS P1 ELEC TAXES;EFT;0001;B00000007H;DEW;606103;20,000;20/07/2026;DED_20.00D
CEE;GL0018812C;DEBOURS P1 ELEC TURPE PF;EFT;0001;B00000007H;DEW;606103;20,000;20/07/2026;DED_20.00D
CEE;GL0018812C;DEBOURS P1 ELEC TURPE PV;EFT;0001;B00000007H;DEW;606103;20,000;20/07/2026;DED_20.00D
CEE;GL0018812C;;EFT;0001;B00000007H;DEW;445660;20,000;20/07/2026;DED_20.00D
CEG;GL0862236N;DEBOURS P1 GAZ PARTIES FIXES;EFT;0001;B00000008J;DMS;602210;20,000;06/07/2026;DED_20.00D
CEG;GL0862236N;;EFT;0001;B00000008J;DMS;445660;20,000;06/07/2026;DED_20.00D
CEG;GL0862361F;DEBOURS P1 GAZ PARTIES FIXES;EFT;0001;B00000008J;DMS;602210;20,000;06/08/2026;DED_20.00D
