CEG;GL0001771M;DEBOURS P1 GAZ;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;20959;123475;DEBOURS P1 GAZ;4160;;
CEG;GL0001771M;TICGN GAZ;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;20959;123475;TICGN GAZ;4160;;
CEG;GL0001771M;DEBOURS P1 GAZ DISTRIBUTION;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;20959;123475;DEBOURS P1 GAZ DISTRIBUTION;4160;;
CEG;GL0001771M;DEBOURS P1 CEE TIERS;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;20959;123475;DEBOURS P1 CEE TIERS;4160;;
CEG;GL0001771M;GAZ - MECANISME CPB;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;20959;123475;GAZ - MECANISME CPB;4160;;
CEG;GL0001771M;;WIRE;0001;B00000007H;DEW;445660;20,000;10/07/2026;DED_20.00D;OAE000;TAX;;;;;;;;DED_20.00D;
CEG;GL0731624R;DEBOURS P1 GAZ PARTIES FIXES;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;1429545;1893641;DEBOURS P1 GAZ PARTIES FIXES;4160;;
CEG;GL0731624R;DEBOURS P1 GAZ;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;1429545;1893641;DEBOURS P1 GAZ;4160;;
CEG;GL0731624R;TICGN GAZ;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;1429545;1893641;TICGN GAZ;4160;;
CEG;GL0731624R;DEBOURS P1 GAZ DISTRIBUTION;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;1429545;1893641;DEBOURS P1 GAZ DISTRIBUTION;4160;;
CEG;GL0731624R;DEBOURS P1 CEE TIERS;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;1429545;1893641;DEBOURS P1 CEE TIERS;4160;;
CEG;GL0731624R;GAZ - MECANISME CPB;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;1429545;1893641;GAZ - MECANISME CPB;4160;;
CEG;GL0731624R;;WIRE;0001;B00000007H;DEW;445660;20,000;10/07/2026;DED_20.00D;OAE000;TAX;;;;;;;;DED_20.00D;
CEG;GL0232787F;DEBOURS P1 GAZ PARTIES FIXES;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;42568;229514;DEBOURS P1 GAZ PARTIES FIXES;1177;;
CEG;GL0232787F;DEBOURS P1 GAZ;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;42568;229514;DEBOURS P1 GAZ;1177;;
CEG;GL0232787F;TICGN GAZ;WIRE;0001;B00000007H;DEW;602210;20,000;10/07/2026;DED_20.00D;OAE000;ITEM;;;;42568;229514;TICGN GAZ;1177;;
