20260825-100258|OAE025|Site Fournisseur inactif ou inexistant|CID|FACTURESFOURNISSEURS.FIN01|FAC02_SRC_FACTURESFOURNISSEURS_250826-010237_ST_FAC02_639232165577317569_001|txt|26/08/2026;0367;401050;0739;GD0836684C;BIO;Facture intragroupe CID 0739;0,00001;STANDARD;125355,59;EUR;24/08/2026;0739K26080303;;;;;24/08/2026;;;B00000003D;FAC02_SRC_FACTURESFOURNISSEURS_250826-010237_ST_FAC02_639232165577317569_001;CID|XXEAI_INTERFACE_TOOLS_PKG.Get_Info_Invoice_Header|0739K26080303
20260825-100258|||CID|FACTURESFOURNISSEURS.FIN01|FAC02_SRC_FACTURESFOURNISSEURS_250826-010237_ST_FAC02_639232165577317569_001|txt|26/08/2026;0367;602210;0739;GD0836684C;BIO;FOREST BIOMASSE;0,00001;STANDARD;113959,63;EUR;24/08/2026;0739K26080303;10,00;UC ENTREE ACHAT BIOMASSE;;;24/08/2026;;;B00000003D;FAC02_SRC_FACTURESFOURNISSEURS_250826-010237_ST_FAC02_639232165577317569_001;CID||0739K26080303
20260825-100258|||CID|FACTURESFOURNISSEURS.FIN01|FAC02_SRC_FACTURESFOURNISSEURS_250826-010237_ST_FAC02_639232165577317569_001|txt|26/08/2026;0367;445660;0739;GD0836684C;BIO;Facture intragroupe CID 0739;0,00001;STANDARD;11395,96;EUR;24/08/2026;0739K26080303;10,00;;;;24/08/2026;;;B00000003D;FAC02_SRC_FACTURESFOURNISSEURS_250826-010237_ST_FAC02_639232165577317569_001;CID||0739K26080303
