guid;fichier_edf;nb_sources_regroupees;nb_ack_footer;nb_ack_detail;nb_oracle_edf;nb_somme_sources;montant_ack_footer;montant_ack_detail;montant_oracle_edf;montant_somme_sources;statut_lignes;statut_montant
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660970907302.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;8;158;158;158;158;295294574;295294574;295294574;295294574;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660970937303.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;73254;73254;73254;73254;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660970947304.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;9;9;9;9;17852614;17852614;17852614;17852614;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660970957305.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;20726;20726;20726;20726;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660970967306.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;3747899;3747899;3747899;3747899;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660970987307.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;9970009;9970009;9970009;9970009;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660970997308.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;2419200;2419200;2419200;2419200;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971007309.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;389865;389865;389865;389865;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971017310.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;8;8;8;8;3282980;3282980;3282980;3282980;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971027311.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;344648;344648;344648;344648;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971037312.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;1079938;1079938;1079938;1079938;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971047313.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;651185;651185;651185;651185;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971067534.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;46434;46434;46434;46434;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971087535.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;5611560;5611560;5611560;5611560;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971097536.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;1725414;1725414;1725414;1725414;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971107537.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;3;5;5;5;5;23754850;23754850;23754850;23754850;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971117538.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;38698;38698;38698;38698;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971127539.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;430534;430534;430534;430534;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971137540.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;630040;630040;630040;630040;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971147541.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;2435000;2435000;2435000;2435000;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971157542.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;383040;383040;383040;383040;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971167543.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;14824445;14824445;14824445;14824445;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971177544.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;14400000;14400000;14400000;14400000;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971187545.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;404430;404430;404430;404430;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971197546.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;203621;203621;203621;203621;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971207547.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;355529;355529;355529;355529;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971217548.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;35472;35472;35472;35472;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971227549.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;1358914;1358914;1358914;1358914;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971237550.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;400376;400376;400376;400376;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;CDPG.NC4.IMPORT_ACK.DLK_VIR_17885660971247551.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;6;6;6;6;1012189;1012189;1012189;1012189;OK;OK
