guid;fichier_source;nb_dk;nb_dk_fin01;nb_oracle_source;montant_dk_entete;montant_dk;montant_dk_fin01_entete;montant_dk_fin01;montant_oracle_source;euro_lines;statut_lignes;statut_montant
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0001DCWEXP-20260905-48965311_20260905-015131.txt;;16;16;;;58768275;58768275;58768275;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0001DEWEXP-20260905-48965311_20260905-015131.txt;;15;15;;;6649932;6649932;6649932;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0001DLSEXP-20260905-48965311_20260905-015131.txt;;10;10;;;2877249;2877249;2877249;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0001DMSEXP-20260905-48965311_20260905-015131.txt;;26;26;;;114986221;114986221;114986221;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0001DNAEXP-20260905-48965311_20260905-015131.txt;;17;17;;;14953995;14953995;14953995;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0001DOSEXP-20260905-48965311_20260905-015131.txt;;8;8;;;5533880;5533880;5533880;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0001DRWEXP-20260905-48965311_20260905-015131.txt;;36;36;;;53063288;53063288;53063288;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0001DSWEXP-20260905-48965311_20260905-015131.txt;;30;30;;;38461734;38461734;38461734;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0198DLSEXP-20260905-48965311_20260905-015131.txt;;1;1;;;73254;73254;73254;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0245DLSEXP-20260905-48965311_20260905-015131.txt;;9;9;;;17852614;17852614;17852614;1;OK;OK
0e0c86f1016e4fd59dc4305967a4b691;DK_FIN01_30003-0306DCWEXP-20260905-48965311_20260905-015131.txt;;1;1;;;20726;20726;20726;1;OK;OK
