PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421
N° ligne source;Erreur;Date arrêté comptable;Code société;Compte local;ID fournisseur externe;CodeTache;Code folio;Libellé;Quantité;Type;Montant;Devise;Date de pièce comptable;Numéro de pièce;Taux de TVA;Nature1;Nature2;Type de TVA;Date d'échéance;ID scan facture;Origine scan facture;Code region
17;CodeTache : empty or null , ;26/08/2026;0367;401100;84850-FRA22130;;HAF;STANDARD - 125260588;0,00001;STANDARD;38038,53;EUR;30/06/2026;125260588;0,00;;;;;PRN-FVB0064256-125260588.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
18;CodeTache : empty or null , ;26/08/2026;0367;445660;84850-FRA22130;;HAF;STANDARD - 125260588;493,74000;STANDARD;3458,05;EUR;30/06/2026;125260588;10,00;;;DED_10.00D;;PRN-FVB0064256-125260588.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
19;CodeTache : empty or null , ;26/08/2026;0367;602210;84850-FRA22130;;HAF;STANDARD - 125260588;493,74000;STANDARD;34580,48;EUR;30/06/2026;125260588;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064256-125260588.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
