guid;fichier_edf;nb_sources_regroupees;nb_ack_footer;nb_ack_detail;nb_oracle_edf;nb_somme_sources;montant_ack_footer;montant_ack_detail;montant_oracle_edf;montant_somme_sources;statut_lignes;statut_montant
0ab9fb010eba4d98a464464d897f9608;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894315039828292.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;26665;26665;26665;26665;OK;OK
0ab9fb010eba4d98a464464d897f9608;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894315039828293.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;8;8;8;8;103658;103658;103658;103658;OK;OK
0b4721a332414430ad993602b4899711;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894357642518514.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;7;13;13;13;13;9560718;9560718;9560718;9560718;OK;OK
0b4721a332414430ad993602b4899711;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894357642538515.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;840000;840000;840000;840000;OK;OK
0b4721a332414430ad993602b4899711;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894357642548516.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;2367600;2367600;2367600;2367600;OK;OK
0b4721a332414430ad993602b4899711;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894357642568517.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;198572;198572;198572;198572;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426288518.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;5;8;8;8;8;50072796;50072796;50072796;50072796;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426308519.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;34533450;34533450;34533450;34533450;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426318520.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;6425981;6425981;6425981;6425981;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426328521.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;9285776;9285776;9285776;9285776;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426328522.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;3010959;3010959;3010959;3010959;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426338523.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;1105571;1105571;1105571;1105571;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426338524.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;12161092;12161092;12161092;12161092;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426348525.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;36553419;36553419;36553419;36553419;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426348526.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;43424489;43424489;43424489;43424489;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426358527.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;4372898;4372898;4372898;4372898;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426368528.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;6368113;6368113;6368113;6368113;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426368529.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;10308111;10308111;10308111;10308111;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426378530.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;2117942;2117942;2117942;2117942;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426378531.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;9379587;9379587;9379587;9379587;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426388532.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;26821394;26821394;26821394;26821394;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426388533.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;11279083;11279083;11279083;11279083;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426428534.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;3078910;3078910;3078910;3078910;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426428535.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;17301597;17301597;17301597;17301597;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426448536.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;1401320;1401320;1401320;1401320;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426448537.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;4120223;4120223;4120223;4120223;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426488538.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;7862859;7862859;7862859;7862859;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426488539.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;3376983;3376983;3376983;3376983;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426498540.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;4431542;4431542;4431542;4431542;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426498541.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;5390022;5390022;5390022;5390022;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426508542.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;17260655;17260655;17260655;17260655;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426508543.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;4370650;4370650;4370650;4370650;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426518544.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;1199600;1199600;1199600;1199600;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426518545.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;7;14;14;14;14;397186282;397186282;397186282;397186282;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426528546.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;4855401;4855401;4855401;4855401;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426538547.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;17497535;17497535;17497535;17497535;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426538548.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;20392413;20392413;20392413;20392413;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426548549.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;2;5;5;5;5;70488041;70488041;70488041;70488041;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426558550.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;6498050;6498050;6498050;6498050;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426568551.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;2063705;2063705;2063705;2063705;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426578552.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;6;6;6;6;49936682;49936682;49936682;49936682;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426578553.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;2381833;2381833;2381833;2381833;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426598554.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;10880143;10880143;10880143;10880143;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426608555.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;3215;3215;3215;3215;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426608556.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;6;6;6;6;18894526;18894526;18894526;18894526;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426618557.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;10620883;10620883;10620883;10620883;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426618558.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;4;6;6;6;6;24185088;24185088;24185088;24185088;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426628559.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;5921125;5921125;5921125;5921125;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426638560.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;58827580;58827580;58827580;58827580;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426648561.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;109863866;109863866;109863866;109863866;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426658562.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;11701884;11701884;11701884;11701884;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426668563.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;8400730;8400730;8400730;8400730;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426668564.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;13028050;13028050;13028050;13028050;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426678565.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;624393737;624393737;624393737;624393737;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426678566.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;15004075;15004075;15004075;15004075;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426688567.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;2005370;2005370;2005370;2005370;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426698568.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;545158786;545158786;545158786;545158786;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426708569.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;754482;754482;754482;754482;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426708570.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;6665649;6665649;6665649;6665649;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426718571.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;16579322;16579322;16579322;16579322;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426718572.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;4415664;4415664;4415664;4415664;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426728573.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;11644528;11644528;11644528;11644528;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426738574.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;26929196;26929196;26929196;26929196;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426738575.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;1548406;1548406;1548406;1548406;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426748576.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;2;10;10;10;10;143476778;143476778;143476778;143476778;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426748577.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;68745849;68745849;68745849;68745849;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426758578.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;2378747;2378747;2378747;2378747;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426758579.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;12383347;12383347;12383347;12383347;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426768580.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;2176017;2176017;2176017;2176017;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426778581.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;5527667;5527667;5527667;5527667;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426778582.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;4452986;4452986;4452986;4452986;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426788583.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;161578649;161578649;161578649;161578649;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426788584.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;1125180;1125180;1125180;1125180;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426798585.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;18528222;18528222;18528222;18528222;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426798586.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;3;4;4;4;4;6034954;6034954;6034954;6034954;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426808587.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;2822011;2822011;2822011;2822011;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426808588.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;3426290;3426290;3426290;3426290;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426818589.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;8;152;152;152;152;3273901578;3273901578;327;3273901578;OK;KO
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426818590.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;32453842;32453842;32453842;32453842;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426828591.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;23294378;23294378;23294378;23294378;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426838592.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;4223195;4223195;4223195;4223195;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426838593.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;5370719;5370719;5370719;5370719;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426848594.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;2530416;2530416;2530416;2530416;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426848595.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;18553108;18553108;18553108;18553108;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426858596.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;5731341;5731341;5731341;5731341;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426858597.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;137103045;137103045;137103045;137103045;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426868598.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;829912;829912;829912;829912;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426868599.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;13165099;13165099;13165099;13165099;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426878600.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;61650678;61650678;61650678;61650678;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426878601.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;9585365;9585365;9585365;9585365;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426888602.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;6;6;6;6;57219117;57219117;57219117;57219117;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426888603.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;43445274;43445274;43445274;43445274;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426898604.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;79346799;79346799;79346799;79346799;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426908605.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;6421911;6421911;6421911;6421911;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426908606.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;9628536;9628536;9628536;9628536;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426918607.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;8114502;8114502;8114502;8114502;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426918608.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;16689216;16689216;16689216;16689216;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426928609.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;14600458;14600458;14600458;14600458;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426928610.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;8842748;8842748;8842748;8842748;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426938611.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;4;4;4;4;17057681;17057681;17057681;17057681;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426938612.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;20086206;20086206;20086206;20086206;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426948613.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;1897920;1897920;1897920;1897920;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426948614.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;3023265;3023265;3023265;3023265;OK;OK
41d69a9ed07d41458de43af9034cf6fc;CDPG.NC4.IMPORT_ACK.DLK_VIR_17894415426958615.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;6825298;6825298;6825298;6825298;OK;OK
