Date d'arrêté comptable;Code société;Compte local;Identifiant founisseur externe;Code tâche;Code folio amont;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux TVA;Nature1;Nature2;Type de TVA;Date d'échéance;Id scan facture;Origine scan facture;UO Dalkia
25/08/2026;0001;401100;S00092063-FRA69003;GK0028795X;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;0;STANDARD;2389,20;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0008839V;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;222,00;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK1075908Y;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;261,60;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0045173H;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;489,60;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0231890L;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;144,00;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0997956R;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;130,00;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0009898Y;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;222,00;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0009550C;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;-4,00;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0231891M;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;202,00;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0029074N;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;406,00;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0007312J;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;1;STANDARD;67,00;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;445661;S00092063-FRA69003;GK0028795X;VFF;Facture MY EXPRESS DRIVER F2026062914537 062026;0;STANDARD;249,00;EUR;29/06/2026;F2026062914537;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
