Date d'arrêté comptable;Code société;Compte local;Identifiant founisseur externe;Code tâche;Code folio amont;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux TVA;Nature1;Nature2;Type de TVA;Date d'échéance;Id scan facture;Origine scan facture;UO Dalkia
25/08/2026;0001;401100;S00092063-FRA69003;GK0028795X;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;0;STANDARD;2089,20;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0009538N;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;96,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0007310G;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;62,40;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0008839V;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;198,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0985675K;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;188,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0008827F;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;260,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0868278E;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;57,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0642947X;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;144,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0231760N;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;181,20;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0007307D;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;144,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0001546G;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;259,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0645371B;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;199,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0009550C;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;1;STANDARD;57,00;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;445661;S00092063-FRA69003;GK0028795X;VFF;Facture MY EXPRESS DRIVER F2026073115591 072026;0;STANDARD;243,60;EUR;31/07/2026;F2026073115591;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;401100;S00092063-FRA69003;GK0028795X;VFF;Facture MY EXPRESS DRIVER F2026073115592 072026;0;STANDARD;279,60;EUR;31/07/2026;F2026073115592;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;615510;S00092063-FRA69003;GK0009550C;VFF;Facture MY EXPRESS DRIVER F2026073115592 072026;1;STANDARD;233,00;EUR;31/07/2026;F2026073115592;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;445661;S00092063-FRA69003;GK0028795X;VFF;Facture MY EXPRESS DRIVER F2026073115592 072026;0;STANDARD;46,60;EUR;31/07/2026;F2026073115592;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;0001;401100;67955-FRA92150;GK0028795X;VFF;Facture MASTERNAUT FR1233983 062026;0;STANDARD;13,78;EUR;30/06/2026;FR1233983;20,00;FRAIS DE GESTION VEHICULES;;;;;;B00000001B
25/08/2026;0001;622840;67955-FRA92150;GK1641478R;VFF;Facture MASTERNAUT FR1233983 062026;1;STANDARD;11,49;EUR;30/06/2026;FR1233983;20,00;FRAIS DE GESTION VEHICULES;;;;;;B00000001B
25/08/2026;0001;445661;67955-FRA92150;GK0028795X;VFF;Facture MASTERNAUT FR1233983 062026;0;STANDARD;2,29;EUR;30/06/2026;FR1233983;20,00;FRAIS DE GESTION VEHICULES;;;;;;B00000001B
25/08/2026;0001;401100;67955-FRA92150;GK0028795X;VFF;Facture MASTERNAUT FR1226584 062026;0;STANDARD;13,78;EUR;30/06/2026;FR1226584;20,00;FRAIS DE GESTION VEHICULES;;;;;;B00000001B
25/08/2026;0001;622840;67955-FRA92150;GK0001405X;VFF;Facture MASTERNAUT FR1226584 062026;1;STANDARD;11,49;EUR;30/06/2026;FR1226584;20,00;FRAIS DE GESTION VEHICULES;;;;;;B00000001B
25/08/2026;0001;445661;67955-FRA92150;GK0028795X;VFF;Facture MASTERNAUT FR1226584 062026;0;STANDARD;2,29;EUR;30/06/2026;FR1226584;20,00;FRAIS DE GESTION VEHICULES;;;;;;B00000001B
