10252812460;0001;12570504;CEE;CRE/M;90
10254860273;0001;12570505;CEE;CRE/M;90
10256926137;0001;12570506;CEE;CRE/M;90
10258989807;0001;12570507;CEE;CRE/M;90
1523726200223;0693;12570508;CEC;CRE/M;142
2026 EA 00 25057;0001;12570509;CEC;DEB/M;85
88296123;0688;12570510;CEG;CRE/M;277
10149390607;0001;12570511;CEE;CRE/M;90
1399326600001;0394;12570512;CEC;CRE/M;3860
10093216888_1;0001;12570513;CEE;CRE/M;90
1275261E;0001;12570514;CEE;CRE/M;90
100005464398;0001;12570515;CEE;CRE/M;85
100005430010;0205;12570516;CEE;CRE/M;123
100005447119;0378;12570517;CEE;CRE/M;132
100005447121;0378;12570518;CEE;CRE/M;132
100005426448;0693;12570519;CEE;CRE/M;142
100005426449;0693;12570520;CEE;CRE/M;142
100005447120;0378;12570521;CEE;CRE/M;345
1275889E;0001;12570522;CEE;CRE/M;90
095117574000000034271032;0001;12570523;CEC;CRE/M;90
1275938E;0001;12570524;CEE;CRE/M;90
1275949E;0001;12570525;CEE;CRE/M;90
1276015E;0001;12570526;CEE;CRE/M;90
1276019E;0001;12570527;CEE;CRE/M;90
1276021E;0001;12575452;CEE;CRE/M;90
289772E;0001;12575453;CEG;CRE/M;91
289740E;0001;12575454;CEG;CRE/M;91
289705E;0001;12575455;CEG;CRE/M;91
289706E;0001;12575456;CEG;CRE/M;91
1276026E;0001;12575457;CEE;CRE/M;90
289707E;0001;12575458;CEG;CRE/M;91
289722E;0001;12575459;CEG;CRE/M;91
1276033E;0001;12575460;CEE;CRE/M;90
43238F;0001;12575461;CEE;CRE/M;85
43240F;0001;12575462;CEE;CRE/M;85
1276068E;0001;12575463;CEE;CRE/M;90
1276278E;0001;12575464;CEE;CRE/M;90
43270F;0001;12575465;CEE;CRE/M;85
1100023318;0105;12575466;CEC;CRE/M;417
88317638;0001;12575467;CEG;CRE/M;89
88317658;0001;12575468;CEG;CRE/M;89
88317759;0001;12575469;CEG;CRE/M;89
88317639;0001;12575470;CEG;CRE/M;89
88317661;0001;12575471;CEG;CRE/M;89
88317758;0001;12575472;CEG;CRE/M;89
10259070293;0502;12575473;CEE;CRE/M;8102
10259103735;0389;12575474;CEE;CRE/M;3240
10259070314;0001;12575475;CEE;CRE/M;88
10259105818;0001;12575476;CEE;CRE/M;86
10259103843;0001;12575477;CEE;CRE/M;86
10259105280;0577;12575478;CEE;CRE/M;315
10259064923;0001;12575479;CEE;CRE/M;88
10259069305;0001;12575480;CEE;CRE/M;88
10259067275;0490;12575481;CEE;CRE/M;6393
10259105341;0167;12575482;CEE;CRE/M;380
10259069586;0001;12575483;CEE;CRE/M;88
10259067943;0001;12575484;CEE;CRE/M;86
10259102718;0001;12575485;CEE;CRE/M;91
10259108287;0001;12575486;CEE;CRE/M;91
10259104433;0001;12575487;CEE;CRE/M;91
10259107336;0001;12575488;CEE;CRE/M;86
88317663;0001;12575489;CEG;CRE/M;89
88317670;0001;12575490;CEG;CRE/M;89
88317667;0001;12575491;CEG;CRE/M;89
88317760;0001;12575492;CEG;CRE/M;89
88317669;0001;12575493;CEG;CRE/M;89
88317668;0001;12575494;CEG;CRE/M;89
88317757;0001;12575495;CEG;CRE/M;89
88317662;0001;12575496;CEG;CRE/M;89
88317660;0001;12575497;CEG;CRE/M;89
88317637;0001;12575498;CEG;CRE/M;89
10259069855;0001;12575499;CEE;CRE/M;90
10259067348;0001;12575500;CEE;CRE/M;88
10259070139;0001;12575501;CEE;CRE/M;87
10259067991;0001;12575502;CEE;CRE/M;87
10259100839;0001;12575503;CEE;CRE/M;88
10259102313;0001;12575504;CEE;CRE/M;88
10259067493;0001;12575505;CEE;CRE/M;88
10259100694;0001;12575506;CEE;CRE/M;91
10259099315;0158;12575507;CEE;CRE/M;148
10259068016;0515;12575508;CEE;CRE/M;8403
10259069331;0001;12575509;CEE;CRE/M;88
10259067440;0300;12575510;CEE;CRE/M;202
10259099097;0001;12575511;CEE;CRE/M;88
10259068691;0490;12575512;CEE;CRE/M;6393
10259068303;0444;12575513;CEE;CRE/M;5803
10259106228;0364;12575514;CEE;CRE/M;342
10259068431;0300;12575515;CEE;CRE/M;202
10259106312;0245;12575516;CEE;CRE/M;176
10259103005;0001;12575517;CEE;CRE/M;91
10259067475;0844;12575518;CEE;CRE/M;326
10259065228;0713;12575519;CEE;CRE/M;237
10259107339;0001;12575520;CEE;CRE/M;91
10259070500;0691;12575521;CEE;CRE/M;236
10259103131;0300;12575522;CEE;CRE/M;202
10259070389;0691;12575523;CEE;CRE/M;236
10259099274;0691;12575524;CEE;CRE/M;236
10259100052;0691;12575525;CEE;CRE/M;236
10259104715;0691;12575526;CEE;CRE/M;236
10259070590;0691;12575527;CEE;CRE/M;236
10259100936;0691;12575528;CEE;CRE/M;236
10259104965;0691;12575529;CEE;CRE/M;236
10259067669;0691;12575530;CEE;CRE/M;236
10259103678;0691;12575531;CEE;CRE/M;236
10259101935;0691;12575532;CEE;CRE/M;236
10259067451;0691;12575533;CEE;CRE/M;236
