10252812460;0001;20,000;1
10254860273;0001;20,000;1
10256926137;0001;20,000;1
10258989807;0001;20,000;1
1523726200223;0693;5,500;1
1523726200223;0693;10,000;2
2026 EA 00 25057;0001;5,500;1
88296123;0688;20,000;1
10149390607;0001;20,000;1
1399326600001;0394;5,500;1
10093216888_1;0001;5,500;1
10093216888_1;0001;20,000;2
1275261E;0001;20,000;1
100005464398;0001;20,000;1
100005430010;0205;20,000;1
100005447119;0378;20,000;1
100005447121;0378;20,000;1
100005426448;0693;20,000;1
100005426449;0693;20,000;1
100005447120;0378;20,000;1
1275889E;0001;20,000;1
095117574000000034271032;0001;10,000;1
095117574000000034271032;0001;0,000;2
095117574000000034271032;0001;5,500;3
1275938E;0001;20,000;1
1275949E;0001;20,000;1
1276015E;0001;20,000;1
1276019E;0001;20,000;1
1276021E;0001;20,000;1
289772E;0001;20,000;1
289740E;0001;20,000;1
289705E;0001;20,000;1
289706E;0001;20,000;1
1276026E;0001;20,000;1
289707E;0001;20,000;1
289722E;0001;20,000;1
1276033E;0001;20,000;1
43238F;0001;20,000;1
43240F;0001;20,000;1
1276068E;0001;20,000;1
1276278E;0001;20,000;1
43270F;0001;20,000;1
1100023318;0105;20,000;1
88317638;0001;20,000;1
88317658;0001;20,000;1
88317759;0001;20,000;1
88317639;0001;20,000;1
88317661;0001;20,000;1
88317758;0001;20,000;1
10259070293;0502;20,000;1
10259103735;0389;20,000;1
10259070314;0001;20,000;1
10259105818;0001;20,000;1
10259103843;0001;20,000;1
10259105280;0577;20,000;1
10259064923;0001;20,000;1
10259069305;0001;20,000;1
10259067275;0490;20,000;1
10259105341;0167;20,000;1
10259069586;0001;20,000;1
10259067943;0001;20,000;1
10259102718;0001;20,000;1
10259108287;0001;20,000;1
10259104433;0001;20,000;1
10259107336;0001;20,000;1
88317663;0001;20,000;1
88317670;0001;20,000;1
88317667;0001;20,000;1
88317760;0001;20,000;1
88317669;0001;20,000;1
88317668;0001;20,000;1
88317757;0001;20,000;1
88317662;0001;20,000;1
88317660;0001;20,000;1
88317637;0001;20,000;1
10259069855;0001;20,000;1
10259067348;0001;20,000;1
10259070139;0001;20,000;1
10259067991;0001;20,000;1
10259100839;0001;20,000;1
10259102313;0001;20,000;1
10259067493;0001;20,000;1
10259100694;0001;20,000;1
10259099315;0158;20,000;1
10259068016;0515;20,000;1
10259069331;0001;20,000;1
10259067440;0300;20,000;1
10259099097;0001;20,000;1
10259068691;0490;20,000;1
10259068303;0444;20,000;1
10259106228;0364;20,000;1
10259068431;0300;20,000;1
10259106312;0245;20,000;1
10259103005;0001;20,000;1
10259067475;0844;20,000;1
10259065228;0713;20,000;1
10259107339;0001;20,000;1
10259070500;0691;20,000;1
10259103131;0300;20,000;1
10259070389;0691;20,000;1
10259099274;0691;20,000;1
10259100052;0691;20,000;1
10259104715;0691;20,000;1
10259070590;0691;20,000;1
10259100936;0691;20,000;1
10259104965;0691;20,000;1
10259067669;0691;20,000;1
10259103678;0691;20,000;1
10259101935;0691;20,000;1
10259067451;0691;20,000;1
