Date d'arrêté comptable;Code société;Compte local;Identifiant founisseur externe;Code tâche;Code folio amont;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux TVA;Nature1;Nature2;Type de TVA;Date d'échéance;Id scan facture;Origine scan facture;UO Dalkia
27/07/2026;0001;401100;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394599 062026;0;STANDARD;352,38;EUR;07/06/2026;02394599;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;615510;102431-FRA92240;GK0001134N;VFF;Facture profil+ 02394599 062026;9;STANDARD;352,38;EUR;07/06/2026;02394599;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;401100;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394600 062026;0;STANDARD;348,49;EUR;07/06/2026;02394600;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;615510;102431-FRA92240;GK1150329S;VFF;Facture profil+ 02394600 062026;7;STANDARD;290,41;EUR;07/06/2026;02394600;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;445661;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394600 062026;0;STANDARD;58,08;EUR;07/06/2026;02394600;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;401100;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394601 062026;0;STANDARD;516,05;EUR;07/06/2026;02394601;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;615510;102431-FRA92240;GK1359742L;VFF;Facture profil+ 02394601 062026;8;STANDARD;430,04;EUR;07/06/2026;02394601;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;445661;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394601 062026;0;STANDARD;86,01;EUR;07/06/2026;02394601;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;401100;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394602 062026;0;STANDARD;415,70;EUR;07/06/2026;02394602;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;615510;102431-FRA92240;GK0806453Z;VFF;Facture profil+ 02394602 062026;2;STANDARD;346,42;EUR;07/06/2026;02394602;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;445661;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394602 062026;0;STANDARD;69,28;EUR;07/06/2026;02394602;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;401100;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394603 062026;0;STANDARD;241,10;EUR;07/06/2026;02394603;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;615510;102431-FRA92240;GK0010171H;VFF;Facture profil+ 02394603 062026;3;STANDARD;200,92;EUR;07/06/2026;02394603;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;445661;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394603 062026;0;STANDARD;40,18;EUR;07/06/2026;02394603;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;401100;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394604 062026;0;STANDARD;37,00;EUR;07/06/2026;02394604;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;615510;102431-FRA92240;GK0001024N;VFF;Facture profil+ 02394604 062026;1;STANDARD;30,83;EUR;07/06/2026;02394604;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;445661;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394604 062026;0;STANDARD;6,17;EUR;07/06/2026;02394604;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
27/07/2026;0001;401100;102431-FRA92240;GK0028795X;VFF;Facture profil+ 02394605 062026;0;STANDARD;831,41;EUR;07/06/2026;02394605;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
