Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Type;Société;Numéro pièce;Date pièce comptable;Compte Frs;Compte local;Montant Ligne;TF;Type dépense;Quantité;Type TVA;Devise;Description ligne;Date création GDR;Date Arrêté comptable;Date d'échéance;Fichier SRC technique;ID GDR;Line GDR
OAE024;Fournisseur inactif ou inexistant;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;CITY;CYF - CITY Factures Intra-Groupe;B00000009K-ENERGIES PARIS;Facture;0597;0570R2607T000;17/07/2026;0570;401050;205363.200000;GY1741768G;;0.000010;;EUR;Facture intragroupe City 00570;20/07/2026;28/07/2026;17/07/2026;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;590409;8552271
;;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;CITY;CYF - CITY Factures Intra-Groupe;B00000009K-ENERGIES PARIS;Facture;0597;0570R2607T000;17/07/2026;0570;231800;171136.000000;GY1741768G;ENTRETIEN REPARATION DIV.;2.000000;;EUR;Facture intragroupe City 00570;20/07/2026;28/07/2026;17/07/2026;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;590409;8552272
;;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;CITY;CYF - CITY Factures Intra-Groupe;B00000009K-ENERGIES PARIS;Facture;0597;0570R2607T000;17/07/2026;0570;445620;34227.200000;GY1741768G;;0.000010;;EUR;Facture intragroupe City 00570;20/07/2026;28/07/2026;17/07/2026;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;590409;8552273
OAE024;Fournisseur inactif ou inexistant;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;CITY;CYF - CITY Factures Intra-Groupe;B00000009K-ENERGIES PARIS;Facture;0597;0570R2607T001;17/07/2026;0570;401050;245965.200000;GY1741640L;;0.000010;;EUR;Facture intragroupe City 00570;20/07/2026;28/07/2026;17/07/2026;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;590408;8552268
;;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;CITY;CYF - CITY Factures Intra-Groupe;B00000009K-ENERGIES PARIS;Facture;0597;0570R2607T001;17/07/2026;0570;231800;204971.000000;GY1741640L;ENTRETIEN REPARATION DIV.;2.000000;;EUR;Facture intragroupe City 00570;20/07/2026;28/07/2026;17/07/2026;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;590408;8552269
;;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;CITY;CYF - CITY Factures Intra-Groupe;B00000009K-ENERGIES PARIS;Facture;0597;0570R2607T001;17/07/2026;0570;445620;40994.200000;GY1741640L;;0.000010;;EUR;Facture intragroupe City 00570;20/07/2026;28/07/2026;17/07/2026;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;590408;8552270
OAE024;Fournisseur inactif ou inexistant;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;CITY;CYF - CITY Factures Intra-Groupe;B00000009K-ENERGIES PARIS;Facture;0597;0570R2607T002;17/07/2026;0570;401050;245965.200000;GY1741764C;;0.000010;;EUR;Facture intragroupe City 00570;20/07/2026;28/07/2026;17/07/2026;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;590407;8552265
;;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;CITY;CYF - CITY Factures Intra-Groupe;B00000009K-ENERGIES PARIS;Facture;0597;0570R2607T002;17/07/2026;0570;231800;204971.000000;GY1741764C;ENTRETIEN REPARATION DIV.;2.000000;;EUR;Facture intragroupe City 00570;20/07/2026;28/07/2026;17/07/2026;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;590407;8552266
;;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;CITY;CYF - CITY Factures Intra-Groupe;B00000009K-ENERGIES PARIS;Facture;0597;0570R2607T002;17/07/2026;0570;445620;40994.200000;GY1741764C;;0.000010;;EUR;Facture intragroupe City 00570;20/07/2026;28/07/2026;17/07/2026;HEF01_SRC_FACTURESFOURNISSEURS_180726-011017_ST_HEF01_639199338171890182_001;590407;8552267
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;FC203779;30/06/2026;1381-FRA90200;401100;5967.480000;GN1583911Z;;0.000010;;EUR;STANDARD - FC203779;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590403;8552253
;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;FC203779;30/06/2026;1381-FRA90200;445660;542.500000;GN1583911Z;;57.320000;;EUR;STANDARD - FC203779;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590403;8552254
;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;FC203779;30/06/2026;1381-FRA90200;602210;5424.980000;GN1583911Z;UC ACHAT BIOMASSE;57.320000;;EUR;STANDARD - FC203779;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590403;8552255
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;VLF26F0128;30/06/2026;78936-FRA62950;401100;1031.780000;GN1583425X;;0.000010;;EUR;STANDARD - VLF26F0128;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590406;8552262
;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;VLF26F0128;30/06/2026;78936-FRA62950;445661;171.960000;GN1583425X;;6.200100;;EUR;STANDARD - VLF26F0128;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590406;8552263
;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;VLF26F0128;30/06/2026;78936-FRA62950;611600;859.820000;GN1583425X;COUTS CENDRES;6.200100;;EUR;STANDARD - VLF26F0128;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590406;8552264
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;VLF26F0129;30/06/2026;78936-FRA62950;401100;965.210000;GN1583445V;;0.000010;;EUR;STANDARD - VLF26F0129;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590405;8552259
;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;VLF26F0129;30/06/2026;78936-FRA62950;445661;160.870000;GN1583445V;;5.800100;;EUR;STANDARD - VLF26F0129;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590405;8552260
;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;VLF26F0129;30/06/2026;78936-FRA62950;611600;804.340000;GN1583445V;COUTS CENDRES;5.800100;;EUR;STANDARD - VLF26F0129;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590405;8552261
OAE025;Site Fournisseur inactif ou inexistant;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;VLF26F0134;30/06/2026;78936-FRA62950;401100;1733.280000;GN1583428A;;0.000010;;EUR;STANDARD - VLF26F0134;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590404;8552256
;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;VLF26F0134;30/06/2026;78936-FRA62950;445661;288.880000;GN1583428A;;3.750100;;EUR;STANDARD - VLF26F0134;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590404;8552257
;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;PIRENE;HAF - PIRENE Factures Fournisseurs;B00000001B - DOS REGION SIEGE FRANCE;Facture;0367;VLF26F0134;30/06/2026;78936-FRA62950;611600;1444.400000;GN1583428A;COUTS CENDRES;3.750100;;EUR;STANDARD - VLF26F0134;20/07/2026;28/07/2026;;PRN01_SRC_FACTURESFOURNISSEURS_20260717_204957;590404;8552258
