Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Société;Numéro pièce;Date pièce comptable;Compte local;Sous compte;Montant débit;Montant crédit;Centre finance;TF;Quantité;Type dépense;Type évènement;Type TVA;Devise;Date Arrêté comptable;Description ligne;Date création GDR;Fichier SRC technique;ID GDR;Line GDR
OAE036;date de fin de validit� du projet ant�rieure � la date de fin de la periode de contrepassation de la pi�ce;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001162;25/06/2026;602218;0;11.160000;0.000000;B00003405V;GL1354837M;0.000010;DEBOURS CHALEUR FIXE;;YES;EUR;25/06/2026;CAP CHALEUR CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589635;8543285
OAE036;date de fin de validit� du projet ant�rieure � la date de fin de la periode de contrepassation de la pi�ce;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001162;25/06/2026;602218;0;92.440000;0.000000;B00003405V;GL1354837M;0.000010;DEBOURS CHALEUR;;YES;EUR;25/06/2026;CAP CHALEUR CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589635;8543286
;;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001162;25/06/2026;408100;0;0.000000;109.300000;B00003405V;GL1354837M;0.000010;;;;EUR;25/06/2026;CAP CHALEUR CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589635;8543287
;;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001162;25/06/2026;445860;0;5.700000;0.000000;B00003405V;GL1354837M;0.000010;;;YES;EUR;25/06/2026;CAP CHALEUR CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589635;8543288
OAE036;date de fin de validit� du projet ant�rieure � la date de fin de la periode de contrepassation de la pi�ce;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001163;25/06/2026;602218;0;499.250000;0.000000;B00003405V;GL1354837M;0.000010;DEBOURS CHALEUR;;YES;EUR;25/06/2026;CAP CHALEUR CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589636;8543289
OAE036;date de fin de validit� du projet ant�rieure � la date de fin de la periode de contrepassation de la pi�ce;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001163;25/06/2026;602218;0;1106.200000;0.000000;B00003405V;GL1354837M;0.000010;DEBOURS CHALEUR FIXE;;YES;EUR;25/06/2026;CAP CHALEUR CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589636;8543290
;;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001163;25/06/2026;408100;0;0.000000;1693.750000;B00003405V;GL1354837M;0.000010;;;;EUR;25/06/2026;CAP CHALEUR CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589636;8543291
;;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001163;25/06/2026;445860;0;88.300000;0.000000;B00003405V;GL1354837M;0.000010;;;YES;EUR;25/06/2026;CAP CHALEUR CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589636;8543292
OAE036;date de fin de validit� du projet ant�rieure � la date de fin de la periode de contrepassation de la pi�ce;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001164;25/06/2026;606103;3000;5.990000;0.000000;B00003405V;GL1354837M;0.000010;DEBOURS P1 ELECTRICITE;;YES;EUR;25/06/2026;CAP ELEC CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589637;8543293
OAE036;date de fin de validit� du projet ant�rieure � la date de fin de la periode de contrepassation de la pi�ce;CEL01_SRC_ECRITURESGL_260626-170105;CELERIS;CEL - CELERIS CAP;B00000005F - DNA REGION SUD OUEST;0691;02606001164;25/06/2026;606103;3000;462.220000;0.000000;B00003405V;GL1354837M;0.000010;DEBOURS P1 ELECTRICITE;;YES;EUR;25/06/2026;CAP ELEC CELERIS;26/06/2026;CEL01_PIVOT_GL_ECRITURESGL_20260626-170423;589637;8543294
