Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Société;Numéro pièce;Date pièce comptable;Compte local;Sous compte;Montant débit;Montant crédit;Centre finance;TF;Quantité;Type dépense;Type évènement;Type TVA;Devise;Date Arrêté comptable;Description ligne;Date création GDR;Fichier SRC technique;ID GDR;Line GDR
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604713_D;28/07/2026;603210;0;649.530000;0.000000;B00002421B;GN0221734W;1513.000000;UC STOCKS DEBUT GAZ;;;;28/07/2026;STOCK - PDLS000383;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589487;8543058
;;PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604713_D;28/07/2026;322110;0;0.000000;649.530000;B00002421B;GN0221734W;0.000000;;;;;28/07/2026;STOCK - PDLS000383;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589487;8543059
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604713_F;25/06/2026;603210;0;0.000000;649.530000;B00002421B;GN0221734W;1513.000000;UC STOCKS FIN GAZ;;;;25/06/2026;STOCK - PDLS000383;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589486;8543056
;;PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604713_F;25/06/2026;322110;0;649.530000;0.000000;B00002421B;GN0221734W;0.000000;;;;;25/06/2026;STOCK - PDLS000383;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589486;8543057
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604770_D;28/07/2026;603210;0;1294.190000;0.000000;B00002421B;GN0320057B;1300.000000;UC STOCKS DEBUT FOD;;;;28/07/2026;STOCK - PDLS000940;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589489;8543062
;;PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604770_D;28/07/2026;322110;0;0.000000;1294.190000;B00002421B;GN0320057B;0.000000;;;;;28/07/2026;STOCK - PDLS000940;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589489;8543063
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604770_F;25/06/2026;603210;0;0.000000;1294.190000;B00002421B;GN0320057B;1300.000000;UC STOCKS FIN FOD;;;;25/06/2026;STOCK - PDLS000940;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589488;8543060
;;PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604770_F;25/06/2026;322110;0;1294.190000;0.000000;B00002421B;GN0320057B;0.000000;;;;;25/06/2026;STOCK - PDLS000940;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589488;8543061
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604795_D;28/07/2026;603210;0;4458.950000;0.000000;B00002422C;GN0665363V;4000.000000;UC STOCKS DEBUT FOD;;;;28/07/2026;STOCK - PDLS001111;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589493;8543070
;;PRN01_SRC_ECRITURESGL_20260626-084744;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2604795_D;28/07/2026;322110;0;0.000000;4458.950000;B00002422C;GN0665363V;0.000000;;;;;28/07/2026;STOCK - PDLS001111;26/06/2026;PRN01_SRC_ECRITURESGL_20260626-084744;589493;8543071
