Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Société;Numéro pièce;Date pièce comptable;Compte local;Sous compte;Montant débit;Montant crédit;Centre finance;TF;Quantité;Type dépense;Type évènement;Type TVA;Devise;Date Arrêté comptable;Description ligne;Date création GDR;Fichier SRC technique;ID GDR;Line GDR
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024352;26/08/2026;418150;0913;795.610000;0.000000;B00001295X;GL0023474A;0.000010;;;;EUR;26/08/2026;P.A.R. GL0023474A;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591564;8743970
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024352;26/08/2026;762800;0913;0.000000;375.970000;B00001295X;GL0023474A;0.000010;;PRODUITS DE FINANCEMENT P5;YES;EUR;26/08/2026;P.A.R. GL0023474A;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591564;8743971
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024352;26/08/2026;706001;0913;0.000000;350.800000;B00001295X;GL0023474A;0.000010;;VENTE P2;YES;EUR;26/08/2026;P.A.R. GL0023474A;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591564;8743972
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024352;26/08/2026;706001;0913;0.000000;82.030000;B00001295X;GL0023474A;0.000010;;VENTE P3 TRANSPARENT;YES;EUR;26/08/2026;P.A.R. GL0023474A;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591564;8743973
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024352;26/08/2026;706001;0913;54.670000;0.000000;B00001295X;GL0023474A;0.000010;;VENTE P1;YES;EUR;26/08/2026;P.A.R. GL0023474A;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591564;8743974
;;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024352;26/08/2026;445870;0;3.010000;0.000000;B00001295X;GL0023474A;0.000010;;;YES;EUR;26/08/2026;P.A.R. GL0023474A;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591564;8743975
;;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024352;26/08/2026;445870;0;0.000000;23.810000;B00001295X;GL0023474A;0.000010;;;YES;EUR;26/08/2026;P.A.R. GL0023474A;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591564;8743976
;;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024352;26/08/2026;445870;0;0.000000;20.680000;B00001295X;GL0023474A;0.000010;;;YES;EUR;26/08/2026;P.A.R. GL0023474A;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591564;8743977
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024353;26/08/2026;418150;0913;276266.980000;0.000000;B00001295X;GL1553395X;0.000010;;;;EUR;26/08/2026;P.A.R. GL1553395X;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591565;8743978
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024353;26/08/2026;706001;0913;0.000000;122501.600000;B00001295X;GL1553395X;0.000010;;VENTE P1;YES;EUR;26/08/2026;P.A.R. GL1553395X;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591565;8743979
OAE043;Impossible de déterminer le code interco (segment5).;FAC02_SRC_ECRITURESGL_270826-171601;CID;PAR - CID Produits à recevoir;B00000002C - DRW REGION ILE DE FRANCE;0001;00827024353;26/08/2026;706001;0913;0.000000;87682.790000;B00001295X;GL1553395X;0.000010;;VENTE P2;YES;EUR;26/08/2026;P.A.R. GL1553395X;27/08/2026;FAC02_PIVOT_GL_ECRITURESGL_20260827-171813;591565;8743980
