Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Société;Numéro pièce;Date pièce comptable;Compte local;Sous compte;Montant débit;Montant crédit;Centre finance;TF;Quantité;Type dépense;Type évènement;Type TVA;Devise;Date Arrêté comptable;Description ligne;Date création GDR;Fichier SRC technique;ID GDR;Line GDR
OAE011;Impossible de déterminer la nature d'activité (segment8);FAC02_SRC_ECRITURESGL_270526-171607;CID;PAR - CID Produits à recevoir;B00000003D - DSW REGION NORD-OUEST;0001;00527007320;26/05/2026;418100;0;0.000000;66146.300000;B00001483K;GL0036847X;0.000010;;;;EUR;26/05/2026;P.A.R. GL0036847X;27/05/2026;FAC02_PIVOT_GL_ECRITURESGL_20260527-171809;588787;8540893
OAE036;date de fin de validit� du projet ant�rieure � la date de fin de la periode de contrepassation de la pi�ce;FAC02_SRC_ECRITURESGL_270526-171607;CID;PAR - CID Produits à recevoir;B00000003D - DSW REGION NORD-OUEST;0001;00527007320;26/05/2026;706001;0;66146.300000;0.000000;B00001483K;GL0036847X;0.000010;;VENTE P1;YES;EUR;26/05/2026;P.A.R. GL0036847X;27/05/2026;FAC02_PIVOT_GL_ECRITURESGL_20260527-171809;588787;8540894
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0001;26 05 280000723;28/05/2026;451000;0028;0.000000;8753.400000;0;0;0.000000;;;;EUR;01/04/2026;26 05 280000723/INTDK-  DK_DECHF 20260401/EUR/875340;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588868;8541113
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0001;26 05 280000723;28/05/2026;661500;0028;8753.400000;0.000000;0;0;0.000000;INTERETS C/C-DEPOTS CRED.DEDUC;;;EUR;01/04/2026;26 05 280000723/INTDK-  DK_DECHF 20260401/EUR/875340;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588868;8541114
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0001;26 05 280000724;28/05/2026;451000;0531;0.000000;24176.520000;0;0;0.000000;;;;EUR;01/04/2026;26 05 280000724/INTDK-  DK_DECHF 20260401/EUR/2417652;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588869;8541115
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0001;26 05 280000724;28/05/2026;661500;0531;24176.520000;0.000000;0;0;0.000000;INTERETS C/C-DEPOTS CRED.DEDUC;;;EUR;01/04/2026;26 05 280000724/INTDK-  DK_DECHF 20260401/EUR/2417652;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588869;8541116
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0401;26 05 280000725;28/05/2026;451000;0001;0.000000;8707.670000;0;0;0.000000;;;;EUR;01/04/2026;26 05 280000725/INTDK-  DK_DECHF 20260401/EUR/870767;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588870;8541117
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0401;26 05 280000725;28/05/2026;661500;0001;8707.670000;0.000000;0;0;0.000000;INTERETS C/C-DEPOTS CRED.DEDUC;;;EUR;01/04/2026;26 05 280000725/INTDK-  DK_DECHF 20260401/EUR/870767;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588870;8541118
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0531;26 05 280000726;28/05/2026;451000;0001;24176.520000;0.000000;0;0;0.000000;;;;EUR;01/04/2026;26 05 280000726/INTDK+  DK_EECHF 20260401/EUR/2417652;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588871;8541119
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0531;26 05 280000726;28/05/2026;763701;0001;0.000000;24176.520000;0;0;0.000000;;INTERETS C/C PART DEDUCTIBLE;;EUR;01/04/2026;26 05 280000726/INTDK+  DK_EECHF 20260401/EUR/2417652;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588871;8541120
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0531;26 05 280000726;28/05/2026;445710;0;0.000000;0.000000;0;0;0.000000;;;YES;EUR;01/04/2026;26 05 280000726/TVA/EUR/0;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588871;8541121
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0028;26 05 280000727;28/05/2026;451000;0001;8753.400000;0.000000;0;0;0.000000;;;;EUR;01/04/2026;26 05 280000727/INTDK+  DK_EECHF 20260401/EUR/875340;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588872;8541122
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0028;26 05 280000727;28/05/2026;763701;0001;0.000000;8753.400000;0;0;0.000000;;INTERETS C/C PART DEDUCTIBLE;;EUR;01/04/2026;26 05 280000727/INTDK+  DK_EECHF 20260401/EUR/875340;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588872;8541123
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0028;26 05 280000727;28/05/2026;445710;0;0.000000;0.000000;0;0;0.000000;;;YES;EUR;01/04/2026;26 05 280000727/TVA/EUR/0;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588872;8541124
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0001;26 05 280000728;28/05/2026;451000;0401;8707.670000;0.000000;0;0;0.000000;;;;EUR;01/04/2026;26 05 280000728/INTDK+  DK_EECHF 20260401/EUR/870767;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588873;8541125
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0001;26 05 280000728;28/05/2026;763701;0401;0.000000;8707.670000;0;0;0.000000;;INTERETS C/C PART DEDUCTIBLE;;EUR;01/04/2026;26 05 280000728/INTDK+  DK_EECHF 20260401/EUR/870767;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588873;8541126
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026052814320580248.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KEH - Kyriba Intérêts Comptes Courants;NA-Non affectable;0001;26 05 280000728;28/05/2026;445710;0;0.000000;0.000000;0;0;0.000000;;;YES;EUR;01/04/2026;26 05 280000728/TVA/EUR/0;28/05/2026;EDF01_PIVOT_GL_ECRITURESGL_20260528-143325;588873;8541127
