Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Société;Numéro pièce;Date pièce comptable;Compte local;Sous compte;Montant débit;Montant crédit;Centre finance;TF;Quantité;Type dépense;Type évènement;Type TVA;Devise;Date Arrêté comptable;Description ligne;Date création GDR;Fichier SRC technique;ID GDR;Line GDR
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603790_D;25/06/2026;603210;0;1546.500000;0.000000;B00002421B;GN0037834T;64000.000000;UC STOCKS DEBUT FOD;;;;25/06/2026;STOCK - PDLS000332;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588621;8540643
;;PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603790_D;25/06/2026;322110;0;0.000000;1546.500000;B00002421B;GN0037834T;0.000000;;;;;25/06/2026;STOCK - PDLS000332;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588621;8540644
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603790_F;26/05/2026;603210;0;0.000000;1546.500000;B00002421B;GN0037834T;64000.000000;UC STOCKS FIN FOD;;;;26/05/2026;STOCK - PDLS000332;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588620;8540641
;;PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603790_F;26/05/2026;322110;0;1546.500000;0.000000;B00002421B;GN0037834T;0.000000;;;;;26/05/2026;STOCK - PDLS000332;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588620;8540642
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603803_D;25/06/2026;603210;0;863.330000;0.000000;B00002421B;GN0221734W;2011.000000;UC STOCKS DEBUT GAZ;;;;25/06/2026;STOCK - PDLS000383;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588627;8540655
;;PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603803_D;25/06/2026;322110;0;0.000000;863.330000;B00002421B;GN0221734W;0.000000;;;;;25/06/2026;STOCK - PDLS000383;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588627;8540656
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603803_F;26/05/2026;603210;0;0.000000;863.330000;B00002421B;GN0221734W;2011.000000;UC STOCKS FIN GAZ;;;;26/05/2026;STOCK - PDLS000383;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588626;8540653
;;PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603803_F;26/05/2026;322110;0;863.330000;0.000000;B00002421B;GN0221734W;0.000000;;;;;26/05/2026;STOCK - PDLS000383;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588626;8540654
OAE008;Impossible de déterminer le compte groupe  (segment4);PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603860_D;25/06/2026;603210;0;1294.190000;0.000000;B00002421B;GN0320057B;1300.000000;UC STOCKS DEBUT FOD;;;;25/06/2026;STOCK - PDLS000940;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588629;8540659
;;PRN01_SRC_ECRITURESGL_20260527-085105;PIRENE;CMB - PIRENE Valorisation Stocks Combustibles;B00000001B - DOS REGION SIEGE FRANCE;0804;ESS2603860_D;25/06/2026;322110;0;0.000000;1294.190000;B00002421B;GN0320057B;0.000000;;;;;25/06/2026;STOCK - PDLS000940;27/05/2026;PRN01_SRC_ECRITURESGL_20260527-085105;588629;8540660
