Code Rejet;Libellé rejet;Fichier Source;Appli Source;Folio;Région;Société;Numéro pièce;Date pièce comptable;Compte local;Sous compte;Montant débit;Montant crédit;Centre finance;TF;Quantité;Type dépense;Type évènement;Type TVA;Devise;Date Arrêté comptable;Description ligne;Date création GDR;Fichier SRC technique;ID GDR;Line GDR
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000001B - DOS REGION SIEGE FRANCE;0001;26 09 140002002;14/09/2026;512201;0;0.000000;12000.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002002/VMT-    DK_DVMAN 20260630/EUR/1200000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591946;8745005
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000001B - DOS REGION SIEGE FRANCE;0001;26 09 140002002;14/09/2026;585000;0;12000.000000;0.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002002/VMT-    DK_DVMAN 20260630/EUR/1200000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591946;8745006
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000001B - DOS REGION SIEGE FRANCE;0001;26 09 140002003;14/09/2026;512201;0;0.000000;25530.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002003/VMT-    DK_DVMAN 20260630/EUR/2553000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591947;8745007
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000001B - DOS REGION SIEGE FRANCE;0001;26 09 140002003;14/09/2026;585000;0;25530.000000;0.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002003/VMT-    DK_DVMAN 20260630/EUR/2553000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591947;8745008
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000002C - DRW REGION ILE DE FRANCE;0001;26 09 140002032;14/09/2026;451000;0551;550.000000;0.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002032/VMT+    DK_DVPCD 20260630/EUR/55000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591951;8745015
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000002C - DRW REGION ILE DE FRANCE;0001;26 09 140002032;14/09/2026;585000;0;0.000000;550.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002032/VMT+    DK_DVPCD 20260630/EUR/55000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591951;8745016
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000002C - DRW REGION ILE DE FRANCE;0001;26 09 140002033;14/09/2026;512201;0;0.000000;550.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002033/VMT-    DK_DVPCD 20260630/EUR/55000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591952;8745017
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000002C - DRW REGION ILE DE FRANCE;0001;26 09 140002033;14/09/2026;585000;0;550.000000;0.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002033/VMT-    DK_DVPCD 20260630/EUR/55000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591952;8745018
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000002C - DRW REGION ILE DE FRANCE;0551;26 09 140002034;14/09/2026;451000;0001;0.000000;550.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002034/VMT-    DK_DVPCD 20260630/EUR/55000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591953;8745019
OAE014;Date comptable non comprise dans une période GL ouverte;CDPG.NC4.EXPORT.2026091414532489183.COMP.E_COMP_DALKIA.E_COMPTA_1;DIAPASON;KVI - Kyriba Virements;B00000002C - DRW REGION ILE DE FRANCE;0551;26 09 140002034;14/09/2026;585000;0;550.000000;0.000000;0;0;0.000000;;;;EUR;29/06/2026;26 09 140002034/VMT-    DK_DVPCD 20260630/EUR/55000;14/09/2026;EDF01_PIVOT_GL_ECRITURESGL_20260914-145453;591953;8745020
