Date d'arrêté comptable;Code société;Compte local;Identifiant founisseur externe;Code tâche;Code folio amont;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux TVA;Nature1;Nature2;Type de TVA;Date d'échéance;Id scan facture;Origine scan facture;UO Dalkia
25/08/2026;;401100;;;VFF;Facture VGRF AUVERGNE 24/12/2025 122025;0;STANDARD;672,72;EUR;24/12/2025;24/12/2025;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;;615510;;GK0513010R;VFF;Facture VGRF AUVERGNE 24/12/2025 122025;1;STANDARD;560,60;EUR;24/12/2025;24/12/2025;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
25/08/2026;;445661;;;VFF;Facture VGRF AUVERGNE 24/12/2025 122025;0;STANDARD;112,12;EUR;24/12/2025;24/12/2025;20,00;ENTRETIEN  ET AMENAG.DIVERS;;;;;;B00000001B
