OAE025|Site Fournisseur inactif ou inexistant|PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;401100;78936-FRA62950;GN1654507X;HAF;STANDARD - VLF26G0026;0,00001;STANDARD;5600,54;EUR;23/07/2026;VLF26G0026;0,00;;;;;PRN-FVB0064543-SUEZ---VLF26G0026.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE|XXEAI_INTERFACE_TOOLS_PKG.Get_Info_Invoice_Header|VLF26G0026|0367|12570108|49102007
OAE025|Site Fournisseur inactif ou inexistant|PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;401100;89690-FRA19200-A;GN1584011M;HAF;STANDARD - 2026-07-VCOM 342;0,00001;STANDARD;5690,30;EUR;31/07/2026;2026-07-VCOM 342;0,00;;;;;PRN-FVB0064580-SYLVO-WATT-SABLE--072026.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE|XXEAI_INTERFACE_TOOLS_PKG.Get_Info_Invoice_Header|2026-07-VCOM 342|0367|12570145|49102084
OAE025|Site Fournisseur inactif ou inexistant|PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;401100;89690-FRA19200-A;GN1583479H;HAF;STANDARD - 2026-07-VCOM 341;0,00001;STANDARD;74435,23;EUR;31/07/2026;2026-07-VCOM 341;0,00;;;;;PRN-FVB0064581-341-CB46-BEF-Region-Ouest-chez-DALKIA-.-(1).pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE|XXEAI_INTERFACE_TOOLS_PKG.Get_Info_Invoice_Header|2026-07-VCOM 341|0367|12570146|49102086
OAE025|Site Fournisseur inactif ou inexistant|PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;401100;89690-FRA19200-A;GN1583433F;HAF;STANDARD - 2026-07-VCOM 338;0,00001;STANDARD;70153,80;EUR;31/07/2026;2026-07-VCOM 338;0,00;;;;;PRN-FVB0064583-338-CB46-BEF-Region-Ouest-chez-DALKIA-..pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE|XXEAI_INTERFACE_TOOLS_PKG.Get_Info_Invoice_Header|2026-07-VCOM 338|0367|12570148|49102090
||PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;445661;78936-FRA62950;GN1654507X;HAF;STANDARD - VLF26G0026;13,72510;STANDARD;933,42;EUR;23/07/2026;VLF26G0026;20,00;;;DED_20.00E;;PRN-FVB0064543-SUEZ---VLF26G0026.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE||VLF26G0026|0367|12570108|49102008
||PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;611600;78936-FRA62950;GN1654507X;HAF;STANDARD - VLF26G0026;13,72510;STANDARD;4667,12;EUR;23/07/2026;VLF26G0026;20,00;COUTS CENDRES;;;;PRN-FVB0064543-SUEZ---VLF26G0026.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE||VLF26G0026|0367|12570108|49102009
||PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;445660;89690-FRA19200-A;GN1584011M;HAF;STANDARD - 2026-07-VCOM 342;48,88000;STANDARD;517,30;EUR;31/07/2026;2026-07-VCOM 342;10,00;;;DED_10.00D;;PRN-FVB0064580-SYLVO-WATT-SABLE--072026.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE||2026-07-VCOM 342|0367|12570145|49102085
||PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;602210;89690-FRA19200-A;GN1584011M;HAF;STANDARD - 2026-07-VCOM 342;48,88000;STANDARD;5173,00;EUR;31/07/2026;2026-07-VCOM 342;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064580-SYLVO-WATT-SABLE--072026.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE||2026-07-VCOM 342|0367|12570145|49102086
||PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;445660;89690-FRA19200-A;GN1583479H;HAF;STANDARD - 2026-07-VCOM 341;725,08000;STANDARD;6766,84;EUR;31/07/2026;2026-07-VCOM 341;10,00;;;DED_10.00D;;PRN-FVB0064581-341-CB46-BEF-Region-Ouest-chez-DALKIA-.-(1).pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE||2026-07-VCOM 341|0367|12570146|49102087
||PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;602210;89690-FRA19200-A;GN1583479H;HAF;STANDARD - 2026-07-VCOM 341;725,08000;STANDARD;67668,39;EUR;31/07/2026;2026-07-VCOM 341;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064581-341-CB46-BEF-Region-Ouest-chez-DALKIA-.-(1).pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE||2026-07-VCOM 341|0367|12570146|49102088
||PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;445660;89690-FRA19200-A;GN1583433F;HAF;STANDARD - 2026-07-VCOM 338;708,06000;STANDARD;6377,62;EUR;31/07/2026;2026-07-VCOM 338;10,00;;;DED_10.00D;;PRN-FVB0064583-338-CB46-BEF-Region-Ouest-chez-DALKIA-..pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE||2026-07-VCOM 338|0367|12570148|49102091
||PIRENE|FACTURESFOURNISSEURS.FIN01|||26/08/2026;0367;602210;89690-FRA19200-A;GN1583433F;HAF;STANDARD - 2026-07-VCOM 338;708,06000;STANDARD;63776,18;EUR;31/07/2026;2026-07-VCOM 338;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064583-338-CB46-BEF-Region-Ouest-chez-DALKIA-..pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260826_205624;PIRENE||2026-07-VCOM 338|0367|12570148|49102092
