GL Closing Date;Company Code;Compte local;ID fournisseur externe;Appro Task Code;Code Folio;Description;Quantity;Type;Montant;Currency Code;Document Date;Document Number;VAT %;Nature 1;Nature 2;VAT Type;Due Date;Invoice Scan ID;Invoice Scan Source;Region Code;Source file id;Application source
26/08/2026;0367;401100;56666-FRA62710;GN1621220W;HAF;STANDARD - VT2607/120;0,00001;STANDARD;1956,87;EUR;31/07/2026;VT2607/120;0,00;;;;;PRN-FVB0064200-BNE-VT2607-120.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;445660;56666-FRA62710;GN1621220W;HAF;STANDARD - VT2607/120;16,30000;STANDARD;177,90;EUR;31/07/2026;VT2607/120;10,00;;;DED_10.00D;;PRN-FVB0064200-BNE-VT2607-120.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;602210;56666-FRA62710;GN1621220W;HAF;STANDARD - VT2607/120;16,30000;STANDARD;1778,97;EUR;31/07/2026;VT2607/120;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064200-BNE-VT2607-120.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;401100;103780-FRA14340;GN1583455F;HAF;STANDARD - FA2026/162;0,00001;STANDARD;16700,07;EUR;31/07/2026;FA2026/162;0,00;;;;;PRN-FVB0064201-DAVOUST-FA2026-162.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;445660;103780-FRA14340;GN1583455F;HAF;STANDARD - FA2026/162;155,84000;STANDARD;1518,19;EUR;31/07/2026;FA2026/162;10,00;;;DED_10.00D;;PRN-FVB0064201-DAVOUST-FA2026-162.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;602210;103780-FRA14340;GN1583455F;HAF;STANDARD - FA2026/162;155,84000;STANDARD;15181,88;EUR;31/07/2026;FA2026/162;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064201-DAVOUST-FA2026-162.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;401100;103780-FRA14340;GN1583444T;HAF;STANDARD - FA2026/163;0,00001;STANDARD;26538,41;EUR;31/07/2026;FA2026/163;0,00;;;;;PRN-FVB0064202-DAVOUST-FA2026-163.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;445660;103780-FRA14340;GN1583444T;HAF;STANDARD - FA2026/163;237,25000;STANDARD;2412,58;EUR;31/07/2026;FA2026/163;10,00;;;DED_10.00D;;PRN-FVB0064202-DAVOUST-FA2026-163.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;602210;103780-FRA14340;GN1583444T;HAF;STANDARD - FA2026/163;237,25000;STANDARD;24125,83;EUR;31/07/2026;FA2026/163;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064202-DAVOUST-FA2026-163.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;401100;102024-FRA59226;GN1583462N;HAF;STANDARD - 157198;0,00001;STANDARD;1141,57;EUR;31/07/2026;157198;0,00;;;;;PRN-FVB0064203-DE-SLOOVERE-157198.PDF;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;445660;102024-FRA59226;GN1583462N;HAF;STANDARD - 157198;3,00000;STANDARD;103,78;EUR;31/07/2026;157198;10,00;;;DED_10.00D;;PRN-FVB0064203-DE-SLOOVERE-157198.PDF;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;602210;102024-FRA59226;GN1583462N;HAF;STANDARD - 157198;3,00000;STANDARD;1037,79;EUR;31/07/2026;157198;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064203-DE-SLOOVERE-157198.PDF;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;401100;75060-FRA62840;GN1583477F;HAF;STANDARD - 20036548;0,00001;STANDARD;19501,47;EUR;31/07/2026;20036548;0,00;;;;;PRN-FVB0064204-DELESTREZ-20036548.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;445660;75060-FRA62840;GN1583477F;HAF;STANDARD - 20036548;177,24000;STANDARD;1772,86;EUR;31/07/2026;20036548;10,00;;;DED_10.00D;;PRN-FVB0064204-DELESTREZ-20036548.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;602210;75060-FRA62840;GN1583477F;HAF;STANDARD - 20036548;177,24000;STANDARD;17728,61;EUR;31/07/2026;20036548;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064204-DELESTREZ-20036548.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;401100;75060-FRA62840;GN1583446W;HAF;STANDARD - 20036549;0,00001;STANDARD;19808,00;EUR;31/07/2026;20036549;0,00;;;;;PRN-FVB0064205-DELESTREZ-20036549.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;445660;75060-FRA62840;GN1583446W;HAF;STANDARD - 20036549;189,10000;STANDARD;1800,73;EUR;31/07/2026;20036549;10,00;;;DED_10.00D;;PRN-FVB0064205-DELESTREZ-20036549.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;602210;75060-FRA62840;GN1583446W;HAF;STANDARD - 20036549;189,10000;STANDARD;18007,27;EUR;31/07/2026;20036549;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064205-DELESTREZ-20036549.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;401100;75060-FRA62840;GN1583992R;HAF;STANDARD - 20036550;0,00001;STANDARD;36726,56;EUR;31/07/2026;20036550;0,00;;;;;PRN-FVB0064206-DELESTREZ-20036550.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;445660;75060-FRA62840;GN1583992R;HAF;STANDARD - 20036550;349,14000;STANDARD;3338,78;EUR;31/07/2026;20036550;10,00;;;DED_10.00D;;PRN-FVB0064206-DELESTREZ-20036550.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
26/08/2026;0367;602210;75060-FRA62840;GN1583992R;HAF;STANDARD - 20036550;349,14000;STANDARD;33387,78;EUR;31/07/2026;20036550;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064206-DELESTREZ-20036550.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260807_205356;PIRENE
