"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Commentaire";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"BIO";"FOURNISSEURS";"25/08/2026";"FAC02_SRC_FACTURESFOURNISSEURS_250826-010237_ST_FAC02_639232165577317569_001";"52";"1361178,85";"1361178,85";"51";"1235823,26";"1235823,26";"1";"125355,59";"125355,59";"";"1361178,85";"125355,59";"1230696,9";"51";"1235823,26";"1";"125355,59";"KO"
"BIO";"FOURNISSEURS";"18/08/2026";"FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001";"5";"196693,05";"196693,05";"0";"0";"0";"5";"196693,05";"196693,05";"";"196693,05";"196693,05";"393386,1";"0";"0";"5";"196693,05";"KO"
"CEC";"FOURNISSEURS";"25/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_250826-200423_ST_CEL01_639232850633814863_001";"29";"216317,93";"216317,93";"0";"0";"0";"29";"216317,93";"216317,93";"";"216317,93";"216317,93";"216317,93";"0";"0";"29";"216317,93";"KO"
"CEE";"FOURNISSEURS";"25/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_250826-200423_ST_CEL01_639232850633814863_001";"49";"239800,08";"239800,08";"0";"0";"0";"49";"239800,08";"239800,08";"";"239800,08";"239800,08";"239800,08";"0";"0";"49";"239800,08";"KO"
"CEG";"FOURNISSEURS";"25/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_250826-200423_ST_CEL01_639232850633814863_001";"41";"134390,86";"134390,86";"0";"0";"0";"41";"134390,86";"134390,86";"";"134390,86";"134390,86";"134390,86";"0";"0";"41";"134390,86";"KO"
"CEG";"FOURNISSEURS";"10/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"32";"66394,6";"66394,6";"-32";"-66394,6";"-66394,6";"";"0";"-66394,6";"69041,31";"33";"69041,31";"-33";"-69041,31";"KO"
"CYC";"CLIENTS";"26/08/2026";"HEF01_SRC_FACTURESCLIENTS_260826-011014_ST_HEF01_639233034145690560_001";"345";"2432361,71";"2432361,71";"0";"0";"0";"345";"2432361,71";"2432361,71";"";"2432361,71";"2432361,71";"2432361,71";"0";"0";"345";"2432361,71";"KO"
"CYC";"CLIENTS";"07/08/2026";"HEF01_SRC_FACTURESCLIENTS_070826-011057_ST_HEF01_639216618570470716_001";"394";"3067497,68";"3067497,68";"0";"0";"0";"394";"3067497,68";"3067497,68";"";"3067497,68";"3067497,68";"9223,28";"392";"3058274,4";"2";"9223,28";"KO"
"CYC";"CLIENTS";"04/08/2026";"HEF01_SRC_FACTURESCLIENTS_040826-011102_ST_HEF01_639214026623455108_001";"432";"2389384,07";"2389384,07";"432";"2960807,53";"2960807,53";"0";"-571423,46";"-571423,46";"";"2389384,07";"-571423,46";"1765,3";"431";"2387618,77";"1";"1765,30";"KO"
"CYF";"FOURNISSEURS";"26/08/2026";"HEF01_SRC_FACTURESFOURNISSEURS_260826-011031_ST_HEF01_639233034312343989_001";"8";"59376,18";"59376,18";"0";"0";"0";"8";"59376,18";"59376,18";"";"59376,18";"59376,18";"59376,18";"0";"0";"8";"59376,18";"KO"
