"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Commentaire";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"CEC";"FOURNISSEURS";"11/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"1";"38503,83";"38503,83";"-1";"-38503,83";"-38503,83";"";"0";"-108529,85";"108529,85";"3";"108529,85";"-3";"-108529,85";"KO"
"CEC";"FOURNISSEURS";"10/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"2";"70026,02";"70026,02";"-2";"-70026,02";"-70026,02";"";"0";"-108529,85";"108529,85";"3";"108529,85";"-3";"-108529,85";"KO"
"CEE";"FOURNISSEURS";"10/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"61";"214032,42";"214032,42";"-61";"-214032,42";"-214032,42";"";"0";"-214032,42";"214032,42";"61";"214032,42";"-61";"-214032,42";"KO"
"CEG";"FOURNISSEURS";"11/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"1";"2646,71";"2646,71";"-1";"-2646,71";"-2646,71";"";"0";"-69041,31";"69041,31";"33";"69041,31";"-33";"-69041,31";"KO"
"CEG";"FOURNISSEURS";"10/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"32";"66394,6";"66394,6";"-32";"-66394,6";"-66394,6";"";"0";"-69041,31";"69041,31";"33";"69041,31";"-33";"-69041,31";"KO"
"CYC";"CLIENTS";"07/08/2026";"HEF01_SRC_FACTURESCLIENTS_070826-011057_ST_HEF01_639216618570470716_001";"394";"3067497,68";"3067497,68";"0";"0";"0";"394";"3067497,68";"3067497,68";"";"3067497,68";"3067497,68";"9223,28";"392";"3058274,4";"2";"9223,28";"KO"
"CYC";"CLIENTS";"04/08/2026";"HEF01_SRC_FACTURESCLIENTS_040826-011102_ST_HEF01_639214026623455108_001";"432";"2389384,07";"2389384,07";"432";"2960807,53";"2960807,53";"0";"-571423,46";"-571423,46";"";"2389384,07";"-571423,46";"1765,3";"431";"2387618,77";"1";"1765,30";"KO"
"FAS";"CLIENTS";"31/07/2026";"FAC02_SRC_FACTURESCLIENTS_310726-004858_ST_FAC02_639210557383329919_001";"9";"11040000";"11040000";"1";"11040000";"11040000";"8";"0";"0";"";"11040000";"0";"0";"1";"11040000";"8";"0";"KO"
"GCA";"CLIENTS";"07/08/2026";"FAC02_SRC_FACTURESCLIENTS_070826-015219_ST_FAC02_639216643394100902_001";"536";"2657762,9";"2657762,9";"0";"0";"0";"536";"2657762,9";"2657762,9";"";"2657762,9";"2657762,9";"17717,66";"528";"2640045,24";"8";"17717,66";"KO"
"GCA";"CLIENTS";"04/08/2026";"FAC02_SRC_FACTURESCLIENTS_040826-015647_ST_FAC02_639214054073299009_001";"10775";"47884707,51";"47884707,51";"10775";"49508321,73";"49508321,73";"0";"-1623614,22";"-1623614,22";"";"47884707,51";"-1623614,22";"2738,4";"10774";"47881969,11";"1";"2738,40";"KO"
