"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Commentaire";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"CEC";"FOURNISSEURS";"02/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_020926-200506_ST_CEL01_639239763065430212_001";"15";"663969,71";"663969,71";"0";"0";"0";"15";"663969,71";"663969,71";"";"663969,71";"663969,71";"663969,71";"0";"0";"15";"663969,71";"KO"
"CEC";"FOURNISSEURS";"01/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_010926-211527_ST_CEL01_639238941279052010_001";"14";"1366874,74";"1366874,74";"0";"0";"0";"14";"1366874,74";"1366874,74";"";"1366874,74";"1366874,74";"1360282,39";"0";"0";"14";"1366874,74";"KO"
"CEE";"FOURNISSEURS";"02/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_020926-200506_ST_CEL01_639239763065430212_001";"72";"193162,08";"193162,08";"0";"0";"0";"72";"193162,08";"193162,08";"";"193162,08";"193162,08";"193162,08";"0";"0";"72";"193162,08";"KO"
"CEE";"FOURNISSEURS";"01/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_010926-211527_ST_CEL01_639238941279052010_001";"10";"-2831,53";"-2831,53";"0";"0";"0";"10";"-2831,53";"-2831,53";"";"-2831,53";"-2831,53";"-2831,53";"0";"0";"10";"-2831,53";"KO"
"CEG";"FOURNISSEURS";"02/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_020926-200506_ST_CEL01_639239763065430212_001";"23";"217751,22";"217751,22";"0";"0";"0";"23";"217751,22";"217751,22";"";"217751,22";"217751,22";"216972,24";"0";"0";"23";"217751,22";"KO"
"CEG";"FOURNISSEURS";"01/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_010926-211527_ST_CEL01_639238941279052010_001";"28";"112902,14";"112902,14";"0";"0";"0";"28";"112902,14";"112902,14";"";"112902,14";"112902,14";"110216,17";"0";"0";"28";"112902,14";"KO"
"CEG";"FOURNISSEURS";"27/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001";"0";"0";"0";"23";"22550,27";"22550,27";"-23";"-22550,27";"-22550,27";"";"0";"-22550,27";"22550,27";"23";"22550,27";"-23";"-22550,27";"KO"
"CMB";"GL";"27/08/2026";"PRN01_SRC_ECRITURESGL_20260827-094831";"1482";"20380128,76";"20380128,76";"1482";"20380128,8";"20380128,8";"0";"-0,04";"-0,04";"";"20380128,76";"-0,04";"0";"1482";"20380128,8";"0";"-0,04";"KO"
"CYC";"CLIENTS";"03/09/2026";"HEF01_SRC_FACTURESCLIENTS_030926-011022_ST_HEF01_639239946226134242_001";"525";"9199751,93";"9199751,93";"0";"0";"0";"525";"9199751,93";"9199751,93";"";"9199751,93";"9199751,93";"9199751,93";"0";"0";"525";"9199751,93";"KO"
"CYC";"CLIENTS";"02/09/2026";"HEF01_SRC_FACTURESCLIENTS_020926-011002_ST_HEF01_639239082025482984_001";"314";"3348887,93";"3348887,93";"314";"3927927,73";"3927927,73";"0";"-579039,8";"-579039,8";"";"3348887,93";"-579039,8";"3348887,93";"0";"0";"314";"3348887,93";"KO"
