"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Commentaire";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"CYC";"CLIENTS";"29/08/2026";"HEF01_SRC_FACTURESCLIENTS_290826-011023_ST_HEF01_639235626234213628_001";"328";"1973586,22";"1973586,22";"0";"0";"0";"328";"1973586,22";"1973586,22";"";"1973586,22";"1973586,22";"1973586,22";"0";"0";"328";"1973586,22";"KO"
"CYC";"CLIENTS";"28/08/2026";"HEF01_SRC_FACTURESCLIENTS_280826-051927_ST_HEF01_639234911676523587_001";"743";"3934830,06";"3934830,06";"743";"4180134,08";"4180134,08";"0";"-245304,02";"-245304,02";"";"3934830,06";"-245304,02";"1263154,4";"423";"2671675,66";"320";"1263154,40";"KO"
"CYC";"CLIENTS";"07/08/2026";"HEF01_SRC_FACTURESCLIENTS_070826-011057_ST_HEF01_639216618570470716_001";"394";"3067497,68";"3067497,68";"392";"3058274,4";"3058274,4";"2";"9223,28";"9223,28";"2 factures dans l'interface : 0001M2608TL17  et  0441M2608TDUV";"3067497,68";"9223,28";"8568,78";"393";"3058928,9";"1";"8568,78";"KO"
"CYC";"CLIENTS";"04/08/2026";"HEF01_SRC_FACTURESCLIENTS_040826-011102_ST_HEF01_639214026623455108_001";"432";"2389384,07";"2389384,07";"432";"2960807,53";"2960807,53";"0";"-571423,46";"-571423,46";"1 facture dans l'interface : 0348C2608T628";"2389384,07";"-571423,46";"1765,3";"431";"2387618,77";"1";"1765,30";"KO"
"CYF";"FOURNISSEURS";"29/08/2026";"HEF01_SRC_FACTURESFOURNISSEURS_290826-011040_ST_HEF01_639235626407231707_001";"19";"298679,38";"298679,38";"0";"0";"0";"19";"298679,38";"298679,38";"";"298679,38";"298679,38";"296230,65";"0";"0";"19";"298679,38";"KO"
"FAS";"CLIENTS";"31/07/2026";"FAC02_SRC_FACTURESCLIENTS_310726-004858_ST_FAC02_639210557383329919_001";"9";"11040000";"11040000";"1";"11040000";"11040000";"8";"0";"0";"FAS	GX1655063D	411100	20260730FAS	GX1655072N	411100	20260730FAS	GX1655075S	411100	20260730FAS	GX1655078W	411100	20260730FAS	GX1655079X	411100	20260730FAS	GX1655101X	411100	20260730FAS	GX1655105B	411100	20260730FAS	GX1651088L	411100	20260730Avec montant 0";"11040000";"0";"0";"1";"11040000";"8";"0";"KO"
"FGE";"GL";"29/08/2026";"FAC02_SRC_ECRITURESGL_290826-010405";"16";"49856,77";"49856,77";"0";"0";"0";"16";"49856,77";"49856,77";"";"49856,77";"49856,77";"49856,77";"0";"0";"16";"49856,77";"KO"
"GAZ";"FOURNISSEURS";"26/08/2026";"FAC02_SRC_FACTURESFOURNISSEURS_180826-004902_ST_FAC02_639226109427442508_001";"1177";"283654,87";"283654,87";"2354";"567309,74";"567309,74";"-1177";"-283654,87";"-283654,87";"";"283654,87";"-283654,87";"283654,87";"1177";"283654,87";"0";"0,00";"OK"
"GCA";"CLIENTS";"29/08/2026";"FAC02_SRC_FACTURESCLIENTS_290826-005016_ST_FAC02_639235614163667665_001";"2163";"7885566,05";"7885566,05";"0";"0";"0";"2163";"7885566,05";"7885566,05";"";"7885566,05";"7885566,05";"7885566,05";"0";"0";"2163";"7885566,05";"KO"
"GCA";"CLIENTS";"28/08/2026";"FAC02_SRC_FACTURESCLIENTS_280826-005155_ST_FAC02_639234751156983972_001";"802";"3668690,56";"3668690,56";"802";"3982625,5";"3982625,5";"0";"-313934,94";"-313934,94";"";"3668690,56";"-313934,94";"3655234,53";"1";"13456,03";"801";"3655234,53";"KO"
"GCA";"CLIENTS";"07/08/2026";"FAC02_SRC_FACTURESCLIENTS_070826-015219_ST_FAC02_639216643394100902_001";"536";"2657762,9";"2657762,9";"528";"2640045,24";"2640045,24";"8";"17717,66";"17717,66";"8 factures dans l'interface : 0139R26082155, 0139R26082156, 0139R26082157, 0139R26082158, 0139R26082159, 0139R26082160, 0375M26080455, 0375M26080456";"2657762,9";"17717,66";"17493,96";"530";"2640268,94";"6";"17493,96";"KO"
"GCA";"CLIENTS";"04/08/2026";"FAC02_SRC_FACTURESCLIENTS_040826-015647_ST_FAC02_639214054073299009_001";"10775";"47884707,51";"47884707,51";"10775";"49508321,73";"49508321,73";"0";"-1623614,22";"-1623614,22";"";"47884707,51";"-1623614,22";"0";"10775";"47884707,51";"0";"0,00";"OK"
"GER";"GL";"29/08/2026";"FAC02_SRC_ECRITURESGL_290826-010405";"10";"1582,88";"1582,88";"0";"0";"0";"10";"1582,88";"1582,88";"";"1582,88";"1582,88";"1582,88";"0";"0";"10";"1582,88";"KO"
"GGI";"AUTRE";"06/07/2026";"CDPG.NC4.EXPORT.2026070614320866847.COMP.E_COMP_DALKIA.E_COMPTA_1";"0";"0";"0";"259";"0";"0";"-259";"0";"0";"";"0";"0";"";"";"";"";"";"NON CONTROLE"
"GGI";"AUTRE";"01/07/2026";"CDPG.NC4.EXPORT.2026070114320670414.COMP.E_COMP_DALKIA.E_COMPTA_1";"0";"0";"0";"1";"0";"0";"-1";"0";"0";"cf. KDFI-3749";"0";"0";"";"";"";"";"";"NON CONTROLE"
"GGI";"AUTRE";"16/06/2026";"CDPG.NC4.EXPORT.2026061114321158794.COMP.E_COMP_DALKIA.E_COMPTA_1";"0";"0";"0";"1";"0";"0";"-1";"0";"0";"cf. KDFI-3749";"0";"0";"";"";"";"";"";"NON CONTROLE"
"HAF";"FOURNISSEURS";"28/08/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260828_210253";"4";"21794,27";"21794,27";"0";"0";"0";"4";"21794,27";"21794,27";"";"21794,27";"21794,27";"21794,27";"0";"0";"4";"21794,27";"KO"
"HAF";"FOURNISSEURS";"28/08/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260828_205641";"11";"499512,21";"499512,21";"0";"0";"0";"11";"499512,21";"499512,21";"";"499512,21";"499512,21";"499512,21";"0";"0";"11";"499512,21";"KO"
"IGP";"CLIENTS";"29/08/2026";"FAC02_SRC_FACTURESCLIENTS_290826-005016_ST_FAC02_639235614163667665_001";"68";"261161,27";"261161,27";"0";"0";"0";"68";"261161,27";"261161,27";"";"261161,27";"261161,27";"261161,27";"0";"0";"68";"261161,27";"KO"
"IGP";"CLIENTS";"28/08/2026";"FAC02_SRC_FACTURESCLIENTS_280826-005155_ST_FAC02_639234751156983972_001";"515";"2411548,8";"2411548,8";"515";"2459475,86";"2459475,86";"0";"-47927,06";"-47927,06";"";"2411548,8";"-47927,06";"2411548,8";"0";"0";"515";"2411548,8";"KO"
"IGP";"CLIENTS";"03/08/2026";"FAC02_SRC_FACTURESCLIENTS_010826-005747_ST_FAC02_639211426673639666_001";"73";"674053,93";"674053,93";"73";"674493,13";"674493,13";"0";"-439,2";"-439,2";"1 facture n° 0551R26081597 dans interface AR";"674053,93";"-439,2";"0";"73";"674053,93";"0";"0,00";"OK"
"ING";"FOURNISSEURS";"28/08/2026";"FAC02_SRC_FACTURESFOURNISSEURS_280826-005259_ST_FAC02_639234751794511760_001";"509";"2192019,25";"2192019,25";"507";"2190227,65";"2190227,65";"2";"1791,6";"1791,6";"";"2192019,25";"1791,6";"2124827,38";"0";"0";"509";"2192019,25";"KO"
"ING";"FOURNISSEURS";"03/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_020726-060434_ST_FAC02_639185690741033341_001";"326";"3748960,62";"3748960,62";"325";"3669141,8";"3669141,8";"1";"79818,82";"79818,82";"1 facture 0001R2607SRY8 en erreur format, flux 06297d30-75ec-11f1-9034-005056850e47Folio	Numero Piece	Date Piece	Montant Fichier	Montant OracleING	0001R2607SRY8	01/07/2026	79818,82			ABSENTE";"3748960,62";"79818,82";"3669141,8";"325";"3669141,8";"1";"79818,82";"KO"
"NOT";"FOURNISSEURS";"30/08/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260830231711";"5";"156,44";"156,44";"0";"0";"0";"5";"156,44";"156,44";"";"156,44";"156,44";"129";"0";"0";"5";"156,44";"KO"
"NOT";"FOURNISSEURS";"29/08/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260829231650";"7";"218,77";"218,77";"0";"0";"0";"7";"218,77";"218,77";"";"218,77";"218,77";"218,77";"0";"0";"7";"218,77";"KO"
"NOT";"FOURNISSEURS";"28/08/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260828235046";"211";"44925,29";"44925,29";"0";"0";"0";"211";"44925,29";"44925,29";"";"44925,29";"44925,29";"44925,29";"0";"0";"211";"44925,29";"KO"
"PAR";"GL";"28/08/2026";"FAC02_SRC_ECRITURESGL_270826-171601";"0";"0";"0";"3";"293593,27";"293593,27";"-3";"-293593,27";"-293593,27";"";"451468166,2";"237362,69";"0";"48831";"452128366,07";"-48831";"-452128366,07";"KO"
"PAR";"GL";"28/08/2026";"FAC02_PIVOT_GL_ECRITURESGL_20260827-171813";"-1";"-295,57";"-295,57";"0";"0";"0";"-1";"-295,57";"-295,57";"";"-237362,69";"-237362,69";"0";"0";"0";"-1";"-295,57";"KO"
"PAR";"GL";"28/08/2026";"FAC02_PIVOT_GL_ECRITURESGL_20260827-171813";"-1";"-125,16";"-125,16";"0";"0";"0";"-1";"-125,16";"-125,16";"";"-237362,69";"-237362,69";"0";"0";"0";"-1";"-125,16";"KO"
"PAR";"GL";"28/08/2026";"FAC02_PIVOT_GL_ECRITURESGL_20260827-171813";"-1";"-1234,86";"-1234,86";"0";"0";"0";"-1";"-1234,86";"-1234,86";"";"-237362,69";"-237362,69";"0";"0";"0";"-1";"-1234,86";"KO"
"PAR";"GL";"28/08/2026";"FAC02_PIVOT_GL_ECRITURESGL_20260827-171813";"-1";"-2618,01";"-2618,01";"0";"0";"0";"-1";"-2618,01";"-2618,01";"";"-237362,69";"-237362,69";"0";"0";"0";"-1";"-2618,01";"KO"
"PAR";"GL";"28/08/2026";"FAC02_PIVOT_GL_ECRITURESGL_20260827-171813";"-1";"-289,09";"-289,09";"0";"0";"0";"-1";"-289,09";"-289,09";"";"-237362,69";"-237362,69";"0";"0";"0";"-1";"-289,09";"KO"
"PAR";"GL";"28/08/2026";"FAC02_PIVOT_GL_ECRITURESGL_20260827-171813";"-1";"-232800";"-232800";"0";"0";"0";"-1";"-232800";"-232800";"";"-237362,69";"-237362,69";"0";"0";"0";"-1";"-232800";"KO"
"PAR";"GL";"27/08/2026";"FAC02_SRC_ECRITURESGL_270826-171601";"48834";"451468166,2";"451468166,2";"48825";"450937210,24";"450937210,24";"9";"530955,96";"530955,96";"";"451468166,2";"237362,69";"0";"48831";"452128366,07";"3";"-660199,87";"KO"
"SVB";"CLIENTS";"29/08/2026";"FAC02_SRC_FACTURESCLIENTS_290826-005016_ST_FAC02_639235614163667665_001";"2";"335500";"335500";"0";"0";"0";"2";"335500";"335500";"";"335500";"335500";"335500";"0";"0";"2";"335500";"KO"
"SVB";"CLIENTS";"28/08/2026";"FAC02_SRC_FACTURESCLIENTS_280826-005155_ST_FAC02_639234751156983972_001";"15";"-848819,85";"-848819,85";"15";"2566596,65";"2566596,65";"0";"-3415416,5";"-3415416,5";"";"-848819,85";"-3415416,5";"-848819,85";"0";"0";"15";"-848819,85";"KO"
"SVD";"CLIENTS";"29/08/2026";"FAC02_SRC_FACTURESCLIENTS_290826-005016_ST_FAC02_639235614163667665_001";"285";"70001,67";"70001,67";"0";"0";"0";"285";"70001,67";"70001,67";"";"70001,67";"70001,67";"70001,67";"0";"0";"285";"70001,67";"KO"
"SVD";"CLIENTS";"28/08/2026";"FAC02_SRC_FACTURESCLIENTS_280826-005155_ST_FAC02_639234751156983972_001";"301";"61973,17";"61973,17";"301";"63643,57";"63643,57";"0";"-1670,4";"-1670,4";"";"61973,17";"-1670,4";"61973,17";"0";"0";"301";"61973,17";"KO"
"VFF";"FOURNISSEURS";"10/08/2026";"VHC03_SRC_FACTURESFOURNISSEURS_070826_144348";"35";"1234169,75";"1234169,75";"34";"1234089,47";"1234089,46";"1";"80,28";"80,29";"Facture X6U00192 dans la GDR - 34 factures dans Oracle dont 1 rejet dans l'interface (J6400056)";"1234169,75";"80,28";"1234089,52";"33";"1233953,39";"2";"216,36";"KO"
"VFF";"FOURNISSEURS";"07/08/2026";"VHC03_SRC_FACTURESFOURNISSEURS_070826_114606";"12";"90052,46";"90052,46";"0";"0";"0";"12";"90052,46";"90052,46";"10 factures dans Oracle - 2 factures (2601205762, 2601205763) dans interface.A voir pourquoi on n'a pas le retour d'Oracle dans Contrôle des flux";"90052,46";"90052,46";"90052,46";"12";"90052,46";"0";"0,00";"OK"
"VFF";"FOURNISSEURS";"07/08/2026";"VHC03_SRC_FACTURESFOURNISSEURS_070826_152413";"7";"18235,12";"18235,12";"0";"0";"0";"7";"18235,12";"18235,12";"1 PROCESSED et 6 REJECTED dans ap_invoices_interface.A voir pourquoi on n'a pas le retour d'Oracle dans Contrôle des flux";"18235,12";"18235,12";"127,67";"1";"127,67";"6";"18107,45";"KO"
"VTC";"CLIENTS";"29/08/2026";"FAC02_SRC_FACTURESCLIENTS_290826-005016_ST_FAC02_639235614163667665_001";"9";"13606,29";"13606,29";"0";"0";"0";"9";"13606,29";"13606,29";"";"13606,29";"13606,29";"13606,29";"0";"0";"9";"13606,29";"KO"
"VTC";"CLIENTS";"28/08/2026";"FAC02_SRC_FACTURESCLIENTS_280826-005155_ST_FAC02_639234751156983972_001";"28";"19380,93";"19380,93";"28";"283267,83";"283267,83";"0";"-263886,9";"-263886,9";"";"19380,93";"-263886,9";"19380,93";"0";"0";"28";"19380,93";"KO"
