"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Commentaire";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"BIO";"FOURNISSEURS";"05/09/2026";"FAC02_SRC_FACTURESFOURNISSEURS_050926-011833_ST_FAC02_639241679138190399_001";"7";"-71808,81";"-71808,81";"0";"0";"0";"7";"-71808,81";"-71808,81";"";"-71808,81";"-71808,81";"-71808,81";"0";"0";"7";"-71808,81";"KO"
"CEG";"FOURNISSEURS";"04/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_030926-201255_ST_CEL01_639240631750673854_001";"6";"80984,67";"80984,67";"5";"53751,25";"53751,25";"1";"27233,42";"27233,42";"";"80984,67";"27233,42";"80984,67";"5";"53751,25";"1";"27233,42";"KO"
"CEG";"FOURNISSEURS";"27/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001";"0";"0";"0";"23";"22550,27";"22550,27";"-23";"-22550,27";"-22550,27";"";"0";"-22550,27";"22550,27";"23";"22550,27";"-23";"-22550,27";"KO"
"CMB";"GL";"27/08/2026";"PRN01_SRC_ECRITURESGL_20260827-094831";"1482";"20380128,76";"20380128,76";"1482";"20380128,8";"20380128,8";"0";"-0,04";"-0,04";"";"20380128,76";"-0,04";"0";"1482";"20380128,8";"0";"-0,04";"KO"
"CYC";"CLIENTS";"05/09/2026";"HEF01_SRC_FACTURESCLIENTS_050926-010957_ST_HEF01_639241673971215545_001";"461";"2861767,29";"2861767,29";"0";"0";"0";"461";"2861767,29";"2861767,29";"";"2861767,29";"2861767,29";"2861767,29";"0";"0";"461";"2861767,29";"KO"
"CYC";"CLIENTS";"02/09/2026";"HEF01_SRC_FACTURESCLIENTS_020926-011002_ST_HEF01_639239082025482984_001";"314";"3348887,93";"3348887,93";"314";"3927927,73";"3927927,73";"0";"-579039,8";"-579039,8";"";"3348887,93";"-579039,8";"0";"314";"3348887,93";"0";"0,00";"OK"
"CYC";"CLIENTS";"01/09/2026";"HEF01_SRC_FACTURESCLIENTS_010926-011002_ST_HEF01_639238218027507824_001";"350";"4353939,8";"4353939,8";"350";"5057676,72";"5057676,72";"0";"-703736,92";"-703736,92";"1 facture dans l'interface : 0001R2609TNL7";"4353939,8";"-703736,92";"0";"350";"4353939,8";"0";"0,0";"OK"
"CYF";"FOURNISSEURS";"05/09/2026";"HEF01_SRC_FACTURESFOURNISSEURS_050926-011014_ST_HEF01_639241674140929453_001";"54";"876428,81";"876428,81";"0";"0";"0";"54";"876428,81";"876428,81";"";"876428,81";"876428,81";"854598,7";"0";"0";"54";"876428,81";"KO"
"FAS";"CLIENTS";"05/09/2026";"FAC02_SRC_FACTURESCLIENTS_050926-005040_ST_FAC02_639241662407941086_001";"2";"-3781";"-3781";"0";"0";"0";"2";"-3781";"-3781";"";"-3781";"-3781";"6849,8";"0";"0";"2";"-3781";"KO"
"FGE";"GL";"05/09/2026";"FAC02_SRC_ECRITURESGL_050926-011936";"4";"7860,44";"7860,44";"0";"0";"0";"4";"7860,44";"7860,44";"";"7860,44";"7860,44";"7860,44";"0";"0";"4";"7860,44";"KO"
