"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Commentaire";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"BIO";"FOURNISSEURS";"09/09/2026";"FAC02_SRC_FACTURESFOURNISSEURS_090926-013946_ST_FAC02_639245147860045296_001";"3";"42318,41";"42318,41";"0";"0";"0";"3";"42318,41";"42318,41";"";"42318,41";"42318,41";"42318,41";"0";"0";"3";"42318,41";"KO"
"CEC";"FOURNISSEURS";"08/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_080926-190342_ST_CEL01_639244910221715593_001";"20";"281983,84";"281983,84";"0";"0";"0";"20";"281983,84";"281983,84";"";"281983,84";"281983,84";"281983,84";"0";"0";"20";"281983,84";"KO"
"CEC";"FOURNISSEURS";"08/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_040926-200528_ST_CEL01_639241491282495640_001";"0";"0";"0";"1";"34980,28";"34980,28";"-1";"-34980,28";"-34980,28";"";"121115,84";"78,71";"102229,26";"35";"121037,13";"-35";"-121037,13";"KO"
"CEC";"FOURNISSEURS";"07/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_040926-200528_ST_CEL01_639241491282495640_001";"36";"121115,84";"121115,84";"34";"86056,85";"86056,85";"2";"35058,99";"35058,99";"";"121115,84";"78,71";"102229,26";"35";"121037,13";"1";"78,71";"KO"
"CEE";"FOURNISSEURS";"08/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_080926-190342_ST_CEL01_639244910221715593_001";"43";"1220526,9";"1220526,9";"0";"0";"0";"43";"1220526,9";"1220526,9";"";"1220526,9";"1220526,9";"1220526,9";"0";"0";"43";"1220526,9";"KO"
"CEG";"FOURNISSEURS";"08/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_080926-190342_ST_CEL01_639244910221715593_001";"77";"375677,93";"375677,93";"0";"0";"0";"77";"375677,93";"375677,93";"";"375677,93";"375677,93";"375677,93";"0";"0";"77";"375677,93";"KO"
"CEG";"FOURNISSEURS";"07/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_030926-201255_ST_CEL01_639240631750673854_001";"0";"0";"0";"1";"27233,42";"27233,42";"-1";"-27233,42";"-27233,42";"";"80984,67";"0,00";"80984,67";"6";"80984,67";"-6";"-80984,67";"KO"
"CEG";"FOURNISSEURS";"04/09/2026";"CEL01_SRC_FACTURESFOURNISSEURS_030926-201255_ST_CEL01_639240631750673854_001";"6";"80984,67";"80984,67";"5";"53751,25";"53751,25";"1";"27233,42";"27233,42";"";"80984,67";"0,00";"80984,67";"6";"80984,67";"0";"0,00";"OK"
"CEG";"FOURNISSEURS";"27/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001";"0";"0";"0";"23";"22550,27";"22550,27";"-23";"-22550,27";"-22550,27";"";"0";"-22550,27";"22550,27";"23";"22550,27";"-23";"-22550,27";"KO"
"CMB";"GL";"27/08/2026";"PRN01_SRC_ECRITURESGL_20260827-094831";"1482";"20380128,76";"20380128,76";"1482";"20380128,8";"20380128,8";"0";"-0,04";"-0,04";"";"20380128,76";"-0,04";"0";"1482";"20380128,8";"0";"-0,04";"KO"
"CYC";"CLIENTS";"09/09/2026";"HEF01_SRC_FACTURESCLIENTS_090926-010954_ST_HEF01_639245129944180148_001";"410";"3762601,12";"3762601,12";"0";"0";"0";"410";"3762601,12";"3762601,12";"";"3762601,12";"3762601,12";"3762601,12";"0";"0";"410";"3762601,12";"KO"
"CYF";"FOURNISSEURS";"09/09/2026";"HEF01_SRC_FACTURESFOURNISSEURS_090926-011011_ST_HEF01_639245130110955680_001";"30";"1635095,92";"1635095,92";"0";"0";"0";"30";"1635095,92";"1635095,92";"";"1635095,92";"1635095,92";"1635095,92";"0";"0";"30";"1635095,92";"KO"
"FAS";"CLIENTS";"09/09/2026";"FAC02_SRC_FACTURESCLIENTS_090926-012923_ST_FAC02_639245141636791618_001";"1";"280000";"280000";"0";"0";"0";"1";"280000";"280000";"";"280000";"280000";"280000";"0";"0";"1";"280000";"KO"
"FAS";"CLIENTS";"07/09/2026";"FAC02_SRC_FACTURESCLIENTS_050926-005040_ST_FAC02_639241662407941086_001";"2";"-3781";"-3781";"1";"6849,8";"6849,8";"1";"-10630,8";"-10630,8";"";"-3781";"-10630,8";"0";"1";"6849,8";"1";"-10630,8";"KO"
"FGE";"GL";"09/09/2026";"FAC02_SRC_ECRITURESGL_090926-014131";"3";"1831,37";"1831,37";"0";"0";"0";"3";"1831,37";"1831,37";"";"1831,37";"1831,37";"1831,37";"0";"0";"3";"1831,37";"KO"
"GAZ";"FOURNISSEURS";"09/09/2026";"FAC02_SRC_FACTURESFOURNISSEURS_090926-013946_ST_FAC02_639245147860045296_001";"7916";"22679615,23";"22679615,23";"0";"0";"0";"7916";"22679615,23";"22679615,23";"";"22679615,23";"22679615,23";"22011539,87";"0";"0";"7916";"22679615,23";"KO"
"GCA";"CLIENTS";"09/09/2026";"FAC02_SRC_FACTURESCLIENTS_090926-012923_ST_FAC02_639245141636791618_001";"1195";"4644908,28";"4644908,28";"0";"0";"0";"1195";"4644908,28";"4644908,28";"";"4644908,28";"4644908,28";"4644908,28";"0";"0";"1195";"4644908,28";"KO"
"GCA";"CLIENTS";"02/09/2026";"FAC02_SRC_FACTURESCLIENTS_020926-021204_ST_FAC02_639239119244496039_001";"18132";"94161781,85";"94161781,85";"18132";"97156683,33";"97156683,33";"0";"-2994901,48";"-2994901,48";"";"94161781,85";"-2994901,48";"1330,35";"18130";"94160451,5";"2";"1330,35";"KO"
"GCA";"CLIENTS";"07/08/2026";"FAC02_SRC_FACTURESCLIENTS_070826-015219_ST_FAC02_639216643394100902_001";"536";"2657762,9";"2657762,9";"528";"2640045,24";"2640045,24";"8";"17717,66";"17717,66";"8 factures dans l'interface : 0139R26082155, 0139R26082156, 0139R26082157, 0139R26082158, 0139R26082159, 0139R26082160, 0375M26080455, 0375M26080456";"2657762,9";"17717,66";"17493,96";"530";"2640268,94";"6";"17493,96";"KO"
"GER";"GL";"09/09/2026";"FAC02_SRC_ECRITURESGL_090926-014131";"54";"38135,43";"38135,43";"0";"0";"0";"54";"38135,43";"38135,43";"";"38135,43";"38135,43";"38135,43";"0";"0";"54";"38135,43";"KO"
"GGI";"GL";"06/07/2026";"CDPG.NC4.EXPORT.2026070614320866847.COMP.E_COMP_DALKIA.E_COMPTA_1";"0";"0";"0";"259";"0";"0";"-259";"0";"0";"cf. KDFI-3749";"0";"0";"0";"261";"0";"-261";"0";"KO"
"GGI";"GL";"01/07/2026";"CDPG.NC4.EXPORT.2026070114320670414.COMP.E_COMP_DALKIA.E_COMPTA_1";"0";"0";"0";"1";"0";"0";"-1";"0";"0";"cf. KDFI-3749";"0";"0";"0";"1";"0";"-1";"0";"KO"
"HAC";"FOURNISSEURS";"09/09/2026";"FAC02_SRC_FACTURESFOURNISSEURS_090926-013946_ST_FAC02_639245147860045296_001";"4";"6913,33";"6913,33";"0";"0";"0";"4";"6913,33";"6913,33";"";"6913,33";"6913,33";"6913,33";"0";"0";"4";"6913,33";"KO"
"HAF";"FOURNISSEURS";"08/09/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260908_210330";"46";"31763,24";"31763,24";"0";"0";"0";"46";"31763,24";"31763,24";"";"31763,24";"31763,24";"31763,24";"0";"0";"46";"31763,24";"KO"
"IGP";"CLIENTS";"09/09/2026";"FAC02_SRC_FACTURESCLIENTS_090926-012923_ST_FAC02_639245141636791618_001";"65";"1967191,81";"1967191,81";"0";"0";"0";"65";"1967191,81";"1967191,81";"";"1967191,81";"1967191,81";"1967191,81";"0";"0";"65";"1967191,81";"KO"
"ING";"FOURNISSEURS";"09/09/2026";"FAC02_SRC_FACTURESFOURNISSEURS_090926-013946_ST_FAC02_639245147860045296_001";"54";"137885,84";"137885,84";"0";"0";"0";"54";"137885,84";"137885,84";"";"137885,84";"137885,84";"137885,84";"0";"0";"54";"137885,84";"KO"
"ING";"FOURNISSEURS";"28/08/2026";"FAC02_SRC_FACTURESFOURNISSEURS_280826-005259_ST_FAC02_639234751794511760_001";"509";"2192019,25";"2192019,25";"507";"2190227,65";"2190227,65";"2";"1791,6";"1791,6";"";"2192019,25";"1791,6";"2124827,38";"507";"2190227,65";"2";"1791,60";"KO"
"ING";"FOURNISSEURS";"03/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_020726-060434_ST_FAC02_639185690741033341_001";"326";"3748960,62";"3748960,62";"325";"3669141,8";"3669141,8";"1";"79818,82";"79818,82";"1 facture 0001R2607SRY8 en erreur format, flux 06297d30-75ec-11f1-9034-005056850e47Folio	Numero Piece	Date Piece	Montant Fichier	Montant OracleING	0001R2607SRY8	01/07/2026	79818,82			ABSENTE";"3748960,62";"79818,82";"3669141,8";"325";"3669141,8";"1";"79818,82";"KO"
"KCP";"GL";"04/09/2026";"CDPG.NC4.EXPORT.2026090314512363398.COMP.E_COMP_DALKIA.E_COMPTA_1";"1776";"95398816,84";"95398816,84";"1774";"95398812,68";"95398812,68";"2";"4,16";"4,16";"030000315  et 030001349 dans la GDR";"95398816,84";"4,16";"0";"1790";"95742849,86";"-14";"-344033,02";"KO"
"NOT";"FOURNISSEURS";"08/09/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260908232551";"107";"2788,7";"2788,7";"0";"0";"0";"107";"2788,7";"2788,7";"";"2788,7";"2788,7";"2770,1";"0";"0";"107";"2788,7";"KO"
"PVR";"GL";"08/09/2026";"GXP01_SRC_ECRITURESGL_0414_PVR_20260908_20260930";"1";"1015";"1015";"0";"0";"0";"1";"1015";"1015";"";"1015";"1015";"1015";"0";"0";"1";"1015";"KO"
"PVR";"GL";"08/09/2026";"GXP01_SRC_ECRITURESGL_0441_PVR_20260908_20260930";"1";"1000";"1000";"0";"0";"0";"1";"1000";"1000";"";"1000";"1000";"1000";"0";"0";"1";"1000";"KO"
"PVR";"GL";"08/09/2026";"GXP01_SRC_ECRITURESGL_0514_PVR_20260908_20260930";"1";"300";"300";"0";"0";"0";"1";"300";"300";"";"300";"300";"300";"0";"0";"1";"300";"KO"
"PVR";"GL";"08/09/2026";"GXP01_SRC_ECRITURESGL_0373_PVR_20260908_20260930";"1";"1500";"1500";"0";"0";"0";"1";"1500";"1500";"";"1500";"1500";"1500";"0";"0";"1";"1500";"KO"
"PVR";"GL";"08/09/2026";"GXP01_SRC_ECRITURESGL_0348_PVR_20260908_20260930";"1";"1100";"1100";"0";"0";"0";"1";"1100";"1100";"";"1100";"1100";"1100";"0";"0";"1";"1100";"KO"
"PVR";"GL";"08/09/2026";"GXP01_SRC_ECRITURESGL_0001_PVR_20260908_20260930";"1";"89466,5";"89466,5";"0";"0";"0";"1";"89466,5";"89466,5";"";"89466,5";"89466,5";"89466,5";"0";"0";"1";"89466,5";"KO"
"PVR";"GL";"08/09/2026";"GXP01_SRC_ECRITURESGL_0119_PVR_20260908_20260930";"1";"11550";"11550";"0";"0";"0";"1";"11550";"11550";"";"11550";"11550";"11550";"0";"0";"1";"11550";"KO"
"SVB";"CLIENTS";"09/09/2026";"FAC02_SRC_FACTURESCLIENTS_090926-012923_ST_FAC02_639245141636791618_001";"3";"42318,41";"42318,41";"0";"0";"0";"3";"42318,41";"42318,41";"";"42318,41";"42318,41";"42318,41";"0";"0";"3";"42318,41";"KO"
"SVD";"CLIENTS";"09/09/2026";"FAC02_SRC_FACTURESCLIENTS_090926-012923_ST_FAC02_639245141636791618_001";"8722";"23870897,62";"23870897,62";"0";"0";"0";"8722";"23870897,62";"23870897,62";"";"23870897,62";"23870897,62";"23870897,62";"0";"0";"8722";"23870897,62";"KO"
"VFF";"FOURNISSEURS";"10/08/2026";"VHC03_SRC_FACTURESFOURNISSEURS_070826_144348";"35";"1234169,75";"1234169,75";"34";"1234089,47";"1234089,46";"1";"80,28";"80,29";"Facture X6U00192 dans la GDR - 34 factures dans Oracle dont 1 rejet dans l'interface (J6400056)";"1234169,75";"80,28";"1234089,52";"33";"1233953,39";"2";"216,36";"KO"
"VFF";"FOURNISSEURS";"07/08/2026";"VHC03_SRC_FACTURESFOURNISSEURS_070826_152413";"7";"18235,12";"18235,12";"0";"0";"0";"7";"18235,12";"18235,12";"1 PROCESSED et 6 REJECTED dans ap_invoices_interface.A voir pourquoi on n'a pas le retour d'Oracle dans Contrôle des fluxAu 04/09 : 3 factures en rejet : 1767001167, 1767001881, 1778460846";"18235,12";"18235,12";"18234,7";"4";"12302,39";"3";"5932,73";"KO"
"VTC";"CLIENTS";"09/09/2026";"FAC02_SRC_FACTURESCLIENTS_090926-012923_ST_FAC02_639245141636791618_001";"16";"32106,58";"32106,58";"0";"0";"0";"16";"32106,58";"32106,58";"";"32106,58";"32106,58";"32106,58";"0";"0";"16";"32106,58";"KO"
