"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Commentaire";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"CEC";"FOURNISSEURS";"12/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_100826-201628_ST_CEL01_639219897886958648_001";"14";"259426,62";"259426,62";"12";"231798,2";"231798,2";"2";"27628,42";"27628,42";"";"259426,62";"27628,42";"231798,2";"12";"231798,2";"2";"27628,42";"KO"
"CEC";"FOURNISSEURS";"12/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_120826-200807_ST_CEL01_639221620870236028_001";"11";"104432,82";"104432,82";"0";"0";"0";"11";"104432,82";"104432,82";"";"104432,82";"104432,82";"0";"0";"0";"11";"104432,82";"KO"
"CEC";"FOURNISSEURS";"12/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_110826-200457_ST_CEL01_639220754971423753_001";"23";"345233,41";"345233,41";"22";"328413,36";"328413,36";"1";"16820,05";"16820,05";"";"345233,41";"16820,05";"324240,11";"22";"328413,36";"1";"16820,05";"KO"
"CEC";"FOURNISSEURS";"11/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"1";"38503,83";"38503,83";"-1";"-38503,83";"-38503,83";"";"0";"-108529,85";"108529,85";"3";"108529,85";"-3";"-108529,85";"KO"
"CEC";"FOURNISSEURS";"10/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"2";"70026,02";"70026,02";"-2";"-70026,02";"-70026,02";"";"0";"-108529,85";"108529,85";"3";"108529,85";"-3";"-108529,85";"KO"
"CEE";"FOURNISSEURS";"12/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_120826-200807_ST_CEL01_639221620870236028_001";"159";"208613,23";"208613,23";"0";"0";"0";"159";"208613,23";"208613,23";"";"208613,23";"208613,23";"0";"0";"0";"159";"208613,23";"KO"
"CEE";"FOURNISSEURS";"10/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"61";"214032,42";"214032,42";"-61";"-214032,42";"-214032,42";"";"0";"-214032,42";"214032,42";"61";"214032,42";"-61";"-214032,42";"KO"
"CEG";"FOURNISSEURS";"12/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_120826-200807_ST_CEL01_639221620870236028_001";"32";"93967,55";"93967,55";"0";"0";"0";"32";"93967,55";"93967,55";"";"93967,55";"93967,55";"0";"0";"0";"32";"93967,55";"KO"
"CEG";"FOURNISSEURS";"11/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"1";"2646,71";"2646,71";"-1";"-2646,71";"-2646,71";"";"0";"-69041,31";"69041,31";"33";"69041,31";"-33";"-69041,31";"KO"
"CEG";"FOURNISSEURS";"10/08/2026";"CEL01_SRC_FACTURESFOURNISSEURS_070826-200415_ST_CEL01_639217298557851444_001";"0";"0";"0";"32";"66394,6";"66394,6";"-32";"-66394,6";"-66394,6";"";"0";"-69041,31";"69041,31";"33";"69041,31";"-33";"-69041,31";"KO"
"CYC";"CLIENTS";"07/08/2026";"HEF01_SRC_FACTURESCLIENTS_070826-011057_ST_HEF01_639216618570470716_001";"394";"3067497,68";"3067497,68";"0";"0";"0";"394";"3067497,68";"3067497,68";"";"3067497,68";"3067497,68";"9223,28";"392";"3058274,4";"2";"9223,28";"KO"
"CYC";"CLIENTS";"04/08/2026";"HEF01_SRC_FACTURESCLIENTS_040826-011102_ST_HEF01_639214026623455108_001";"432";"2389384,07";"2389384,07";"432";"2960807,53";"2960807,53";"0";"-571423,46";"-571423,46";"";"2389384,07";"-571423,46";"1765,3";"431";"2387618,77";"1";"1765,30";"KO"
