"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Commentaire";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"BIO";"FOURNISSEURS";"23/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_230726-011334_ST_FAC02_639203660148625572_001";"0";"0";"0";"22";"37694,28";"37694,28";"-22";"-37694,28";"-37694,28";"";"0";"-37694,28";"37694,28";"22";"37694,28";"-22";"-37694,28";"KO"
"FAS";"CLIENTS";"29/07/2026";"FAC02_SRC_FACTURESCLIENTS_290726-030026_ST_FAC02_639208908266866131_001";"4";"-8476,26";"-8476,26";"0";"0";"0";"4";"-8476,26";"-8476,26";"";"-8476,26";"-8476,26";"0";"0";"0";"4";"-8476,26";"KO"
"GAZ";"FOURNISSEURS";"23/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_230726-011334_ST_FAC02_639203660148625572_001";"0";"0";"0";"468";"694600,31";"694600,31";"-468";"-694600,31";"-694600,31";"";"0";"-694600,31";"694600,31";"468";"694600,31";"-468";"-694600,31";"KO"
"GCA";"CLIENTS";"29/07/2026";"FAC02_SRC_FACTURESCLIENTS_290726-030026_ST_FAC02_639208908266866131_001";"632";"4744238,62";"4744238,62";"0";"0";"0";"632";"4744238,62";"4744238,62";"";"4744238,62";"4744238,62";"0";"0";"0";"632";"4744238,62";"KO"
"GCA";"CLIENTS";"17/07/2026";"FAC02_SRC_FACTURESCLIENTS_170726-015646_ST_FAC02_639198502069887139_001";"2502";"11580650,99";"11580650,99";"0";"0";"0";"2502";"11580650,99";"11580650,99";"";"11580650,99";"11580650,99";"0";"2502";"11580650,99";"0";"0,00";"OK"
"GCA";"CLIENTS";"03/07/2026";"FAC02_SRC_FACTURESCLIENTS_030726-005913_ST_FAC02_639186371537075584_001";"3049";"10724557,01";"10724557,01";"3048";"10724557,01";"10724557,01";"1";"0";"0";"";"10724557,01";"0";"0";"3048";"10724557,01";"1";"0,00";"KO"
"GER";"GL";"29/07/2026";"FAC02_SRC_ECRITURESGL_290726-031701";"20";"4678,96";"4678,96";"0";"0";"0";"20";"4678,96";"4678,96";"";"4678,96";"4678,96";"0";"0";"0";"20";"4678,96";"KO"
"GER";"GL";"04/07/2026";"FAC02_SRC_ECRITURESGL_040726-011149";"36";"11971,96";"11971,96";"0";"0";"0";"36";"11971,96";"11971,96";"";"11971,96";"11971,96";"0";"35";"10303,76";"1";"1668,20";"KO"
"HAC";"FOURNISSEURS";"23/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_230726-011334_ST_FAC02_639203660148625572_001";"0";"0";"0";"7";"97450,54";"97450,54";"-7";"-97450,54";"-97450,54";"";"0";"-97450,54";"97450,54";"7";"97450,54";"-7";"-97450,54";"KO"
"HAF";"FOURNISSEURS";"28/07/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260728_205118";"49";"463468,86";"463468,86";"0";"0";"0";"49";"463468,86";"463468,86";"";"463468,86";"463468,86";"0";"0";"0";"49";"463468,86";"KO"
"HAF";"FOURNISSEURS";"28/07/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260728_205939";"29";"66753,12";"66753,12";"0";"0";"0";"29";"66753,12";"66753,12";"";"66753,12";"66753,12";"0";"0";"0";"29";"66753,12";"KO"
"IGP";"CLIENTS";"29/07/2026";"FAC02_SRC_FACTURESCLIENTS_290726-030026_ST_FAC02_639208908266866131_001";"52";"1275783,18";"1275783,18";"0";"0";"0";"52";"1275783,18";"1275783,18";"";"1275783,18";"1275783,18";"0";"0";"0";"52";"1275783,18";"KO"
"IGP";"CLIENTS";"17/07/2026";"FAC02_SRC_FACTURESCLIENTS_170726-015646_ST_FAC02_639198502069887139_001";"86";"2119256,02";"2119256,02";"0";"0";"0";"86";"2119256,02";"2119256,02";"";"2119256,02";"2119256,02";"0";"86";"2119256,02";"0";"0,00";"OK"
"IGP";"CLIENTS";"29/06/2026";"FAC02_SRC_FACTURESCLIENTS_270626-005428_ST_FAC02_639181184681528721_001";"27";"7116055,65";"7116055,65";"27";"7433702,69";"7433702,69";"0";"-317647,04";"-317647,04";"Facture 0551R26071328 dans interface AR";"7116055,65";"-317647,04";"0";"27";"7116055,65";"0";"0,00";"OK"
"ING";"FOURNISSEURS";"23/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_230726-011334_ST_FAC02_639203660148625572_001";"0";"0";"0";"5";"9059822,08";"9059822,08";"-5";"-9059822,08";"-9059822,08";"";"0";"-9059822,08";"9059822,08";"5";"9023040,26";"-5";"-9023040,26";"KO"
"ING";"FOURNISSEURS";"03/07/2026";"FAC02_SRC_FACTURESFOURNISSEURS_020726-060434_ST_FAC02_639185690741033341_001";"326";"3748960,62";"3748960,62";"325";"3669141,8";"3669141,8";"1";"79818,82";"79818,82";"1 facture 0001R2607SRY8 en erreur format, flux 06297d30-75ec-11f1-9034-005056850e47";"3748960,62";"79818,82";"3669141,8";"325";"3669141,8";"1";"79818,82";"KO"
"NOT";"FOURNISSEURS";"28/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260727232523";"101";"2517,34";"2517,34";"101";"2490,5";"2517,34";"0";"26,84";"0";"";"2517,34";"26,84";"2413,54";"101";"2517,34";"0";"0,00";"OK"
"NOT";"FOURNISSEURS";"28/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260724235054";"0";"0";"0";"1";"38,69";"38,69";"-1";"-38,69";"-38,69";"";"55090,9";"30,94";"54842,75";"253";"55090,9";"-253";"-55090,9";"KO"
"NOT";"FOURNISSEURS";"27/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260724235054";"253";"55090,9";"55090,9";"252";"55021,27";"55052,21";"1";"69,63";"38,69";"";"55090,9";"30,94";"54842,75";"253";"55090,9";"0";"0,0";"OK"
"NOT";"FOURNISSEURS";"24/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260723003803";"0";"0";"0";"3";"445,46";"445,46";"-3";"-445,46";"-445,46";"";"142880,74";"182,66";"142747,94";"576";"142747,94";"-576";"-142747,94";"KO"
"NOT";"FOURNISSEURS";"23/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260723003803";"577";"142880,74";"142880,74";"573";"142252,62";"142302,48";"4";"628,12";"578,26";"";"142880,74";"182,66";"142747,94";"576";"142747,94";"1";"132,80";"KO"
"RNE";"CLIENTS";"29/07/2026";"FAC02_SRC_FACTURESCLIENTS_290726-030026_ST_FAC02_639208908266866131_001";"1";"2288,16";"2288,16";"0";"0";"0";"1";"2288,16";"2288,16";"";"2288,16";"2288,16";"0";"0";"0";"1";"2288,16";"KO"
"SVB";"CLIENTS";"29/07/2026";"FAC02_SRC_FACTURESCLIENTS_290726-030026_ST_FAC02_639208908266866131_001";"3";"9710,46";"9710,46";"0";"0";"0";"3";"9710,46";"9710,46";"";"9710,46";"9710,46";"0";"0";"0";"3";"9710,46";"KO"
"SVB";"CLIENTS";"17/07/2026";"FAC02_SRC_FACTURESCLIENTS_170726-015646_ST_FAC02_639198502069887139_001";"202";"5628580,65";"5628580,65";"0";"0";"0";"202";"5628580,65";"5628580,65";"";"5628580,65";"5628580,65";"0";"202";"5628580,65";"0";"0,00";"OK"
"SVD";"CLIENTS";"29/07/2026";"FAC02_SRC_FACTURESCLIENTS_290726-030026_ST_FAC02_639208908266866131_001";"322";"338603,27";"338603,27";"0";"0";"0";"322";"338603,27";"338603,27";"";"338603,27";"338603,27";"0";"0";"0";"322";"338603,27";"KO"
"SVD";"CLIENTS";"17/07/2026";"FAC02_SRC_FACTURESCLIENTS_170726-015646_ST_FAC02_639198502069887139_001";"2685";"708609,06";"708609,06";"0";"0";"0";"2685";"708609,06";"708609,06";"";"708609,06";"708609,06";"0";"2685";"708609,06";"0";"0,00";"OK"
"THO";"GL";"28/07/2026";"VCH01_SRC_ECRITURESGL_270726-160000";"24352";"57254376,97";"57254376,97";"24351";"57243199,9";"57243199,9";"1";"11177,07";"11177,07";"";"57254376,97";"11177,07";"0";"24355";"57281527,31";"-3";"-27150,34";"KO"
"VTC";"CLIENTS";"29/07/2026";"FAC02_SRC_FACTURESCLIENTS_290726-030026_ST_FAC02_639208908266866131_001";"161";"404073,33";"404073,33";"0";"0";"0";"161";"404073,33";"404073,33";"";"404073,33";"404073,33";"0";"0";"0";"161";"404073,33";"KO"
"VTC";"CLIENTS";"17/07/2026";"FAC02_SRC_FACTURESCLIENTS_170726-015646_ST_FAC02_639198502069887139_001";"10";"80671,79";"80671,79";"0";"0";"0";"10";"80671,79";"80671,79";"";"80671,79";"80671,79";"0";"10";"80671,79";"0";"0,00";"OK"
