NUMERO_PIECE;DATE_ARRETE_COMPTABLE;DEVISE;SOCIETE;COMPTE_LOCAL;PARTENAIRE;CENTRE_FINANCE;TACHE;MONTANT_DEBIT;MONTANT_CREDIT;LIBELLE;CODE_FOLIO;TYPE_EVENEMENT;TYPE_DEPENSE;QUANTITE;DATE_PIECE_COMPTABLE;REGION;EDF_FLUX;EDF_CLEF_REFERENCE_01;EDF_DATE_VALEUR;EDF_NUM_OPERATION;EDF_CLEF_REFERENCE_02;FLAG_TVA;EDF_DATE_FACTURE;CODE_TAXE;EDF_REFERENCE_FACTURE;EDF_MONTANT_FACTURE
0000000145;27/07/2026;EUR;0001;759990;0;B00001550L;GK0009900A;0;134.60;GK0009900A;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000003D;;;;;;;;;;
0000000146;27/07/2026;EUR;0245;759990;0;B00002339H;GK0231541P;0;6636.00;GK0231541P;THO;VENTE AU T.H.O.;;84.0;27/07/2026;B00000006G;;;;;;;;;;
0000000147;27/07/2026;EUR;0001;759990;0;B00001522E;GK0009541S;0;134.60;GK0009541S;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000003D;;;;;;;;;;
0000000148;27/07/2026;EUR;0001;759990;0;B00001241K;GK0001257D;0;244.24;GK0001257D;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000000149;27/07/2026;EUR;0001;759990;0;B00001503H;GK0009769B;0;538.40;GK0009769B;THO;VENTE AU T.H.O.;;8.0;27/07/2026;B00000003D;;;;;;;;;;
0000000150;27/07/2026;EUR;0001;759990;0;B00001803Z;GK0010183X;0;1.34;GK0010183X;THO;VENTE AU T.H.O.;;0.02;27/07/2026;B00000006G;;;;;;;;;;
0000000151;27/07/2026;EUR;0001;759990;0;B00002859Z;GK0813661P;0;1054.56;GK0813661P;THO;VENTE AU T.H.O.;;16.0;27/07/2026;B00000008J;;;;;;;;;;
0000000152;27/07/2026;EUR;0001;759990;0;B00002349V;GK0231889K;0;10220.58;GK0231889K;THO;VENTE AU T.H.O.;;162.0;27/07/2026;B00000003D;;;;;;;;;;
0000000153;27/07/2026;EUR;0001;759990;0;B00002351X;GK0231891M;0;504.72;GK0231891M;THO;VENTE AU T.H.O.;;8.0;27/07/2026;B00000003D;;;;;;;;;;
0000000154;27/07/2026;EUR;0693;759990;0;B00001569H;GK0001584A;0;461.70;GK0001584A;THO;VENTE AU T.H.O.;;8.1;27/07/2026;B00000004E;;;;;;;;;;
0000000155;27/07/2026;EUR;0001;759990;0;B00002244A;GK0216823P;0;509.18;GK0216823P;THO;VENTE AU T.H.O.;;7.5;27/07/2026;B00000008J;;;;;;;;;;
0000000156;27/07/2026;EUR;0001;759990;0;B00003207V;GK1327700A;0;516.78;GK1327700A;THO;VENTE AU T.H.O.;;9.0;27/07/2026;B00000002C;;;;;;;;;;
0000000157;27/07/2026;EUR;0001;759990;0;B00001573M;GK0001591H;0;152.00;GK0001591H;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000004E;;;;;;;;;;
0000000158;27/07/2026;EUR;0001;759990;0;B00001530N;GK0009550C;0;167.58;GK0009550C;THO;VENTE AU T.H.O.;;2.49;27/07/2026;B00000003D;;;;;;;;;;
0000000159;27/07/2026;EUR;0119;759990;0;B00003107F;GK1150329S;0;12121.20;GK1150329S;THO;VENTE AU T.H.O.;;155.4;27/07/2026;B00000001B;;;;;;;;;;
0000000160;27/07/2026;EUR;0001;759990;0;B00003226R;GK1355296J;0;476.00;GK1355296J;THO;VENTE AU T.H.O.;;7.0;27/07/2026;B00000005F;;;;;;;;;;
0000000161;27/07/2026;EUR;0001;759990;0;B00001563B;GK0001576R;0;526.08;GK0001576R;THO;VENTE AU T.H.O.;;8.22;27/07/2026;B00000004E;;;;;;;;;;
0000000162;27/07/2026;EUR;0001;759990;0;B00001546G;GK0009896W;0;336.50;GK0009896W;THO;VENTE AU T.H.O.;;5.0;27/07/2026;B00000003D;;;;;;;;;;
0000000163;27/07/2026;EUR;0001;759990;0;B00001530N;GK0009550C;0;39.71;GK0009550C;THO;VENTE AU T.H.O.;;0.59;27/07/2026;B00000003D;;;;;;;;;;
0000000164;27/07/2026;EUR;0001;759990;0;B00001748L;GK0010064L;0;1110.00;GK0010064L;THO;VENTE AU T.H.O.;;15.0;27/07/2026;B00000006G;;;;;;;;;;
0000000165;27/07/2026;EUR;0119;759990;0;B00002524T;GK0364509P;0;3048.00;GK0364509P;THO;VENTE AU T.H.O.;;60.0;27/07/2026;B00000001B;;;;;;;;;;
0000000166;27/07/2026;EUR;0001;759990;0;B00001474A;GK0007312J;0;32.98;GK0007312J;THO;VENTE AU T.H.O.;;0.49;27/07/2026;B00000003D;;;;;;;;;;
0000000167;27/07/2026;EUR;0001;759990;0;B00002715K;GK0585659X;0;973.42;GK0585659X;THO;VENTE AU T.H.O.;;17.0;27/07/2026;B00000008J;;;;;;;;;;
0000000168;27/07/2026;EUR;0001;759990;0;B00001219K;GK0001219K;0;1322.82;GK0001219K;THO;VENTE AU T.H.O.;;20.07;27/07/2026;B00000008J;;;;;;;;;;
0000000169;27/07/2026;EUR;0001;759990;0;B00001563B;GK0001576R;0;183.68;GK0001576R;THO;VENTE AU T.H.O.;;2.87;27/07/2026;B00000004E;;;;;;;;;;
0000000170;27/07/2026;EUR;0001;759990;0;B00001941F;GK0045173H;0;276.00;GK0045173H;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000005F;;;;;;;;;;
0000000171;27/07/2026;EUR;0001;759990;0;B00002751B;GK0645016Y;0;353.40;GK0645016Y;THO;VENTE AU T.H.O.;;5.7;27/07/2026;B00000006G;;;;;;;;;;
0000000172;27/07/2026;EUR;0001;759990;0;B00001665S;GK0851708A;0;520.24;GK0851708A;THO;VENTE AU T.H.O.;;8.0;27/07/2026;B00000007H;;;;;;;;;;
0000000173;27/07/2026;EUR;0001;759990;0;B00001260G;GK0001290R;0;579.92;GK0001290R;THO;VENTE AU T.H.O.;;8.0;27/07/2026;B00000008J;;;;;;;;;;
0000000174;27/07/2026;EUR;0119;759990;0;B00003107F;GK1150329S;0;12698.40;GK1150329S;THO;VENTE AU T.H.O.;;162.8;27/07/2026;B00000001B;;;;;;;;;;
0000000175;27/07/2026;EUR;0001;759990;0;B00001524G;GK0009543V;0;716.08;GK0009543V;THO;VENTE AU T.H.O.;;10.64;27/07/2026;B00000003D;;;;;;;;;;
0000000176;27/07/2026;EUR;0001;759990;0;B00001816N;GK0010198N;0;233.83;GK0010198N;THO;VENTE AU T.H.O.;;3.49;27/07/2026;B00000006G;;;;;;;;;;
0000000177;27/07/2026;EUR;0001;759990;0;B00001550L;GK0009900A;0;191.81;GK0009900A;THO;VENTE AU T.H.O.;;2.85;27/07/2026;B00000003D;;;;;;;;;;
0000000178;27/07/2026;EUR;0119;759990;0;B00002524T;GK0364509P;0;203.20;GK0364509P;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000001B;;;;;;;;;;
0000000179;27/07/2026;EUR;0001;759990;0;B00001524G;GK0009543V;0;474.47;GK0009543V;THO;VENTE AU T.H.O.;;7.05;27/07/2026;B00000003D;;;;;;;;;;
0000000180;27/07/2026;EUR;0001;759990;0;B00001225S;GK0001230Y;0;560.53;GK0001230Y;THO;VENTE AU T.H.O.;;8.75;27/07/2026;B00000008J;;;;;;;;;;
0000000181;27/07/2026;EUR;0001;759990;0;B00001314T;GK0001052W;0;448.73;GK0001052W;THO;VENTE AU T.H.O.;;5.79;27/07/2026;B00000002C;;;;;;;;;;
0000000182;27/07/2026;EUR;0001;759990;0;B00002690G;GK0542561X;0;1462.16;GK0542561X;THO;VENTE AU T.H.O.;;14.0;27/07/2026;B00000007H;;;;;;;;;;
0000000183;27/07/2026;EUR;0001;759990;0;B00002841D;GK0806453Z;0;124.00;GK0806453Z;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000005F;;;;;;;;;;
0000000184;27/07/2026;EUR;0001;759990;0;B00001092R;GK0029058W;0;78.00;GK0029058W;THO;VENTE AU T.H.O.;;1.0;27/07/2026;B00000005F;;;;;;;;;;
0000000185;27/07/2026;EUR;0119;759990;0;B00003107F;GK1150329S;0;12121.20;GK1150329S;THO;VENTE AU T.H.O.;;155.4;27/07/2026;B00000001B;;;;;;;;;;
0000000186;27/07/2026;EUR;0001;759990;0;B00001486N;GK0008836R;0;218.06;GK0008836R;THO;VENTE AU T.H.O.;;3.24;27/07/2026;B00000003D;;;;;;;;;;
0000000187;27/07/2026;EUR;0001;759990;0;B00001342A;GK0001083F;0;8613.00;GK0001083F;THO;VENTE AU T.H.O.;;150.0;27/07/2026;B00000002C;;;;;;;;;;
0000000188;27/07/2026;EUR;0001;759990;0;B00001319Z;GK0001058C;0;408.43;GK0001058C;THO;VENTE AU T.H.O.;;5.27;27/07/2026;B00000002C;;;;;;;;;;
0000000189;27/07/2026;EUR;0001;759990;0;B00001528L;GK0009548A;0;234.80;GK0009548A;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000003D;;;;;;;;;;
0000000190;27/07/2026;EUR;0001;759990;0;B00001299B;GK0001021K;0;275.96;GK0001021K;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000002C;;;;;;;;;;
0000000191;27/07/2026;EUR;0001;759990;0;B00002244A;GK0216823P;0;3258.72;GK0216823P;THO;VENTE AU T.H.O.;;48.0;27/07/2026;B00000008J;;;;;;;;;;
0000000192;27/07/2026;EUR;0001;759990;0;B00001374L;GK0001513V;0;284.24;GK0001513V;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000007H;;;;;;;;;;
0000000193;27/07/2026;EUR;0001;759990;0;B00001071S;GK0029045F;0;152.00;GK0029045F;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000005F;;;;;;;;;;
0000000194;27/07/2026;EUR;0001;759990;0;B00001223P;GK0001226T;0;131.50;GK0001226T;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000000195;27/07/2026;EUR;0001;759990;0;B00002712G;GK0578020R;0;538.40;GK0578020R;THO;VENTE AU T.H.O.;;8.0;27/07/2026;B00000003D;;;;;;;;;;
0000000196;27/07/2026;EUR;0001;759990;0;B00002765S;GK0652242J;0;903.70;GK0652242J;THO;VENTE AU T.H.O.;;12.91;27/07/2026;B00000005F;;;;;;;;;;
0000000197;27/07/2026;EUR;0001;759990;0;B00001780Y;GK0010158T;0;77.22;GK0010158T;THO;VENTE AU T.H.O.;;1.17;27/07/2026;B00000006G;;;;;;;;;;
0000000198;27/07/2026;EUR;0001;759990;0;B00001583Z;GK0001598R;0;488.00;GK0001598R;THO;VENTE AU T.H.O.;;8.0;27/07/2026;B00000004E;;;;;;;;;;
0000000199;27/07/2026;EUR;0001;759990;0;B00001223P;GK0001226T;0;131.50;GK0001226T;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000000200;27/07/2026;EUR;0001;759990;0;B00001223P;GK0001226T;0;131.50;GK0001226T;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000000201;27/07/2026;EUR;0001;759990;0;B00001527K;GK0009546Y;0;167.58;GK0009546Y;THO;VENTE AU T.H.O.;;2.49;27/07/2026;B00000003D;;;;;;;;;;
0000000202;27/07/2026;EUR;0001;759990;0;B00001230Y;GK0001240J;0;573.34;GK0001240J;THO;VENTE AU T.H.O.;;8.72;27/07/2026;B00000008J;;;;;;;;;;
0000000203;27/07/2026;EUR;0001;759990;0;B00001229X;GK0001238G;0;63.78;GK0001238G;THO;VENTE AU T.H.O.;;0.97;27/07/2026;B00000008J;;;;;;;;;;
0000000204;27/07/2026;EUR;0001;759990;0;B00002348T;GK0231888J;0;757.08;GK0231888J;THO;VENTE AU T.H.O.;;12.0;27/07/2026;B00000003D;;;;;;;;;;
0000000205;27/07/2026;EUR;0630;759990;0;B00002234N;GK0001694A;0;31020.00;GK0001694A;THO;VENTE AU T.H.O.;;470.0;27/07/2026;B00000004E;;;;;;;;;;
0000000206;27/07/2026;EUR;0001;759990;0;B00002739M;GK0642891H;0;1.60;GK0642891H;THO;VENTE AU T.H.O.;;0.02;27/07/2026;B00000007H;;;;;;;;;;
0000000207;27/07/2026;EUR;0001;759990;0;B00003166Y;GK1454561K;0;1318.07;GK1454561K;THO;VENTE AU T.H.O.;;19.77;27/07/2026;B00000003D;;;;;;;;;;
0000000208;27/07/2026;EUR;0001;759990;0;B00001374L;GK0001513V;0;284.24;GK0001513V;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000007H;;;;;;;;;;
0000000209;27/07/2026;EUR;0001;759990;0;B00001319Z;GK0001058C;0;77.50;GK0001058C;THO;VENTE AU T.H.O.;;1.0;27/07/2026;B00000002C;;;;;;;;;;
0000000210;27/07/2026;EUR;0001;759990;0;B00001380T;GK0001519B;0;226.69;GK0001519B;THO;VENTE AU T.H.O.;;3.19;27/07/2026;B00000007H;;;;;;;;;;
0000000211;27/07/2026;EUR;0001;759990;0;B00001780Y;GK0010158T;0;204.60;GK0010158T;THO;VENTE AU T.H.O.;;3.1;27/07/2026;B00000006G;;;;;;;;;;
0000000212;27/07/2026;EUR;0348;759990;0;B00001636J;GK0001641P;0;10800.00;GK0001641P;THO;VENTE AU T.H.O.;;144.0;27/07/2026;B00000004E;;;;;;;;;;
0000000213;27/07/2026;EUR;0001;759990;0;B00001225S;GK0001230Y;0;64.06;GK0001230Y;THO;VENTE AU T.H.O.;;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000000214;27/07/2026;EUR;0001;759990;0;B00002864E;GK0813687V;0;395.46;GK0813687V;THO;VENTE AU T.H.O.;;6.0;27/07/2026;B00000008J;;;;;;;;;;
0000000215;27/07/2026;EUR;0001;759990;0;B00001563B;GK0001576R;0;116.48;GK0001576R;THO;VENTE AU T.H.O.;;1.82;27/07/2026;B00000004E;;;;;;;;;;
0000000216;27/07/2026;EUR;0001;759990;0;B00001503H;GK0009769B;0;18.18;GK0009769B;THO;VENTE AU T.H.O.;;0.27;27/07/2026;B00000003D;;;;;;;;;;
0000000217;27/07/2026;EUR;0001;759990;0;B00001530N;GK0009550C;0;701.27;GK0009550C;THO;VENTE AU T.H.O.;;10.42;27/07/2026;B00000003D;;;;;;;;;;
0000000218;27/07/2026;EUR;0001;759990;0;B00001574N;GK0001592J;0;150.00;GK0001592J;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000004E;;;;;;;;;;
0000000219;27/07/2026;EUR;0001;759990;0;B00002758J;GK0650422R;0;530.82;GK0650422R;THO;VENTE AU T.H.O.;;6.0;27/07/2026;B00000007H;;;;;;;;;;
0000000220;27/07/2026;EUR;0001;759990;0;B00001474A;GK0007312J;0;72.02;GK0007312J;THO;VENTE AU T.H.O.;;1.07;27/07/2026;B00000003D;;;;;;;;;;
0000000221;27/07/2026;EUR;0001;759990;0;B00001584A;GK0001599S;0;213.00;GK0001599S;THO;VENTE AU T.H.O.;;3.0;27/07/2026;B00000004E;;;;;;;;;;
0000000222;27/07/2026;EUR;0001;759990;0;B00001342A;GK0001083F;0;287.10;GK0001083F;THO;VENTE AU T.H.O.;;5.0;27/07/2026;B00000002C;;;;;;;;;;
0000000223;27/07/2026;EUR;0373;759990;0;B00001491V;GK1558349B;0;12852.62;GK1558349B;THO;VENTE AU T.H.O.;;258.5;27/07/2026;B00000003D;;;;;;;;;;
0000000224;27/07/2026;EUR;0001;759990;0;B00002244A;GK0216823P;0;5091.75;GK0216823P;THO;VENTE AU T.H.O.;;75.0;27/07/2026;B00000008J;;;;;;;;;;
0000000225;27/07/2026;EUR;0001;759990;0;B00001566E;GK0001580W;0;76.38;GK0001580W;THO;VENTE AU T.H.O.;;1.14;27/07/2026;B00000004E;;;;;;;;;;
0000000226;27/07/2026;EUR;0001;759990;0;B00001756W;GK0010128J;0;252.00;GK0010128J;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000006G;;;;;;;;;;
0000000227;27/07/2026;EUR;0348;759990;0;B00001637K;GK0001642R;0;1500.00;GK0001642R;THO;VENTE AU T.H.O.;;20.0;27/07/2026;B00000004E;;;;;;;;;;
0000000228;27/07/2026;EUR;0245;759990;0;B00001826A;GK0066076L;0;550.00;GK0066076L;THO;VENTE AU T.H.O.;;10.0;27/07/2026;B00000006G;;;;;;;;;;
0000000229;27/07/2026;EUR;0001;759990;0;B00001524G;GK0009543V;0;403.80;GK0009543V;THO;VENTE AU T.H.O.;;6.0;27/07/2026;B00000003D;;;;;;;;;;
0000000230;27/07/2026;EUR;0001;759990;0;B00001542C;GK0009892R;0;67.30;GK0009892R;THO;VENTE AU T.H.O.;;1.0;27/07/2026;B00000003D;;;;;;;;;;
0000000231;27/07/2026;EUR;0441;759990;0;B00002951D;GK1463980N;0;13819.68;GK1463980N;THO;VENTE AU T.H.O.;;168.0;27/07/2026;B00000008J;;;;;;;;;;
0000000232;27/07/2026;EUR;0001;759990;0;B00002244A;GK0216823P;0;4141.29;GK0216823P;THO;VENTE AU T.H.O.;;61.0;27/07/2026;B00000008J;;;;;;;;;;
0000000233;27/07/2026;EUR;0001;759990;0;B00001073V;GK0029047H;0;760.00;GK0029047H;THO;VENTE AU T.H.O.;;10.0;27/07/2026;B00000005F;;;;;;;;;;
0000000234;27/07/2026;EUR;0348;759990;0;B00001636J;GK0001641P;0;562.50;GK0001641P;THO;VENTE AU T.H.O.;;7.5;27/07/2026;B00000004E;;;;;;;;;;
0000000235;27/07/2026;EUR;0441;759990;0;B00001287M;GK0001328J;0;3619.44;GK0001328J;THO;VENTE AU T.H.O.;;44.0;27/07/2026;B00000008J;;;;;;;;;;
0000000236;27/07/2026;EUR;0119;759990;0;B00003325D;GK1539784E;0;864.00;GK1539784E;THO;VENTE AU T.H.O.;;16.0;27/07/2026;B00000001B;;;;;;;;;;
0000000237;27/07/2026;EUR;0001;759990;0;B00001610E;GK0001690W;0;3024.00;GK0001690W;THO;VENTE AU T.H.O.;;48.0;27/07/2026;B00000004E;;;;;;;;;;
0000000238;27/07/2026;EUR;0001;759990;0;B00001084G;GK0029054R;0;150.00;GK0029054R;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000005F;;;;;;;;;;
0000000239;27/07/2026;EUR;0119;759990;0;B00003151F;GK0850144Y;0;4151.00;GK0850144Y;THO;VENTE AU T.H.O.;;70.0;27/07/2026;B00000001B;;;;;;;;;;
0000000240;27/07/2026;EUR;0001;759990;0;B00003169B;GK1331613X;0;10.10;GK1331613X;THO;VENTE AU T.H.O.;;0.15;27/07/2026;B00000003D;;;;;;;;;;
0000000241;27/07/2026;EUR;0001;759990;0;B00001370G;GK0001508N;0;504.42;GK0001508N;THO;VENTE AU T.H.O.;;7.0;27/07/2026;B00000007H;;;;;;;;;;
0000000242;27/07/2026;EUR;0119;759990;0;B00003107F;GK1150329S;0;14430.00;GK1150329S;THO;VENTE AU T.H.O.;;185.0;27/07/2026;B00000001B;;;;;;;;;;
0000000243;27/07/2026;EUR;0001;759990;0;B00002245B;GK0216824R;0;1421.28;GK0216824R;THO;VENTE AU T.H.O.;;23.5;27/07/2026;B00000008J;;;;;;;;;;
0000000244;27/07/2026;EUR;0001;759990;0;B00001562A;GK0001575P;0;199.71;GK0001575P;THO;VENTE AU T.H.O.;;3.17;27/07/2026;B00000004E;;;;;;;;;;
0000000245;27/07/2026;EUR;0001;759990;0;B00003275X;GK1454472J;0;1199.54;GK1454472J;THO;VENTE AU T.H.O.;;15.89;27/07/2026;B00000007H;;;;;;;;;;
0000000246;27/07/2026;EUR;0001;759990;0;B00002015P;GK0065052Y;0;1050.08;GK0065052Y;THO;VENTE AU T.H.O.;;16.0;27/07/2026;B00000007H;;;;;;;;;;
0000000247;27/07/2026;EUR;0001;759990;0;B00001249V;GK0001267P;0;83.39;GK0001267P;THO;VENTE AU T.H.O.;;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000000248;27/07/2026;EUR;0001;759990;0;B00001803Z;GK0010183X;0;268.00;GK0010183X;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000006G;;;;;;;;;;
0000000249;27/07/2026;EUR;0001;759990;0;B00001077Z;GK0029050L;0;300.00;GK0029050L;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000005F;;;;;;;;;;
0000000250;27/07/2026;EUR;0001;759990;0;B00001472Y;GK1317234G;0;699.92;GK1317234G;THO;VENTE AU T.H.O.;;10.4;27/07/2026;B00000003D;;;;;;;;;;
0000000251;27/07/2026;EUR;0245;759990;0;B00002401D;GK0231544T;0;6359.50;GK0231544T;THO;VENTE AU T.H.O.;;80.5;27/07/2026;B00000006G;;;;;;;;;;
0000000252;27/07/2026;EUR;0001;759990;0;B00001499D;GK0009763V;0;134.60;GK0009763V;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000003D;;;;;;;;;;
0000000253;27/07/2026;EUR;0001;759990;0;B00001355P;GK0001492W;0;44.91;GK0001492W;THO;VENTE AU T.H.O.;;0.6;27/07/2026;B00000007H;;;;;;;;;;
0000000254;27/07/2026;EUR;0001;759990;0;B00003224N;GK1354656G;0;517.68;GK1354656G;THO;VENTE AU T.H.O.;;7.19;27/07/2026;B00000005F;;;;;;;;;;
0000000255;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;131.50;GK0001242L;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000000256;27/07/2026;EUR;0001;759990;0;B00002349V;GK0231889K;0;252.36;GK0231889K;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000003D;;;;;;;;;;
0000000257;27/07/2026;EUR;0001;759990;0;B00001530N;GK0009550C;0;241.61;GK0009550C;THO;VENTE AU T.H.O.;;3.59;27/07/2026;B00000003D;;;;;;;;;;
0000000258;27/07/2026;EUR;0001;759990;0;B00001314T;GK0001052W;0;310.00;GK0001052W;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000002C;;;;;;;;;;
0000000259;27/07/2026;EUR;0001;759990;0;B00001489S;GK0008839V;0;1751.15;GK0008839V;THO;VENTE AU T.H.O.;;26.02;27/07/2026;B00000003D;;;;;;;;;;
0000000260;27/07/2026;EUR;0119;759990;0;B00003163V;GK1202927M;0;420.75;GK1202927M;THO;VENTE AU T.H.O.;;4.5;27/07/2026;B00000001B;;;;;;;;;;
0000000261;27/07/2026;EUR;0001;759990;0;B00001522E;GK0009541S;0;134.60;GK0009541S;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000003D;;;;;;;;;;
0000000262;27/07/2026;EUR;0001;759990;0;B00002734G;GK0010123D;0;-5688.00;GK0010123D;THO;VENTE AU T.H.O.;;-79.0;27/07/2026;B00000006G;;;;;;;;;;
0000000263;27/07/2026;EUR;0001;759990;0;B00001486N;GK0008836R;0;275.26;GK0008836R;THO;VENTE AU T.H.O.;;4.09;27/07/2026;B00000003D;;;;;;;;;;
0000000264;27/07/2026;EUR;0001;759990;0;B00001073V;GK0029047H;0;228.00;GK0029047H;THO;VENTE AU T.H.O.;;3.0;27/07/2026;B00000005F;;;;;;;;;;
0000000265;27/07/2026;EUR;0001;759990;0;B00003132J;GK1178523F;0;700.00;GK1178523F;THO;VENTE AU T.H.O.;;14.0;27/07/2026;B00000005F;;;;;;;;;;
0000000266;27/07/2026;EUR;0001;759990;0;B00001092R;GK0029058W;0;156.00;GK0029058W;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000005F;;;;;;;;;;
0000000267;27/07/2026;EUR;0001;759990;0;B00001791K;GK0010171H;0;143.81;GK0010171H;THO;VENTE AU T.H.O.;;1.97;27/07/2026;B00000006G;;;;;;;;;;
0000000268;27/07/2026;EUR;0470;759990;0;B00002947Z;GK0958636J;0;384.00;GK0958636J;THO;VENTE AU T.H.O.;;8.0;27/07/2026;B00000005F;;;;;;;;;;
0000000269;27/07/2026;EUR;0001;759990;0;B00001522E;GK0009541S;0;403.80;GK0009541S;THO;VENTE AU T.H.O.;;6.0;27/07/2026;B00000003D;;;;;;;;;;
0000000270;27/07/2026;EUR;0551;759990;0;B00002846J;GK0811098C;0;204.00;GK0811098C;THO;VENTE AU T.H.O.;;3.0;27/07/2026;B00000002C;;;;;;;;;;
0000000271;27/07/2026;EUR;0119;759990;0;B00002533D;GK0364533S;0;1450.80;GK0364533S;THO;VENTE AU T.H.O.;;26.0;27/07/2026;B00000001B;;;;;;;;;;
0000000272;27/07/2026;EUR;0001;759990;0;B00001544E;GK0009894T;0;403.80;GK0009894T;THO;VENTE AU T.H.O.;;6.0;27/07/2026;B00000003D;;;;;;;;;;
0000000273;27/07/2026;EUR;0001;759990;0;B00001252Y;GK0001273X;0;846.60;GK0001273X;THO;VENTE AU T.H.O.;;12.0;27/07/2026;B00000008J;;;;;;;;;;
0000000274;27/07/2026;EUR;0001;759990;0;B00002691H;GK0545475H;0;342.04;GK0545475H;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000007H;;;;;;;;;;
0000000275;27/07/2026;EUR;0001;759990;0;B00001585B;GK0001600T;0;134.00;GK0001600T;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000004E;;;;;;;;;;
0000000276;27/07/2026;EUR;0001;759990;0;B00002990Y;GK0992746W;0;239.43;GK0992746W;THO;VENTE AU T.H.O.;;3.47;27/07/2026;B00000005F;;;;;;;;;;
0000000277;27/07/2026;EUR;0119;759990;0;B00003163V;GK1202927M;0;1383.80;GK1202927M;THO;VENTE AU T.H.O.;;14.8;27/07/2026;B00000001B;;;;;;;;;;
0000000278;27/07/2026;EUR;0001;759990;0;B00001563B;GK0001576R;0;295.68;GK0001576R;THO;VENTE AU T.H.O.;;4.62;27/07/2026;B00000004E;;;;;;;;;;
0000000279;27/07/2026;EUR;0001;759990;0;B00001483K;GK0008827F;0;504.75;GK0008827F;THO;VENTE AU T.H.O.;;7.5;27/07/2026;B00000003D;;;;;;;;;;
0000000280;27/07/2026;EUR;0001;759990;0;B00001522E;GK0009541S;0;201.90;GK0009541S;THO;VENTE AU T.H.O.;;3.0;27/07/2026;B00000003D;;;;;;;;;;
0000000281;27/07/2026;EUR;0001;759990;0;B00001306J;GK0001038E;0;137.98;GK0001038E;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000002C;;;;;;;;;;
0000000282;27/07/2026;EUR;0001;759990;0;B00002690G;GK0542561X;0;4595.36;GK0542561X;THO;VENTE AU T.H.O.;;44.0;27/07/2026;B00000007H;;;;;;;;;;
0000000283;27/07/2026;EUR;0001;759990;0;B00001530N;GK0009550C;0;270.55;GK0009550C;THO;VENTE AU T.H.O.;;4.02;27/07/2026;B00000003D;;;;;;;;;;
0000000284;27/07/2026;EUR;0001;759990;0;B00001223P;GK0001226T;0;131.50;GK0001226T;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000000285;27/07/2026;EUR;0001;759990;0;B00001584A;GK0001599S;0;532.50;GK0001599S;THO;VENTE AU T.H.O.;;7.5;27/07/2026;B00000004E;;;;;;;;;;
0000000286;27/07/2026;EUR;0001;759990;0;B00002856W;GK0813645X;0;131.82;GK0813645X;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000000287;27/07/2026;EUR;0001;759990;0;B00001054Y;GK0001196J;0;184.23;GK0001196J;THO;VENTE AU T.H.O.;;2.94;27/07/2026;B00000008J;;;;;;;;;;
0000000288;27/07/2026;EUR;0800;759990;0;B00003174G;GK1241076N;0;79.81;GK1241076N;THO;VENTE AU T.H.O.;;1.0;27/07/2026;B00000007H;;;;;;;;;;
