Date Comptable;Code Societe Achat;Compte Comptable Achat;ID founisseur externe;Code tâche;Code folio;Libellé;Quantité;Type;Montant;Devise;Date de la pièce;Numéro de pièce;Taux de Tva;TypeEvenementAchat;Numero2;Type de Tva;Date d'échéance;Id scan facture;  Origine scan facture;
26/08/2026;0001;602210;0688;GL0009032N;GAZ;VENTE DE GAZ;4,22100;STANDARD;53,98;EUR;18/08/2026;0688K2608AXCM;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;18/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0009032N;GAZ;VENTE DE GAZ;4,22100;STANDARD;69,19;EUR;18/08/2026;0688K2608AXCM;20,00;TICGN GAZ;;;18/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0009032N;GAZ;VENTE DE GAZ;0,00001;STANDARD;81,90;EUR;18/08/2026;0688K2608AXCM;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0009032N;GAZ;VENTE DE GAZ;0,00001;STANDARD;116,80;EUR;18/08/2026;0688K2608AXCM;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0009032N;GAZ;VENTE DE GAZ;4,22100;STANDARD;220,97;EUR;18/08/2026;0688K2608AXCM;20,00;DEBOURS P1 GAZ;;;18/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL0009032N;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;108,91;EUR;18/08/2026;0688K2608AXCM;20,00;;;;18/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL1444191B;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;88,61;EUR;18/08/2026;0688K2608AXKB;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1444191B;GAZ;VENTE DE GAZ;0,00001;STANDARD;24,36;EUR;18/08/2026;0688K2608AXKB;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1444191B;GAZ;VENTE DE GAZ;0,00001;STANDARD;49,48;EUR;18/08/2026;0688K2608AXKB;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL1444191B;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;14,77;EUR;18/08/2026;0688K2608AXKB;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL1441254N;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;64,26;EUR;18/08/2026;0688K2608AXJV;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1441254N;GAZ;VENTE DE GAZ;0,05600;STANDARD;0,02;EUR;18/08/2026;0688K2608AXJV;20,00;GAZ - MECANISME CPB;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1441254N;GAZ;VENTE DE GAZ;0,05600;STANDARD;0,71;EUR;18/08/2026;0688K2608AXJV;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1441254N;GAZ;VENTE DE GAZ;0,05600;STANDARD;0,92;EUR;18/08/2026;0688K2608AXJV;20,00;TICGN GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1441254N;GAZ;VENTE DE GAZ;0,05600;STANDARD;2,78;EUR;18/08/2026;0688K2608AXJV;20,00;DEBOURS P1 GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1441254N;GAZ;VENTE DE GAZ;0,00001;STANDARD;13,08;EUR;18/08/2026;0688K2608AXJV;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1441254N;GAZ;VENTE DE GAZ;0,00001;STANDARD;36,04;EUR;18/08/2026;0688K2608AXJV;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL1441254N;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;10,71;EUR;18/08/2026;0688K2608AXJV;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0367;GL1425681S;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;2099,23;EUR;18/08/2026;0367M26084921;;;;;18/08/2026;;;B00000008J
26/08/2026;0001;611600;0367;GL1425681S;BIO;LIVRAISONS BIOMASSE;29,26448;STANDARD;158,61;EUR;18/08/2026;0367M26084921;20,00;CENDRES BIOMASSE;;;18/08/2026;;;B00000008J
26/08/2026;0001;602210;0367;GL1425681S;BIO;LIVRAISONS BIOMASSE;29,26448;STANDARD;1735,36;EUR;18/08/2026;0367M26084921;10,00;DEBOURS P1 BIOMASSE;;;18/08/2026;;;B00000008J
26/08/2026;0001;445660;0367;GL1425681S;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;31,72;EUR;18/08/2026;0367M26084921;20,00;;;;18/08/2026;;;B00000008J
26/08/2026;0001;445660;0367;GL1425681S;BIO;Facture intragroupe CID 0367;0,00001;STANDARD;173,54;EUR;18/08/2026;0367M26084921;10,00;;;;18/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL0232985F;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;44,05;EUR;18/08/2026;0688K2608AXJC;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232985F;GAZ;VENTE DE GAZ;0,00001;STANDARD;7,46;EUR;18/08/2026;0688K2608AXJC;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232985F;GAZ;VENTE DE GAZ;0,00001;STANDARD;29,25;EUR;18/08/2026;0688K2608AXJC;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0232985F;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;7,34;EUR;18/08/2026;0688K2608AXJC;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0232984E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;60,42;EUR;18/08/2026;0688K2608AXHN;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232984E;GAZ;VENTE DE GAZ;0,00001;STANDARD;13,71;EUR;18/08/2026;0688K2608AXHN;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232984E;GAZ;VENTE DE GAZ;0,00001;STANDARD;36,64;EUR;18/08/2026;0688K2608AXHN;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0232984E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;10,07;EUR;18/08/2026;0688K2608AXHN;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0232977X;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;65,68;EUR;18/08/2026;0688K2608AXHJ;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232977X;GAZ;VENTE DE GAZ;0,00001;STANDARD;15,72;EUR;18/08/2026;0688K2608AXHJ;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232977X;GAZ;VENTE DE GAZ;0,00001;STANDARD;39,01;EUR;18/08/2026;0688K2608AXHJ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0232977X;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;10,95;EUR;18/08/2026;0688K2608AXHJ;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0232975V;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;46,54;EUR;18/08/2026;0688K2608AXHG;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232975V;GAZ;VENTE DE GAZ;0,14100;STANDARD;0,06;EUR;18/08/2026;0688K2608AXHG;20,00;GAZ - MECANISME CPB;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232975V;GAZ;VENTE DE GAZ;0,14100;STANDARD;1,80;EUR;18/08/2026;0688K2608AXHG;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232975V;GAZ;VENTE DE GAZ;0,14100;STANDARD;2,31;EUR;18/08/2026;0688K2608AXHG;20,00;TICGN GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232975V;GAZ;VENTE DE GAZ;0,00001;STANDARD;3,34;EUR;18/08/2026;0688K2608AXHG;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232975V;GAZ;VENTE DE GAZ;0,14100;STANDARD;6,90;EUR;18/08/2026;0688K2608AXHG;20,00;DEBOURS P1 GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232975V;GAZ;VENTE DE GAZ;0,00001;STANDARD;24,38;EUR;18/08/2026;0688K2608AXHG;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0232975V;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;7,75;EUR;18/08/2026;0688K2608AXHG;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0232942G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;334,46;EUR;18/08/2026;0688K2608AXGV;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232942G;GAZ;VENTE DE GAZ;0,00001;STANDARD;106,25;EUR;18/08/2026;0688K2608AXGV;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0232942G;GAZ;VENTE DE GAZ;0,00001;STANDARD;172,47;EUR;18/08/2026;0688K2608AXGV;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0232942G;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;55,74;EUR;18/08/2026;0688K2608AXGV;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0061216N;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;80,59;EUR;18/08/2026;0688K2608AXDU;;;;;18/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0061216N;GAZ;VENTE DE GAZ;0,00001;STANDARD;15,19;EUR;18/08/2026;0688K2608AXDU;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0061216N;GAZ;VENTE DE GAZ;0,00001;STANDARD;51,97;EUR;18/08/2026;0688K2608AXDU;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL0061216N;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;13,43;EUR;18/08/2026;0688K2608AXDU;20,00;;;;18/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL0061225Z;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;127,92;EUR;18/08/2026;0688K2608AXEB;;;;;18/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0061225Z;GAZ;VENTE DE GAZ;0,00001;STANDARD;46,12;EUR;18/08/2026;0688K2608AXEB;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000008J
26/08/2026;0001;602210;0688;GL0061225Z;GAZ;VENTE DE GAZ;0,00001;STANDARD;60,48;EUR;18/08/2026;0688K2608AXEB;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000008J
26/08/2026;0001;445660;0688;GL0061225Z;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;21,32;EUR;18/08/2026;0688K2608AXEB;20,00;;;;18/08/2026;;;B00000008J
26/08/2026;0001;401050;0688;GL1326573V;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;53,62;EUR;18/08/2026;0688K2608AXJZ;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1326573V;GAZ;VENTE DE GAZ;0,00001;STANDARD;12,77;EUR;18/08/2026;0688K2608AXJZ;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1326573V;GAZ;VENTE DE GAZ;0,00001;STANDARD;31,91;EUR;18/08/2026;0688K2608AXJZ;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL1326573V;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;8,94;EUR;18/08/2026;0688K2608AXJZ;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL1587129F;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;569,48;EUR;18/08/2026;0688K2608AXKS;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1587129F;GAZ;VENTE DE GAZ;4,01900;STANDARD;1,65;EUR;18/08/2026;0688K2608AXKS;20,00;GAZ - MECANISME CPB;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1587129F;GAZ;VENTE DE GAZ;4,01900;STANDARD;51,40;EUR;18/08/2026;0688K2608AXKS;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1587129F;GAZ;VENTE DE GAZ;4,01900;STANDARD;65,87;EUR;18/08/2026;0688K2608AXKS;20,00;TICGN GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1587129F;GAZ;VENTE DE GAZ;0,00001;STANDARD;91,09;EUR;18/08/2026;0688K2608AXKS;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1587129F;GAZ;VENTE DE GAZ;0,00001;STANDARD;121,59;EUR;18/08/2026;0688K2608AXKS;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL1587129F;GAZ;VENTE DE GAZ;4,01900;STANDARD;142,96;EUR;18/08/2026;0688K2608AXKS;20,00;DEBOURS P1 GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL1587129F;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;94,92;EUR;18/08/2026;0688K2608AXKS;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0028242T;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;139,65;EUR;18/08/2026;0688K2608AWWG;;;;;18/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,96200;STANDARD;0,39;EUR;18/08/2026;0688K2608AWWG;20,00;GAZ - MECANISME CPB;;;18/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,00001;STANDARD;2,52;EUR;18/08/2026;0688K2608AWWG;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,00001;STANDARD;8,84;EUR;18/08/2026;0688K2608AWWG;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,96200;STANDARD;15,77;EUR;18/08/2026;0688K2608AWWG;20,00;TICGN GAZ;;;18/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,96200;STANDARD;43,10;EUR;18/08/2026;0688K2608AWWG;20,00;DEBOURS P1 GAZ;;;18/08/2026;;;B00000005F
26/08/2026;0001;602210;0688;GL0028242T;GAZ;VENTE DE GAZ;0,96200;STANDARD;45,76;EUR;18/08/2026;0688K2608AWWG;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;18/08/2026;;;B00000005F
26/08/2026;0001;445660;0688;GL0028242T;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;23,27;EUR;18/08/2026;0688K2608AWWG;20,00;;;;18/08/2026;;;B00000005F
26/08/2026;0001;401050;0688;GL0580207B;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;68,49;EUR;18/08/2026;0688K2608AXAR;;;;;18/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0580207B;GAZ;VENTE DE GAZ;0,19500;STANDARD;0,08;EUR;18/08/2026;0688K2608AXAR;20,00;GAZ - MECANISME CPB;;;18/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0580207B;GAZ;VENTE DE GAZ;0,19500;STANDARD;2,49;EUR;18/08/2026;0688K2608AXAR;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;18/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0580207B;GAZ;VENTE DE GAZ;0,19500;STANDARD;3,20;EUR;18/08/2026;0688K2608AXAR;20,00;TICGN GAZ;;;18/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0580207B;GAZ;VENTE DE GAZ;0,19500;STANDARD;8,74;EUR;18/08/2026;0688K2608AXAR;20,00;DEBOURS P1 GAZ;;;18/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0580207B;GAZ;VENTE DE GAZ;0,00001;STANDARD;11,79;EUR;18/08/2026;0688K2608AXAR;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000004E
26/08/2026;0001;602210;0688;GL0580207B;GAZ;VENTE DE GAZ;0,00001;STANDARD;30,78;EUR;18/08/2026;0688K2608AXAR;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000004E
26/08/2026;0001;445660;0688;GL0580207B;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;11,41;EUR;18/08/2026;0688K2608AXAR;20,00;;;;18/08/2026;;;B00000004E
26/08/2026;0001;401050;0688;GL0050158Y;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;75,48;EUR;18/08/2026;0688K2608AXKE;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0050158Y;GAZ;VENTE DE GAZ;0,00001;STANDARD;17,08;EUR;18/08/2026;0688K2608AXKE;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0050158Y;GAZ;VENTE DE GAZ;0,00001;STANDARD;45,82;EUR;18/08/2026;0688K2608AXKE;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0050158Y;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;12,58;EUR;18/08/2026;0688K2608AXKE;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0843215Z;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;55,68;EUR;18/08/2026;0688K2608AXHR;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0843215Z;GAZ;VENTE DE GAZ;0,00001;STANDARD;11,90;EUR;18/08/2026;0688K2608AXHR;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0843215Z;GAZ;VENTE DE GAZ;0,00001;STANDARD;34,50;EUR;18/08/2026;0688K2608AXHR;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0843215Z;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;9,28;EUR;18/08/2026;0688K2608AXHR;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0842998C;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;107,47;EUR;18/08/2026;0688K2608AXHT;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0842998C;GAZ;VENTE DE GAZ;0,00001;STANDARD;31,39;EUR;18/08/2026;0688K2608AXHT;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0842998C;GAZ;VENTE DE GAZ;0,00001;STANDARD;58,17;EUR;18/08/2026;0688K2608AXHT;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0842998C;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;17,91;EUR;18/08/2026;0688K2608AXHT;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0846537Z;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;60,64;EUR;18/08/2026;0688K2608AXHM;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0846537Z;GAZ;VENTE DE GAZ;0,00001;STANDARD;13,79;EUR;18/08/2026;0688K2608AXHM;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0846537Z;GAZ;VENTE DE GAZ;0,00001;STANDARD;36,74;EUR;18/08/2026;0688K2608AXHM;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0846537Z;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;10,11;EUR;18/08/2026;0688K2608AXHM;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0842989S;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;95,54;EUR;18/08/2026;0688K2608AXHP;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0842989S;GAZ;VENTE DE GAZ;0,00001;STANDARD;27,13;EUR;18/08/2026;0688K2608AXHP;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0842989S;GAZ;VENTE DE GAZ;0,00001;STANDARD;52,49;EUR;18/08/2026;0688K2608AXHP;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0842989S;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;15,92;EUR;18/08/2026;0688K2608AXHP;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0514440R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;215,14;EUR;18/08/2026;0688K2608AXGF;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0514440R;GAZ;VENTE DE GAZ;0,00001;STANDARD;51,15;EUR;18/08/2026;0688K2608AXGF;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0514440R;GAZ;VENTE DE GAZ;0,00001;STANDARD;128,13;EUR;18/08/2026;0688K2608AXGF;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0514440R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;35,86;EUR;18/08/2026;0688K2608AXGF;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0063704R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;40,25;EUR;18/08/2026;0688K2608AXKH;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,04400;STANDARD;0,01;EUR;18/08/2026;0688K2608AXKH;20,00;GAZ - MECANISME CPB;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,04400;STANDARD;0,56;EUR;18/08/2026;0688K2608AXKH;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,04400;STANDARD;0,72;EUR;18/08/2026;0688K2608AXKH;20,00;TICGN GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,04400;STANDARD;1,97;EUR;18/08/2026;0688K2608AXKH;20,00;DEBOURS P1 GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,00001;STANDARD;3,96;EUR;18/08/2026;0688K2608AXKH;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,00001;STANDARD;26,32;EUR;18/08/2026;0688K2608AXKH;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0063704R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;6,71;EUR;18/08/2026;0688K2608AXKH;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0063704R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;43,53;EUR;18/08/2026;0688K2608AXKK;;;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,07700;STANDARD;0,03;EUR;18/08/2026;0688K2608AXKK;20,00;GAZ - MECANISME CPB;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,07700;STANDARD;0,98;EUR;18/08/2026;0688K2608AXKK;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,07700;STANDARD;1,26;EUR;18/08/2026;0688K2608AXKK;20,00;TICGN GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,07700;STANDARD;3,46;EUR;18/08/2026;0688K2608AXKK;20,00;DEBOURS P1 GAZ;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,00001;STANDARD;4,06;EUR;18/08/2026;0688K2608AXKK;20,00;DEBOURS P1 GAZ STOCKAGE;;;18/08/2026;;;B00000003D
26/08/2026;0001;602210;0688;GL0063704R;GAZ;VENTE DE GAZ;0,00001;STANDARD;26,48;EUR;18/08/2026;0688K2608AXKK;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;18/08/2026;;;B00000003D
26/08/2026;0001;445660;0688;GL0063704R;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;7,26;EUR;18/08/2026;0688K2608AXKK;20,00;;;;18/08/2026;;;B00000003D
26/08/2026;0001;401050;0688;GL0047682J;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;104,59;EUR;18/08/2026;0688K2608AXEU;;;;;18/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0047682J;GAZ;VENTE DE GAZ;0,17400;STANDARD;0,07;EUR;18/08/2026;0688K2608AXEU;20,00;GAZ - MECANISME CPB;;;18/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0047682J;GAZ;VENTE DE GAZ;0,17400;STANDARD;2,23;EUR;18/08/2026;0688K2608AXEU;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;18/08/2026;;;B00000002C
26/08/2026;0001;602210;0688;GL0047682J;GAZ;VENTE DE GAZ;0,17400;STANDARD;2,85;EUR;18/08/2026;0688K2608AXEU;20,00;TICGN GAZ;;;18/08/2026;;;B00000002C
