GL Closing Date;Company Code;Compte local;ID fournisseur externe;Appro Task Code;Code Folio;Description;Quantity;Type;Montant;Currency Code;Document Date;Document Number;VAT %;Nature 1;Nature 2;VAT Type;Due Date;Invoice Scan ID;Invoice Scan Source;Region Code;Source file id;Application source
26/08/2026;0367;401100;89690-FRA19200-A;GN1583440N;HAF;STANDARD - 2026-07-VCOM300;0,00001;STANDARD;8345,05;EUR;31/07/2026;2026-07-VCOM300;0,00;;;;;PRN-FVB0064277-SYLVO-WATTS-2026-07VCOM300.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;445660;89690-FRA19200-A;GN1583440N;HAF;STANDARD - 2026-07-VCOM300;65,74000;STANDARD;758,64;EUR;31/07/2026;2026-07-VCOM300;10,00;;;DED_10.00D;;PRN-FVB0064277-SYLVO-WATTS-2026-07VCOM300.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;602210;89690-FRA19200-A;GN1583440N;HAF;STANDARD - 2026-07-VCOM300;65,74000;STANDARD;7586,41;EUR;31/07/2026;2026-07-VCOM300;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064277-SYLVO-WATTS-2026-07VCOM300.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;401100;89690-FRA19200-A;GN1583992R;HAF;STANDARD - 2026-07-VCOM301;0,00001;STANDARD;4097,95;EUR;31/07/2026;2026-07-VCOM301;0,00;;;;;PRN-FVB0064278-SYLVO-WATTS-2026-07-VCOM301.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;445660;89690-FRA19200-A;GN1583992R;HAF;STANDARD - 2026-07-VCOM301;45,40000;STANDARD;372,54;EUR;31/07/2026;2026-07-VCOM301;10,00;;;DED_10.00D;;PRN-FVB0064278-SYLVO-WATTS-2026-07-VCOM301.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;602210;89690-FRA19200-A;GN1583992R;HAF;STANDARD - 2026-07-VCOM301;45,40000;STANDARD;3725,41;EUR;31/07/2026;2026-07-VCOM301;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064278-SYLVO-WATTS-2026-07-VCOM301.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;401100;89690-FRA19200-A;GN1584002C;HAF;STANDARD - 2026-07-VCOM302;0,00001;STANDARD;5759,09;EUR;31/07/2026;2026-07-VCOM302;0,00;;;;;PRN-FVB0064279-SYLVO-WATTS-2026-07-VCOM302.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;445660;89690-FRA19200-A;GN1584002C;HAF;STANDARD - 2026-07-VCOM302;50,06000;STANDARD;523,55;EUR;31/07/2026;2026-07-VCOM302;10,00;;;DED_10.00D;;PRN-FVB0064279-SYLVO-WATTS-2026-07-VCOM302.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;602210;89690-FRA19200-A;GN1584002C;HAF;STANDARD - 2026-07-VCOM302;50,06000;STANDARD;5235,54;EUR;31/07/2026;2026-07-VCOM302;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064279-SYLVO-WATTS-2026-07-VCOM302.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;401100;79500-FRA33610;GN1583907V;HAF;STANDARD - L126070109;0,00001;STANDARD;5290,49;EUR;01/07/2026;L126070109;0,00;;;;;PRN-FVB0064280-AFB-L126070109.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
