GL Closing Date;Company Code;Compte local;ID fournisseur externe;Appro Task Code;Code Folio;Description;Quantity;Type;Montant;Currency Code;Document Date;Document Number;VAT %;Nature 1;Nature 2;VAT Type;Due Date;Invoice Scan ID;Invoice Scan Source;Region Code;Source file id;Application source
26/08/2026;0367;445660;79500-FRA33610;GN1583907V;HAF;STANDARD - L126070109;55,68000;STANDARD;480,95;EUR;01/07/2026;L126070109;10,00;;;DED_10.00D;;PRN-FVB0064280-AFB-L126070109.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;602210;79500-FRA33610;GN1583907V;HAF;STANDARD - L126070109;55,68000;STANDARD;4809,54;EUR;01/07/2026;L126070109;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064280-AFB-L126070109.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;401100;56666-FRA62710;GN1584002C;HAF;STANDARD - VT2607/138;0,00001;STANDARD;14396,79;EUR;31/07/2026;VT2607/138;0,00;;;;;PRN-FVB0064281-BNE-VT2607-138.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;445660;56666-FRA62710;GN1584002C;HAF;STANDARD - VT2607/138;117,92000;STANDARD;1308,81;EUR;31/07/2026;VT2607/138;10,00;;;DED_10.00D;;PRN-FVB0064281-BNE-VT2607-138.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;602210;56666-FRA62710;GN1584002C;HAF;STANDARD - VT2607/138;117,92000;STANDARD;13087,98;EUR;31/07/2026;VT2607/138;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064281-BNE-VT2607-138.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;401100;56666-FRA62710;GN1584002C;HAF;STANDARD - VT2607/137;0,00001;STANDARD;2163,05;EUR;31/07/2026;VT2607/137;0,00;;;;;PRN-FVB0064282-BNE-VT2607-137.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;445660;56666-FRA62710;GN1584002C;HAF;STANDARD - VT2607/137;18,80000;STANDARD;196,64;EUR;31/07/2026;VT2607/137;10,00;;;DED_10.00D;;PRN-FVB0064282-BNE-VT2607-137.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;602210;56666-FRA62710;GN1584002C;HAF;STANDARD - VT2607/137;18,80000;STANDARD;1966,41;EUR;31/07/2026;VT2607/137;10,00;UC ACHAT BIOMASSE;;;;PRN-FVB0064282-BNE-VT2607-137.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;401100;71672-FRA21580;GN1583321D;HAF;STANDARD - FA00857;0,00001;STANDARD;221,40;EUR;16/04/2026;FA00857;0,00;;;;;PRN-FVB0064283-FA00857-BEF.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;445661;71672-FRA21580;GN1583321D;HAF;STANDARD - FA00857;1,40000;STANDARD;36,90;EUR;16/04/2026;FA00857;20,00;;;DED_20.00E;;PRN-FVB0064283-FA00857-BEF.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
26/08/2026;0367;611600;71672-FRA21580;GN1583321D;HAF;STANDARD - FA00857;1,40000;STANDARD;184,50;EUR;16/04/2026;FA00857;20,00;COUTS CENDRES;;;;PRN-FVB0064283-FA00857-BEF.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260811_205421;PIRENE
