SVD;18/08/2026;1294;306837,70;306837,70;FAC02_SRC_FACTURESCLIENTS_180826-004821_ST_FAC02_639226109017635143_001;0
GCA;18/08/2026;536;6384010,83;6384010,83;FAC02_SRC_FACTURESCLIENTS_180826-004821_ST_FAC02_639226109017635143_001;0
SVB;18/08/2026;5;196693,05;196693,05;FAC02_SRC_FACTURESCLIENTS_180826-004821_ST_FAC02_639226109017635143_001;0
IGP;18/08/2026;6;1086572,20;1086572,20;FAC02_SRC_FACTURESCLIENTS_180826-004821_ST_FAC02_639226109017635143_001;0
RNE;18/08/2026;1;7770,24;7770,24;FAC02_SRC_FACTURESCLIENTS_180826-004821_ST_FAC02_639226109017635143_001;0
