true;0804;FP09115492;11528490
true;0804;FP09115491;11528491
true;0804;310708;11528492
true;0804;51113158;11528493
true;0804;FPCA035305;11528494
true;0804;FP02051634;11528495
true;0804;51107144;11528496
true;0804;FPVR090834;11528497
true;0804;FPVR090835;11528498
true;0804;FPVR090836;11528499
true;0804;00235167;11528500
true;0804;FPRH054197;11528501
true;0804;FPRH054195;11528502
true;0804;FPRH054196;11528503
true;0804;FPRH054508;11528504
true;0804;FPRH054526;11528505
true;0804;FPRH054686;11528506
true;0804;FPRH055017;11528507
true;0804;FPRH055236;11528508
true;0804;FP0271989;11528509
true;0804;FP0272134;11528510
true;0804;FP0271687;11528511
true;0804;FP0271783;11528512
true;0804;FP0271957;11528513
true;0804;FP0271975;11528514
true;0804;FPCA034496;11528515
true;0804;FPCA035015;11528516
true;0804;FPCA035267;11528517
true;0804;FPCA035351;11528518
true;0804;FPCA035306;11528519
true;0804;310705;11528520
true;0804;310706;11528521
true;0804;310707;11528522
true;0804;310765;11528523
true;0804;310766;11528524
true;0804;FP09115283;11528525
true;0804;FP09115282;11528526
true;0804;FP09115281;11528527
true;0804;FP09115280;11528528
true;0804;FP09115284;11528529
true;0804;FP04279685;11528530
true;0804;FP07041746;11528531
true;0804;FP07041745;11528532
true;0804;FP06208108;11528533
true;0804;FP05325567;11528534
true;0804;FP05325292;11528535
true;0804;FP05325568;11528536
true;0804;FP05325569;11528537
true;0804;FP05325570;11528538
true;0804;FP05325571;11528539
true;0804;FP05325572;11528540
true;0804;FP02051633;11528541
true;0804;FP04279687;11528542
true;0804;FP04279686;11528543
true;0804;FP04279690;11528544
true;0804;FP04279689;11528545
true;0804;FP04279688;11528546
true;0804;FP04279900;11528547
true;0804;FP04279899;11528548
true;0804;FP04279898;11528549
