411150;0467774N;D;15196.00;+
707000;;C;12663.00;+
445710;;C;2533.00;+
411150;0467774N;D;10699.00;+
707000;;C;8916.00;+
445710;;C;1783.00;+
411150;0467774N;D;7472.00;+
707000;;C;6227.00;+
445710;;C;1245.00;+
411150;0472986A;D;58121.00;+
707000;;C;48434.00;+
445710;;C;9687.00;+
411150;0471474I;D;116612.00;+
707000;;C;97177.00;+
445710;;C;19435.00;+
411150;0471474I;D;22861.00;+
707000;;C;19051.00;+
445710;;C;3810.00;+
411150;0471474I;D;12017.00;+
707000;;C;10014.00;+
445710;;C;2003.00;+
411150;0065898H;D;3890.00;+
707000;;C;3242.00;+
445710;;C;648.00;+
411150;0065898H;D;19046.00;+
707000;;C;15872.00;+
445710;;C;3174.00;+
411150;0471474I;D;6198.00;+
707000;;C;5165.00;+
445710;;C;1033.00;+
411100;0563885D;D;233729.00;+
706601;;C;194774.00;+
445715;;C;38955.00;+
411150;0568916S;D;11644.00;+
707000;;C;9703.00;+
445710;;C;1941.00;+
411150;0065898H;D;22703.00;+
707000;;C;18919.00;+
445710;;C;3784.00;+
411150;0568916S;D;2453.00;+
707000;;C;2044.00;+
445710;;C;409.00;+
411150;0568916S;D;3466.00;+
707000;;C;2888.00;+
445710;;C;578.00;+
411150;0090035S;D;9019.00;+
707000;;C;7516.00;+
445710;;C;1503.00;+
411150;0090035S;D;3665.00;+
707000;;C;3054.00;+
445710;;C;611.00;+
411150;0090035S;D;9528.00;+
707000;;C;7940.00;+
445710;;C;1588.00;+
411150;0090035S;D;9771.00;+
707000;;C;8143.00;+
445710;;C;1628.00;+
411150;0090035S;D;15399.00;+
707000;;C;12833.00;+
445710;;C;2566.00;+
411150;0090035S;D;18661.00;+
707000;;C;15551.00;+
445710;;C;3110.00;+
411150;0568916S;D;24992.00;+
707000;;C;20827.00;+
445710;;C;4165.00;+
411150;0568916S;D;4400.00;+
707000;;C;3667.00;+
445710;;C;733.00;+
411150;0568916S;D;5076.00;+
707000;;C;4230.00;+
445710;;C;846.00;+
411150;0568916S;D;2867.00;+
707000;;C;2389.00;+
445710;;C;478.00;+
411150;0065898H;D;18715.00;+
707000;;C;15596.00;+
445710;;C;3119.00;+
411150;0065898H;D;30652.00;+
707000;;C;25544.00;+
445710;;C;5108.00;+
411150;0065898H;D;13222.00;+
707000;;C;11018.00;+
445710;;C;2204.00;+
411150;0065898H;D;5825.00;+
707000;;C;4854.00;+
445710;;C;971.00;+
411150;0065898H;D;6574.00;+
707000;;C;5478.00;+
445710;;C;1096.00;+
411150;0293145S;D;31347.00;+
707000;;C;26122.00;+
445710;;C;5225.00;+
411150;0293145S;D;68519.00;+
707000;;C;57099.00;+
445710;;C;11420.00;+
411150;0065898H;D;51261.00;+
707000;;C;42717.00;+
445710;;C;8544.00;+
411150;0065898H;D;13420.00;+
707000;;C;11183.00;+
445710;;C;2237.00;+
411150;0568916S;D;13759.00;+
707000;;C;11466.00;+
445710;;C;2293.00;+
411150;0568916S;D;15129.00;+
707000;;C;12607.00;+
445710;;C;2522.00;+
411150;0090035S;D;1682.00;+
707000;;C;1402.00;+
445710;;C;280.00;+
411150;0568916S;D;13159.00;+
707000;;C;10966.00;+
445710;;C;2193.00;+
411150;0467774N;D;7522.00;+
707000;;C;6268.00;+
445710;;C;1254.00;+
411150;0467774N;D;5249.00;+
707000;;C;4374.00;+
445710;;C;875.00;+
411150;0467774N;D;31153.00;+
707000;;C;25961.00;+
445710;;C;5192.00;+
411150;0467774N;D;6587.00;+
707000;;C;5489.00;+
445710;;C;1098.00;+
411150;0467774N;D;10902.00;+
707000;;C;9085.00;+
445710;;C;1817.00;+
411150;0467774N;D;10784.00;+
707000;;C;8987.00;+
445710;;C;1797.00;+
411150;0467774N;D;3658.00;+
707000;;C;3048.00;+
445710;;C;610.00;+
411150;0293145S;D;7507.00;+
707000;;C;6256.00;+
445710;;C;1251.00;+
411150;0472986A;D;2520.00;+
707000;;C;2100.00;+
445710;;C;420.00;+
411150;0065898H;D;34416.00;+
707000;;C;28680.00;+
445710;;C;5736.00;+
411150;0065898H;D;76890.00;+
707000;;C;64075.00;+
445710;;C;12815.00;+
411150;0065898H;D;10757.00;+
