0826000001;25/09/2026;EUR;0001;414106;0;B00001530N;GL0011657X;0,00;314,36;0086825T;GER;;;100000;25/08/2026;B00000003D;;;;;;;;;;
0826000001;25/09/2026;EUR;0001;512885;0;B00001530N;GL0011657X;314,36;0,00;0086825T;GER;;;100000;25/08/2026;B00000003D;;;;;;;;;;
0826000002;25/09/2026;EUR;0158;414106;0;B00002870L;GL0019517D;0,00;1629,18;0025733J;GER;;;100000;25/08/2026;B00000007H;;;;;;;;;;
0826000002;25/09/2026;EUR;0158;513352;0;B00002870L;GL0019517D;1629,18;0,00;0025733J;GER;;;100000;25/08/2026;B00000007H;;;;;;;;;;
0826000003;25/09/2026;EUR;0001;414106;0;B00001085H;GL0441648Y;0,00;77,73;0325425R;GER;;;100000;25/08/2026;B00000005F;;;;;;;;;;
0826000003;25/09/2026;EUR;0001;512525;0;B00001085H;GL0441648Y;77,73;0,00;0325425R;GER;;;100000;25/08/2026;B00000005F;;;;;;;;;;
0826000004;25/09/2026;EUR;0388;414106;0;B00001562A;GL0542152G;0,00;83,46;0330023R;GER;;;100000;25/08/2026;B00000004E;;;;;;;;;;
0826000004;25/09/2026;EUR;0388;513450;0;B00001562A;GL0542152G;83,46;0,00;0330023R;GER;;;100000;25/08/2026;B00000004E;;;;;;;;;;
0826000005;25/09/2026;EUR;0001;414106;0;B00001085H;GL0013424E;0,00;111,54;0505801C;GER;;;100000;25/08/2026;B00000005F;;;;;;;;;;
0826000005;25/09/2026;EUR;0001;512525;0;B00001085H;GL0013424E;111,54;0,00;0505801C;GER;;;100000;25/08/2026;B00000005F;;;;;;;;;;
0826000006;25/09/2026;EUR;0001;414106;0;B00001763D;GL1020351P;0,00;33,30;0539330P;GER;;;100000;25/08/2026;B00000006G;;;;;;;;;;
0826000006;25/09/2026;EUR;0001;512881;0;B00001763D;GL1020351P;33,30;0,00;0539330P;GER;;;100000;25/08/2026;B00000006G;;;;;;;;;;
0826000007;25/09/2026;EUR;0001;414106;0;B00001499D;GL0984205P;0,00;71,92;0555065S;GER;;;100000;25/08/2026;B00000003D;;;;;;;;;;
0826000007;25/09/2026;EUR;0001;512885;0;B00001499D;GL0984205P;71,92;0,00;0555065S;GER;;;100000;25/08/2026;B00000003D;;;;;;;;;;
0826000008;25/09/2026;EUR;0001;414106;0;B00001489S;GL0761674N;0,00;160,00;0007373B;GER;;;100000;25/08/2026;B00000003D;;;;;;;;;;
0826000008;25/09/2026;EUR;0001;512885;0;B00001489S;GL0761674N;160,00;0,00;0007373B;GER;;;100000;25/08/2026;B00000003D;;;;;;;;;;
0826000009;25/09/2026;EUR;0158;411106;0;B00002870L;GL0019517D;0,00;841,15;0025733J;GER;;;100000;26/08/2026;B00000007H;;;;;;;;;;
0826000009;25/09/2026;EUR;0158;513352;0;B00002870L;GL0019517D;841,15;0,00;0025733J;GER;;;100000;26/08/2026;B00000007H;;;;;;;;;;
0826000010;25/09/2026;EUR;0001;411106;0;B00001085H;GL0441648Y;0,00;60,22;0325425R;GER;;;100000;26/08/2026;B00000005F;;;;;;;;;;
0826000010;25/09/2026;EUR;0001;512525;0;B00001085H;GL0441648Y;60,22;0,00;0325425R;GER;;;100000;26/08/2026;B00000005F;;;;;;;;;;
0826000011;25/09/2026;EUR;0001;411106;0;B00001981B;GL0946412T;0,00;313,40;0430889H;GER;;;100000;26/08/2026;B00000006G;;;;;;;;;;
0826000011;25/09/2026;EUR;0001;512881;0;B00001981B;GL0946412T;313,40;0,00;0430889H;GER;;;100000;26/08/2026;B00000006G;;;;;;;;;;
0826000012;25/09/2026;EUR;0346;411106;0;B00001494Y;GL0347551V;0,00;122,72;0414482Q;GER;;;100000;26/08/2026;B00000003D;;;;;;;;;;
0826000012;25/09/2026;EUR;0346;513392;0;B00001494Y;GL0347551V;122,72;0,00;0414482Q;GER;;;100000;26/08/2026;B00000003D;;;;;;;;;;
0826000013;25/09/2026;EUR;0001;411106;0;B00001074W;GL0646856N;0,00;234,18;0307614E;GER;;;100000;26/08/2026;B00000005F;;;;;;;;;;
0826000013;25/09/2026;EUR;0001;512525;0;B00001074W;GL0646856N;234,18;0,00;0307614E;GER;;;100000;26/08/2026;B00000005F;;;;;;;;;;
0826000014;25/09/2026;EUR;0001;411106;0;B00001566E;GL0858412T;0,00;78,66;0516407G;GER;;;100000;26/08/2026;B00000004E;;;;;;;;;;
0826000014;25/09/2026;EUR;0001;512879;0;B00001566E;GL0858412T;78,66;0,00;0516407G;GER;;;100000;26/08/2026;B00000004E;;;;;;;;;;
0826000015;25/09/2026;EUR;0001;411106;0;B00001763D;GL0877084L;0,00;86,12;0516946N;GER;;;100000;26/08/2026;B00000006G;;;;;;;;;;
0826000015;25/09/2026;EUR;0001;512881;0;B00001763D;GL0877084L;86,12;0,00;0516946N;GER;;;100000;26/08/2026;B00000006G;;;;;;;;;;
0826000016;25/09/2026;EUR;0001;411106;0;B00001763D;GL1034084W;0,00;7,98;0536914M;GER;;;100000;26/08/2026;B00000006G;;;;;;;;;;
0826000016;25/09/2026;EUR;0001;512881;0;B00001763D;GL1034084W;7,98;0,00;0536914M;GER;;;100000;26/08/2026;B00000006G;;;;;;;;;;
0826000017;25/09/2026;EUR;0001;411106;0;B00001763D;GL1020351P;0,00;48,61;0539330P;GER;;;100000;26/08/2026;B00000006G;;;;;;;;;;
0826000017;25/09/2026;EUR;0001;512881;0;B00001763D;GL1020351P;48,61;0,00;0539330P;GER;;;100000;26/08/2026;B00000006G;;;;;;;;;;
0826000018;25/09/2026;EUR;0001;411106;0;B00001499D;GL0999670N;0,00;168,34;0555046S;GER;;;100000;26/08/2026;B00000003D;;;;;;;;;;
0826000018;25/09/2026;EUR;0001;512885;0;B00001499D;GL0999670N;168,34;0,00;0555046S;GER;;;100000;26/08/2026;B00000003D;;;;;;;;;;
0826000019;25/09/2026;EUR;0001;411106;0;B00001499D;GL0984205P;0,00;133,96;0555065S;GER;;;100000;26/08/2026;B00000003D;;;;;;;;;;
0826000019;25/09/2026;EUR;0001;512885;0;B00001499D;GL0984205P;133,96;0,00;0555065S;GER;;;100000;26/08/2026;B00000003D;;;;;;;;;;
0826000020;25/09/2026;EUR;0542;411106;0;B00001547H;GL0030335X;0,00;11,63;0264811K;GER;;;100000;26/08/2026;B00000003D;;;;;;;;;;
0826000020;25/09/2026;EUR;0542;513252;0;B00001547H;GL0030335X;11,63;0,00;0264811K;GER;;;100000;26/08/2026;B00000003D;;;;;;;;;;
00826000021;25/09/2026;EUR;0001;411106;0;B00001763D;GL1021605P;1051,77;0,00;0536892J;FGE;;;100000;27/08/2026;B00000006G;;;;;;;;;;
00826000021;25/09/2026;EUR;0001;706001;0;B00001763D;GL1021605P;0,00;231,68;0536892J;FGE;VENTE P1;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
00826000021;25/09/2026;EUR;0001;706001;0;B00001763D;GL1021605P;0,00;120,08;0536892J;FGE;VENTE P1 ECS;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
00826000021;25/09/2026;EUR;0001;706001;0;B00001763D;GL1021605P;0,00;105,93;0536892J;FGE;VENTE P1 CEE;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
00826000021;25/09/2026;EUR;0001;708820;0;B00001763D;GL1021605P;0,00;149,70;0536892J;FGE;PDTS ACCES.DIVERS(FRANCE) P1;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
00826000021;25/09/2026;EUR;0001;708820;0;B00001763D;GL1021605P;0,00;269,09;0536892J;FGE;PDTS ACCES.DIVERS(FRANCE) P1;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
00826000021;25/09/2026;EUR;0001;445710;0;B00001763D;GL1021605P;0,00;29,94;0536892J;FGE;;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
00826000021;25/09/2026;EUR;0001;445710;0;B00001763D;GL1021605P;0;145,35;0536892J;FGE;;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
00826000022;25/09/2026;EUR;0001;411106;0;B00001763D;GL1031883V;920,30;0,00;0538113O;FGE;;;100000;27/08/2026;B00000006G;;;;;;;;;;
00826000022;25/09/2026;EUR;0001;706001;0;B00001763D;GL1031883V;0,00;198,72;0538113O;FGE;VENTE P1;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
00826000022;25/09/2026;EUR;0001;706001;0;B00001763D;GL1031883V;0,00;95,11;0538113O;FGE;VENTE P1 ECS;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
00826000022;25/09/2026;EUR;0001;706001;0;B00001763D;GL1031883V;0,00;99,26;0538113O;FGE;VENTE P1 CEE;;100000;27/08/2026;B00000006G;;;;;;;;COL_2000DEB;;
