DateArretComptable;CodeSociete;CompteLocal;IDFournisseurExterne;CodeTache;CodeFolio;Libelle;Quantite;Type;Montant;Devise;DatePiece;NumeroPiece;TauxTVA;Nature1;Nature2;TypeTVA;DateEcheance;IdScanFacture;OrigineScanFacture;CodeRegion;SourceFileId;ApplicationSource
26/08/2026;0001;401050;0688;GL0783226E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;426,31;EUR;03/08/2026;0688K2608ZWX7;;;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;602210;0688;GL0783226E;GAZ;VENTE DE GAZ;2,85400;STANDARD;1,17;EUR;03/08/2026;0688K2608ZWX7;20,00;GAZ - MECANISME CPB;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;602210;0688;GL0783226E;GAZ;VENTE DE GAZ;2,85400;STANDARD;34,47;EUR;03/08/2026;0688K2608ZWX7;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;602210;0688;GL0783226E;GAZ;VENTE DE GAZ;2,85400;STANDARD;46,78;EUR;03/08/2026;0688K2608ZWX7;20,00;TICGN GAZ;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;602210;0688;GL0783226E;GAZ;VENTE DE GAZ;0,00001;STANDARD;48,39;EUR;03/08/2026;0688K2608ZWX7;20,00;DEBOURS P1 GAZ STOCKAGE;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;602210;0688;GL0783226E;GAZ;VENTE DE GAZ;0,00001;STANDARD;104,90;EUR;03/08/2026;0688K2608ZWX7;20,00;DEBOURS P1 GAZ PARTIES FIXES;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;602210;0688;GL0783226E;GAZ;VENTE DE GAZ;2,85400;STANDARD;119,55;EUR;03/08/2026;0688K2608ZWX7;20,00;DEBOURS P1 GAZ;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;445660;0688;GL0783226E;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;71,05;EUR;03/08/2026;0688K2608ZWX7;20,00;;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;401050;0688;GL0010532T;GAZ;Facture intragroupe CID 0688;0,00001;STANDARD;239,88;EUR;03/08/2026;0688K2608ZWX5;;;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;602210;0688;GL0010532T;GAZ;VENTE DE GAZ;1,16700;STANDARD;0,48;EUR;03/08/2026;0688K2608ZWX5;20,00;GAZ - MECANISME CPB;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;602210;0688;GL0010532T;GAZ;VENTE DE GAZ;1,16700;STANDARD;14,10;EUR;03/08/2026;0688K2608ZWX5;20,00;DEBOURS P1 GAZ DISTRIBUTION;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
26/08/2026;0001;602210;0688;GL0010532T;GAZ;VENTE DE GAZ;1,16700;STANDARD;19,13;EUR;03/08/2026;0688K2608ZWX5;20,00;TICGN GAZ;;;03/08/2026;;;B00000008J;FAC02_SRC_FACTURESFOURNISSEURS_040826-020634_ST_FAC02_639214059946664498_001;CID
