12570504;10252812460;STANDARD;2026-05-23T00:00:00;;1567;;;44010;;20.23;EUR;;;;;;CEE2608FAC 21287843546361 10252812460  4478985185;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;10252812460_128.pdf;;;;;;CEE;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;EDI;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;GROUPEHORSDKA;;;2026-08-26T00:00:00;7787226;;;90;;;;;;;;;23/05/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DRW0001;;;;;;;;;;WIRE;;;;;;;;;;;;;;;;;;;;;;;;
12570505;10254860273;STANDARD;2026-06-23T00:00:00;;1567;;;44010;;16.78;EUR;;;;;;CEE2608FAC 21287843546361 10254860273  4478985185;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;10254860273_14.pdf;;;;;;CEE;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;EDI;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;GROUPEHORSDKA;;;2026-08-26T00:00:00;7787226;;;90;;;;;;;;;23/06/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DRW0001;;;;;;;;;;WIRE;;;;;;;;;;;;;;;;;;;;;;;;
12570506;10256926137;STANDARD;2026-07-23T00:00:00;;1567;;;44010;;53.33;EUR;;;;;;CEE2608FAC 21287843546361 10256926137  4478985185;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;10256926137_60.pdf;;;;;;CEE;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;EDI;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;GROUPEHORSDKA;;;2026-08-26T00:00:00;7787226;;;90;;;;;;;;;23/07/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DRW0001;;;;;;;;;;WIRE;;;;;;;;;;;;;;;;;;;;;;;;
12570507;10258989807;STANDARD;2026-08-23T00:00:00;;1567;;;44010;;43.18;EUR;;;;;;CEE2608FAC 21287843546361 10258989807  4478985185;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;10258989807_134.pdf;;;;;;CEE;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;EDI;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;GROUPEHORSDKA;;;2026-08-26T00:00:00;7787226;;;90;;;;;;;;;23/08/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DRW0001;;;;;;;;;;WIRE;;;;;;;;;;;;;;;;;;;;;;;;
12570508;1523726200223;STANDARD;2026-08-14T00:00:00;;6538;;;21112;;7073.51;EUR;;;;;;CEC2608FAC CHA 1523726200223 45379A ;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;MGN45379A.pdf;;;;;;CEC;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;MAN;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;TIERS;;;2026-08-26T00:00:00;5582;;;142;;;;;;;;;14/08/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DCW0693;;;;;;;;;;WIRE;;;;;;;;;;;;;;;;;;;;;;;;
12570509;2026 EA 00 25057;STANDARD;2026-07-31T00:00:00;;1482028;;;1742384;;27.88;EUR;;;;;;CEC2608FAC CHA 2026 EA 00 25057 14321-3 ;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;CAGGLOCHAL14321-3.pdf;;;;;;CEC;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;MAN;;;;JE.FR.APXIISIM.TAX_RULE;DEB/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;TIERS;;;2026-08-26T00:00:00;2024;;;85;;;;;;;;;31/07/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DCW0001;;;;;;;;;;EFT;;;;;;;;;;;;;;;;;;;;;;;;
12570510;88296123;STANDARD;2026-08-12T00:00:00;;7403;;;5790;;270.62;EUR;;;;;;CEG2608FAC GAZ269124 88296123  ;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;DK0688K002001260826.pdf;;;;;;CEG;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;MAN;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;TIERS;;;2026-08-26T00:00:00;5528;;;277;;;;;;;;;12/08/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DOS0688;;;;;;;;;;WIRE;;;;;;;;;;;;;;;;;;;;;;;;
12570511;10149390607;CREDIT;2022-05-12T00:00:00;;1567;;;44010;;-1.32;EUR;;;;;;CEE2608FAC 30002141723116 10149390607 1-6KUNE56 + 1-99RHLYJ ;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;10149390607.pdf;;;;;;CEE;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;MAN;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;GROUPEHORSDKA;;;2026-08-26T00:00:00;7787226;;;90;;;;;;;;;12/05/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DRW0001;;;;;;;;;;WIRE;;;;;;;;;;;;;;;;;;;;;;;;
12570512;1399326600001;STANDARD;2026-08-20T00:00:00;;6525;;;2859512;;3898.65;EUR;;;;;;CEC2608FAC CHA 1399326600001  ;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;1399326600001.pdf;;;;;;CEC;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;MAN;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;TIERS;;;2026-08-26T00:00:00;13933250;;;3860;;;;;;;;;20/08/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DRW0394;;;;;;;;;;EFT;;;;;;;;;;;;;;;;;;;;;;;;
12570513;10093216888_1;STANDARD;2019-04-20T00:00:00;;1567;;;44010;;790.22;EUR;;;;;;CEE2608FAC 22437192392380 10093216888_1 CONTRAT CADRE C5 ;;;2026-08-27T09:08:53;1277;1277;2026-08-27T09:08:53;1277;;;;100932216888.tif;;;;;;CEE;CEL01_SRC_FACTURESFOURNISSEURS_260826-200601_ST_CEL01_639233715613781153_001;;MAN;;;;JE.FR.APXIISIM.TAX_RULE;CRE/M;;;;;;;;;;;;;;;;;;;;;AMONTS;;;EMU FIXED;2026-08-27T09:08:53;1;EUR;;ENERGIE;;;GROUPEHORSDKA;;;2026-08-26T00:00:00;7787226;;;90;;;;;;;;;20/04/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DRW0001;;;;;;;;;;WIRE;;;;;;;;;;;;;;;;;;;;;;;;
