JE_HEADER_ID;JE_LINE_NUM
22975525;24
22975525;25
22975525;26
22975525;27
22975525;28
22975525;29
22975525;30
22975525;31
22975525;32
22975525;33
22975525;34
22975525;35
22975525;36
22975525;37
22975525;38
22975525;39
22975525;40
22975525;41
22975525;42
22975525;43
22975525;44
22975525;45
22975525;46
22975526;2
22975527;2
22975528;2
22975529;2
22975530;2
22975531;2
