CEE;20/08/2026;58;51003,300000;51003,300000;CEL01_SRC_FACTURESFOURNISSEURS_200826-200640_ST_CEL01_639228532007810486_001;0
CEG;20/08/2026;61;60430,460000;60430,460000;CEL01_SRC_FACTURESFOURNISSEURS_200826-200640_ST_CEL01_639228532007810486_001;0
CEC;20/08/2026;37;166771,510000;166771,510000;CEL01_SRC_FACTURESFOURNISSEURS_200826-200640_ST_CEL01_639228532007810486_001;0
