guid;categorie;fichier;statut;detail
20ac284a3af540339b53a17811250a67;DK_FIN01_cible;DK_FIN01_30003-0139DRWGPX-20260919-49083467_20260919-051944.txt;OK;
20ac284a3af540339b53a17811250a67;ACK;CDPG.NC4.IMPORT_ACK.DLK_VIR_17897882763189102.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;OK;
20ac284a3af540339b53a17811250a67;DK_FIN01_cible;DK_FIN01_30004-0001DRWGPX-20260919-49083467_20260919-051944.txt;OK;
20ac284a3af540339b53a17811250a67;ACK;CDPG.NC4.IMPORT_ACK.DLK_VIR_17897882763209103.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;OK;
20ac284a3af540339b53a17811250a67;DK_FIN01_cible;DK_FIN01_30004-0001DSWGPX-20260919-49083467_20260919-051944.txt;OK;
20ac284a3af540339b53a17811250a67;ACK;CDPG.NC4.IMPORT_ACK.DLK_VIR_17897882763209103.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;OK;
ad23324a0d19453a970a64c54d9a78f6;DK_FIN01_cible;DK_FIN01_30003-0001DCWEXP-20260919-49078121_20260919-024858.txt;OK;
ad23324a0d19453a970a64c54d9a78f6;ACK;CDPG.NC4.IMPORT_ACK.DLK_VIR_17897792449159068.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;OK;
ad23324a0d19453a970a64c54d9a78f6;DK_FIN01_cible;DK_FIN01_30003-0001DEWEXP-20260919-49078121_20260919-024858.txt;OK;
ad23324a0d19453a970a64c54d9a78f6;ACK;CDPG.NC4.IMPORT_ACK.DLK_VIR_17897792449159068.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;OK;
ad23324a0d19453a970a64c54d9a78f6;DK_FIN01_cible;DK_FIN01_30003-0001DLSEXP-20260919-49078121_20260919-024858.txt;OK;
ad23324a0d19453a970a64c54d9a78f6;ACK;CDPG.NC4.IMPORT_ACK.DLK_VIR_17897792449159068.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;OK;
