guid;fichier_edf;nb_sources_regroupees;nb_ack_footer;nb_ack_detail;nb_oracle_edf;nb_somme_sources;montant_ack_footer;montant_ack_detail;montant_oracle_edf;montant_somme_sources;statut_lignes;statut_montant
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890395929037.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;439200;439200;439200;439200;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890395939038.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;31393;31393;31393;31393;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890395949039.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;3199700;3199700;3199700;3199700;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890395959040.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;130800;130800;130800;130800;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890395969041.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;1216415;1216415;1216415;1216415;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890395979042.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;22637;22637;22637;22637;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890395989043.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;18090;18090;18090;18090;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396009044.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;374764;374764;374764;374764;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396019045.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;166219;166219;166219;166219;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396029046.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;99720;99720;99720;99720;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396839047.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;21596;21596;21596;21596;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396859048.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;9685;9685;9685;9685;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396869049.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;980000;980000;980000;980000;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396879050.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;3;3;3;3;176160;176160;176160;176160;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396889051.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;36000;36000;36000;36000;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396899052.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;5;5;5;5;12385801;12385801;12385801;12385801;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890396909053.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;1298862;1298862;1298862;1298862;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397019054.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;2163600;2163600;2163600;2163600;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397039055.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;6;6;6;6;4090794;4090794;4090794;4090794;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397049056.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;22620000;22620000;22620000;22620000;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397059057.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;44400;44400;44400;44400;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397079058.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;126900;126900;126900;126900;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397089059.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;4745800;4745800;4745800;4745800;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397099060.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;120240;120240;120240;120240;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397109061.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;2;2;2;2;2;605866;605866;605866;605866;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397839062.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;248000;248000;248000;248000;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397849063.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;888516;888516;888516;888516;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397859064.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;1681399;1681399;1681399;1681399;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397869065.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;121068;121068;121068;121068;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397889066.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;4950;4950;4950;4950;OK;OK
3693b409347c4c89967976e0924428e1;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896890397899067.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;2;2;2;2;67829;67829;67829;67829;OK;OK
ddb2be96ebd049bbbaac099e37456324;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896937736379254.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;50496;50496;50496;50496;OK;OK
ddb2be96ebd049bbbaac099e37456324;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896937736399255.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;14200;14200;14200;14200;OK;OK
ddb2be96ebd049bbbaac099e37456324;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896937736419256.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;6;8;8;8;8;7000878;7000878;7000878;7000878;OK;OK
ddb2be96ebd049bbbaac099e37456324;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896937736429257.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;150000;150000;150000;150000;OK;OK
ddb2be96ebd049bbbaac099e37456324;CDPG.NC4.IMPORT_ACK.DLK_VIR_17896937736439258.PY_TRANSFER.I_DAL_VIR.DALKIA.NULL;1;1;1;1;1;58824;58824;58824;58824;OK;OK
